review_id,rating,tour_name,pos_word_count,neg_word_count,total_emotion_words,found_pos_words,found_neg_words,review_text
3304,5.0,32_2137_Maui Plane Rides_2025-03-04,3,2,5,"afraid, awesome, beautiful","fear, fears",Eric is an awesome pilot. He know that i did not want to get on that plane because i am Afraid of heights. So what he did was in courage me to over my fears. So got on that plane and i over that fear. I high Recommend if you come here for vacation to do this tour to see the beautiful Maui. Eric thanks for being so awesome.
3309,5.0,32_2137_Maui Plane Rides_2025-03-04,6,1,7,"awesome, beautiful, best, fun, nice, spectacular",regret,"We had the best time viewing the spectacular sea cliffs of backside molokai! Eric was awesome, nice and fun. I absolutely recommend Maui Plane Rides for anyone seeking a beautiful adventure you won't regret."
3312,5.0,32_2137_Maui Plane Rides_2025-03-04,6,1,7,"amazing, better, comfortable, fascinating, welcome, wonderful",nervous,"What a wonderful way to see the island! The whole experience was amazing. It was fascinating to see the cliffs and waterfalls on the way to Hana as well as some of the houses tucked away in the greenery. I had never been in a small plane before and was a little nervous. Eric and Blake made it easy. I just parked my car, received a warm welcome and then walked right to the airplane.  Once there, they explained the safety procedures, made sure we were comfortable and we were off into the clouds.  It was literally smooth sailing in the sky - much better than riding on the roads.  I highly recommend it!!"
3321,5.0,32_2137_Maui Plane Rides_2025-03-04,8,2,10,"amazing, best, breathtaking, calming, excitement, fun, magnificent, thrilled","fearful, fears","My best friend and I were in Maui from New York City for a wedding and when all of the wedding activities were over, we decided to extend our trip and keep the excitement going with a private plane tour over the island as we had heard about Maui Plane Rides from our friends back home.  OMG - wow!  I can't even begin to explain how thrilled we are to have booked our flight with Eric (our amazing pilot!).  I must admit, I've always been a bit fearful of flying in a small planes but Eric was so professional and calming that I quickly forgot my fears.  He provided beverages for us too!  We flew over old volcano craters, old sugar plantations, and witnessed a magnificent rainbow.  I should add that we choose a sunset flight which was breathtaking.  Top notch service, professional, safe and FUN!"
3324,5.0,32_2137_Maui Plane Rides_2025-03-04,5,1,6,"amazing, calm, cool, great, reassuring",fear,"My wife and I were on Maui for our honeymoon and decided to book a flight with Maui Plane Rides.  I guess I should say I decided to book it, and my wife gamely agreed to come along.  The thing is, she has a fear of flying, so until we were actually boarding the plane, I wasn't 100% sure she was going to come with me.  I think the deciding factor was meeting Eric.  He was amazing!  So calm and reassuring, he could moonlight as a therapist.  In the end we had a great experience, got to see some really amazing views, and learned a lot about the history of Hawaii from Eric who's really knowledgeable.  Oh, and I got to fly a plane which is something I've never done before, so that was cool."
3325,5.0,32_2137_Maui Plane Rides_2025-03-04,6,1,7,"amazing, best, comfortable, fun, impressed, incredible",disappointed,"My husband & I were in Maui celebrating our 25th wedding anniversary. Of course we had our must see and do list. One of things we have enjoyed on every Hawaiian island are helicopter tours, that being said this time we wanted to try something different. 

We called Maui Plane rides and spoke with Eric. He was so informative and personalable. He  went over everything and we decided to book our tour with him. And OMG!!! What a incredible experience it was, the best way to see Maui and sea cliffs. I’m telling you, you will not be disappointed. Eric went out of his way to make sure we were comfortable, he brought refreshments and of course his fun personality. 
My husband who use to fly airplanes himself was incrediblely impressed by our tour and experience. 
This is one flight you don’t want to miss. Amazing!! Thank you Eric."
3326,5.0,32_2137_Maui Plane Rides_2025-03-04,2,1,3,"best, incredible",worry,This was the best part of our trip!  Eric the pilot was smooth on take off & landing!  I worry about nausea & was NOT a problem!  This was simply incredible sights and the knowledge he shared with us was history we will always have!  I wanted to do the helicopter and was told several times this plane was a must!  After taking the trip I know why!!  Memories for a life time!!  Thanks so much!!
3349,5.0,32_2137_Maui Plane Rides_2025-03-04,5,1,6,"beautiful, comfortable, good, smoothest, wonderful",disappointed,The smoothest plane ride you’ll ever take! Beautiful sights and a wonderful experience! We flew over the ocean and saw an abundance of whales! Eric is super accommodating and really goes out of his way to make sure you are comfortable and having a good time! You won’t be disappointed!
3385,5.0,32_2137_Maui Plane Rides_2025-03-04,1,2,3,exciting,"nervous, scared","My Wife's and I, by far highlight of our aniversary trip to Maui was maui plane rides! It was so exciting! My Wife was a bit nervous since she's scared of flying, but she had a blast! I will definitely do it again, can't wait!"
3394,1.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,2,2,4,"fun, welcome","poor, upset","We took the ""MistyFjords Flightseeing""on July 12,2024.  Thought it has been a while, we are still upset of the way we were taken care of for this tour.  Pilot, Clark, did not have a welcome word before the plane took off and either a thank you for us when we left.  He only had a few words during the flight and did not try to  make it a fun experience for us by letting us know of the areas we were flying over.  This  poor personality pilot should not be in that type of work to  deal with people on vacation."
3395,1.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,2,5,"excited, honest, honesty","disappointed, disappointment","During my trip to Alaska, the most important thing to me was to take a tour on a float plane. I booked this the last day of our cruise, which was in Ketchikan Alaska. On our way into the port, I watched excitedly as one float plane after another left and flew in front of our balcony. I couldn't wait and told several friends and family members how excited I was to take this flight  that was scheduled for 4 PM. I got to the meeting place 15 minutes early when I received a phone call that the flight was canceled. When I inquired why it was canceled there was a pause and then the woman on the other end of the line told me there was a mechanical issue that they thought would be fixed in time for the flight, but they couldn't fix it. I found out shortly after from a person in the business that they called to try and help fill the plane that a mechanical wasn't the case at all. The plane wasn't full so they canceled it. On top of a HUGE disappointment. I was even more disappointed that they flat out lied to me. Had they been honest I might have even paid for the empty seats for this experience, but they never even gave me the chance. I called their number back and it went right to voicemail. I left 2 messages asking if perhaps they knew another pilot that could take me on a flight  but of course never heard back from them.  It's obvious  they care much more about how much money is in their pocket than they do about customer service or even honesty. I would never trust these people. They lost a lot more money by not even offering to let me pay for the empty seats and more importantly, lost respect, which is the one and only thing people in business have. What a total disappointment."
3398,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,8,1,9,"awesome, breathtaking, decent, friendly, helpful, loved, simple, talkative",stress,"Taquan Air created a highlight of our whole cruise.  My in-laws said ""we didn't like it, we LOVED it!""  Booking was simple. Had a few questions so I called and were very helpful and professional.   The pilot was so friendly, talkative, and knowledgeable about the area.  The flight lasted the whole hour advertised and we flew over so much breathtaking scenery - my in-laws favorite was the high up mountain lakes.  The shuttle bus that took us back to our cruise ship was awesome..... our ship was at the end of the line of ships in Port that day and a decent walk from the pickup point but Taquan Air dropped us off right in front of our cruise ship.  We had been a bit stressed about it because we only had about a half hour from the end of the tour time until all aboard for our ship but, all stress was taken away when they said they could drop us right in front of our ship at the end. We were back on the ship well before our deadline time.
Thank you all so much and we will find you for another flight next time we're there!"
3399,4.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,1,4,"friendly, fun, good",hard,"We booked this tour through Disney Cruise. We were transported from our ship to the sea planes by shuttle, just a short ride. We were loaded in the plane by size for balance. My son was in the co-pilot seat. Can't take very good pictures in this seat, though. The plane is hard to get in for us big people, but we managed. Everyone is friendly and the pilot informative of what we were seeing. We were provided headphones for communication. The flight was fun but a little bumpy. This is a unique experience we will not forget. I would recommend taking a bottle of water with you. The hour long tour was just the right amount of time. The tight quarters makes it hard to see out other windows."
3401,1.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,4,1,5,"best, better, cheesy, valuable",difficult,"On 7/25/2023 we took the Misty Fjords flight seeing tour.   There were a total of 8 passengers on a well maintained DHC-3.  

The best I can say is that Taquan Air completely mailed it in.  For the price it should have been significantly better.  Buyer beware and spend your valuable money on other activities. 

The total cost for all 8 was close to $3,000 for which we got a seaplane flight that fell well short of how it was hyped by the cruise line or on Taiwan Air’s site.  

We expected that there would be narration by the pilot pointing out landmarks and notable features.  The pilot didn’t utter a single word after boarding.  Instead there was a cheesy pre-recorded narration that was spotty and difficult to understand.  Passengers shouldn’t ask, “ are we at the Misty Fjords”.  

The pilot, although clearly proficient, was going through the motions and was clearly disinterested in anything except for talking to his fellow pilots in the radio. 

This was the only regrettable experience of the 2-week Alaskan experience. Don’t do it!!!"
3409,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,1,1,2,beautiful,disappointed,Booked through Ruby Princess and was not disappointed.  The flight over was amazingly beautiful.  When we arrived at the landing point in Neets Bay we had a greeting committee of a mama and her cub and another bear scavenging for salmon on the beach.  We were able to watch them for a bit before walking a short distance on a forest trail past the salmon hatchery to the main viewing platforms.  At the viewing platforms we were able to view 2 different bears fishing in the river for salmon.    We were also able to see a couple of eagles.
3412,4.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,1,4,"glad, gorgeous, great",regret,"The views were absolutely gorgeous!  So glad I got to do this.  Only regret is that while we landed on the water, we didn't actually get to step foot on land as the description suggested.  Great otherwise. Thanks"
3414,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,1,1,2,great,poor,"I took a Float trip to Thorne Bay on Prince of Wales Island for business. Due to poor weather, this was my fourth attempt. Taquan very graciously rescheduled 3-times without charging me. The pilots are experienced, and the de Havilland  plane float planes are in great condition. No white knuckles here."
3425,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,4,1,5,"glad, reassuring, thrilling, worth",nervous,"We booked this tour through our cruise ship at the last minute and we re all so glad we did.  We were nervous about being on a small plane, but the pilot was reassuring and we did something we will probably never get a chance to do again.  Thrilling!  It was worth the money."
3432,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,7,1,8,"beautiful, best, comfortable, concern, fun, happily, unexpected",danger,"We visited Ketchikan and did the seaplane excursion with Taquan Air Tours only about a month after a couple of highly publicized accidents involving the company in the summer of 2019. Even though the accidents occurred in close succession, it is important to understand how many of these excursions the company flies each day, each month, each year when no such accidents occur, and to consider how many automobile accidents happen daily on the interstate within just a few miles of ones home, or even at a nearby intersection, I think that the excursions do come with an element of danger, but not a ton more than driving to work each day. It seemed to me that our pilot knew his job very well, and that the plane was well-maintained, and that every precaution was taken to ensure a safe flight and landings. Having said that, this was, of course Ketchikan, Alaska, and the estuary/bay where we took off did have a small number of logs floating around that posed a potential danger during take off and landing, due to sometimes being visible only at the last moment. In fact, out of concern whether we may possibly have clipped one such log during take off, our pilot requested another pilot who took off shortly after us to fly by our right side to visually affirm that that the pontoon on that side had not taken any damage that might affect landing, which in fact it had not.
During the flight to Misty Fjords, the scenery was beautiful, and it was fun to land in one of the bays there and step out onto one of the pontoons for photos, which the pilot happily took for us.
In my opinion, all of the best adventures involve at least an element of danger, and the choice taken to avoid one perceived danger is all too often the choice that leads to a different totally unexpected accident, due to an overly-comfortable illusion of safety/security.  This excursion was one of our trips highlights. We enjoyed it a lot, and believe most visitors would, too."
3433,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,11,1,12,"amazing, beautiful, comfortable, great, happy, love, lush, perfect, pristine, quiet, relax",worries,"My husband is a pilot and we love flying no matter the type or size of the airplane. This was our first floatplane flight ever and it totally exceeded our expectations. We were with four other passengers and were comfortable and secure. Our pilot was a retired air line pilot so anyone who worries about the experience of the pilot-relax, he had thousands of hours of flight time. We took off and flew right past our cruise ship and then headed for Misty Fjords National Monument. Our pilot had a perfect balance of commentary and quiet, accompanied by a great playlist for our time aloft. The scenery was beautiful-rugged mountains, pristine lakes, lush forests, and waterfalls. We flew past an eagle soaring-amazing! We landed on a lake in the middle of the mountains, stood out on the pontoons for a bit, reboarded and then took-off again. Our flight was about an hour and we would have been happy to stay up longer! We look forward to returning to Ketchikan and doing this again and maybe staying in a cabin for a week or so!! Thank you Taquan Air!"
3434,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,1,4,"awesome, comfortable, great",nervous,Our family was on the Holland America cruise ship.  We BOOKED For All 6 of us!  Larry was our pilot.  He was awesome! Very knowledgeable and a PRO.  We had a great time and he landed like a PRO.  We would highly recommend this trip and Larry gets 5 Stars!   Thanks for a great float plane experience.  I was nervous at first but felt very comfortable and at ease as we flew around and took lots of pictures.
3435,1.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,1,1,2,concern,bothered,"our flight was canceled due to the weather. We certainly understand the safety concern, the problem was that no one bothered to let us know. We based our whole day on that excursion and would have tried to do something else had we known."
3438,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,6,1,7,"amazing, awesome, beautiful, comfortable, perfect, worth",nervous,"What an amazing experience!  I will admit I was more than a little nervous about this excursion.  My husband and I were on an Alaskan cruise to celebrate our 20th anniversary.  We decided to splurge and purchased the excursion with Tiquan Air to take us to Neets Bay to view bears.  It was the hightlight of our trip for sure!!  Our pilot, Jake, took extra effort to make me feel comfortable and safe in the plane.  After a beautiful and smooth flight we landed at a remote location and was met by our guide Mark.  Mark was AWESOME!  He is the ""perfect guide"".  Mark obviouly has a gift for educating people about the Alaskan wilderness and bears, and no doubt he loves his job.  He took us to the most beautiful overlook so we could see bears feeding.  I noticed that Mark was constantly surveying the area and making sure we were safe.  At one point one of the bears came ONTO THE VIEWING PLATFORM with us!  I watched as Mark slowly positioned himself so that he stood between us and the bear all the while letting us know that he was going to keep us safe.   The bear trotted off up the trail that Mark led us on down to the platform. If one is traveling in this area of Alaska - this tour is a must!   It is amazing and worth every penny!"
3448,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,5,1,6,"best, entertained, excellent, fun, thrilled",disappointed,"Our pilot Larry was informative and fun.  He kept us entertained as well as did an excellent job piloting.  It was my first time in a floatplane and I was thrilled.  The take-off and landing were much smoother than expected.  I was disappointed we weren't returning by floatplane.  The appetizers, salad, drinks and dungeoness crab at the George Inlet lodge made for one of the best meals we had the whole cruise."
3456,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,5,1,6,"amazing, awesome, fun, glad, great",regret,"This is an awesome trip and I highly recommend!!    
Ask for Larry as your pilot he is great and great fun too!

My only regret is that we didn't get to spend longer at the fjord but I understand they book trip after trip and the pilots have to get back to pick up the next group.

The flight experience itself was amazing and I am so glad we did this."
3458,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,1,4,"calm, hope, majestic",fear,"Short bus ride from our ship, the NCL Bliss, to the intercostal airport for Taquan. We received a safety briefing & then met our pilot. Our group of 5 included a young lady that has a fear of flying. The pilot assigned her the seat next to him so she could see first hand what he was doing which kept her very calm.  The flights were smooth, 2 flights as we landed in Misty Fjord. The scenery is majestic, pictures & video do not do it justice. I hope to take this tour again."
3470,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,6,1,7,"fabulous, great, special, tranquil, wonderful, worth",nervous,"Booked through Holland America and well worth it. Our pilot, Larry, went out of his way to put a nervous passenger (me!) instantly at ease and provided an unforgettable two hour trip which my husband and I would highly recommend and would repeat in a heartbeat if ever in Ketchikan. Fabulous scenery, wonderful background narration by Larry (which included a great selection of music) plus great chat from Larry. Landing in the Fjord was so special and tranquil. (PS. Larry gives great hugs too!)"
3477,1.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,3,6,"glad, good, unable","frustration, ruined, stressful","I had a confirmed booked through Alaska Shore Tours for the Neets Bay Floatplane bear watch tour. At the time I was not aware that Alaska Shore Tours had subcontracted the tour to Tarquan Air.
As the instructions indicated I was at the Ketchikan meeting point but no representative of the tour! After about twenty minutes waiting a member of my cruise ship came by and when I explained the issue took me inside the Visitor Centre. There was no one at the Tarquan Air booth and a neighbouring tourist operator phoned them for me to be told that the tour had been cancelled. I received no notification of this and had waited for over 25 minutes for someone from the company to arrive. He came to his booth after 30 minutes to explain that there were skieners on the Bay and the plane was unable to land. 
That is not the fault of Tarquan Air but to have no representative at the designated meeting point on time nor to inform guests that the tour is cancelled is negligent.
On my complaint to both Alaska Shore Tours and Tarquan Air I was informed I should have phoned them to find out the situation! My complaint to the Ketchikan Tourist Authority met with a similar response and it appeared as though Tarquan Air and the local tourist authority are linked in some form.
Needless to say the highlight of my trip to Alaska, bear watching, was ruined. The failure to notify me of the cancellation meant that it was too late to organise another tour although I did manage to get a trip to Misty Fjord - not at all what I wanted.
Tarquan Air and Alaska Shore Tours gave an apology only after I emailed them both with my complaint and have given no compensation other than the refund of my bear watching tour cost.
I'm glad others had a good experience for their tours with this company. Mine was a waste of time and a huge frustration as well as very stressful.
To ensure that you are kept informed about a changing situation don't book with these companies but work through your cruise ship booking agency!!"
3478,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,1,4,"great, loved, perfect",disappoint,"Of all the things we looked forward to on our Alaska trip, the floatplane tour was in the top 3, actually #1 on my husband's list.  Larry, our pilot, did not disappoint.  What a great personality. He engaged each passenger with easy banter and his narration was perfect.   Loved the music and of course, the magnificant scenery you can only see this way.  My husband has a few mobility issues and Larry went out of his way to help him in and out of the plane. Great pilot, great tour.  Everyone should do this!"
3480,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,2,2,4,"great, magnificent","fear, nervousness","Despite a fear of heights and, therefore, a degree of pre flight nervousness this was an experience I would not have missed for the world. A sunny, clear day, magnificent scenery and a great pilot in John."
3483,4.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,1,4,"friendly, great, spectacular",bothered,Great experience. We took a float plan to Neets Bay to a salmon hatchery. There were plenty of Bald Eagles to see and we got to see a Black Bear within about 25'-30' of us. S/he wasn't bothered by us and did some fishing before ambling off into the forest. The scenery was spectacular and the staff was knowledgeable and friendly. Our pilot was Mike O'Brien and our trail guide was Joshua. Both were great hosts and had a lot of knowledge. I recommend this tour.
3484,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,4,1,5,"amazing, great, scenic, spectacular",disappointed,"We took this excursion to see bears in the wild.  We were not disappointed.  The bear watching at Neet's Bay was great.  However, the flight to and from Ketchikan was amazing.  We had a clear day and the scenery was spectacular.  Our pilot, Adam, took us to the bay by one route and then back to Ketchikan by a more scenic route - spectacular views.  Highly recommend this excursion."
3492,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,2,1,3,"awesome, great",hard,"This excursion happened from Princess Cruise in Ketchikan on Aug 6th, 2018.  Our pilot, Chuck was awesome! My youngest daughter got to sit up front with him. On way out he made several passes to show us some bears on the beach and rthen on the way back, he made a couple detours to descend and show us some hard to see mountain goats. Great pilot and narrator!"
3506,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,4,1,5,"beautiful, expert, friendly, great",fear,"Professional warm friendly set-up in a beautiful 1960 Classic De Havilland Otter aircraft. 
A friend didnt join us because of a fear of small aircraft. This aircraft was super smooth with an expert pilot Ron. Smoother than Commercial aircraft!
Video briefing on the coach so when you arrive at the Floatplane no time is wasted. Plenty of room in plane and a seat for everyone with a window! Great music by Steve Millar Band and Dire Straits and beautiful scenery. 

Then getting close up to plenty of brown bears feasting on salmon! What a trip.."
3507,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,2,1,3,"fantastic, incredible",unhappy,"It was a little disorganized and I was unhappy that they refused to transport my mother’s wheelchair on the bus. However, our pilot was just fantastic!!  This should not be missed.  The views are just incredible.  
I also left a cell phone behind and they retrieved it for me. A+"
3515,1.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,1,2,3,beautiful,"disappointed, unfortunately","Very disappointed to have our Misty Fjords seaplane tour cancelled after waiting for an hour after we checked in. It was a beautiful sunny day in Ketchikan, and no real reason was given for the cancellation. Unfortunately it was too late to book another excursion by the time they cancelled."
3517,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,4,1,5,"beautiful, great, humor, incredible",fearful,"This is a floatplane tour and it was so incredible!  Our Pilot(tour guide) Larry was very informative and had a sense of humor. It was a beautiful day and we saw no mist to get in the way of the beautiful views. We were supposed to land at a dock in the fjord, but it was full, so  I thought we were at another dock when he landed the plane. But no way, we got out to stretch our legs on the floats! What a great way to spend the morning! He kidded around with one of the  fearful passengers, and interacted with another about plane stats all along. He told us alot about the natural aspects and the history of the area. It was an informative and viewable tour. Thanks Taquan Air!"
3520,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,4,1,5,"better, delicious, great, spectacular",sad,"My husband and I took the float plane ride with crab feast tour.  It could not have been better.  Our pilot, Chuck, was a great tour guide.  In addition, he made us feel safe as we flew along gazing at the spectacular scenery.  It was a bit sad to leave the float plane, but the delicious crab feast sure helped us feel better.  I highly recommend this tour!!!"
3521,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,3,1,4,"excellent, helpful, incredible",scary,"My wife & I took the “bear tour”.  We flew in old DeHaviland Beaver float planes from Ketchikan to Traders Cove, about 20 minutes each way.  Our pilots (one for each direction) were excellent & experienced & provided helpful info.  We were met by a guide & taken to a stream full of salmon.  We saw 2 bears catching and eating & an eagle helping himself to leftovers. We had 45 minutes on the viewing platform which passed very quickly.  

The pilot took us on a different route going back.  Views were incredible- also a little scary!"
3526,3.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,4,1,5,"great, helpful, interesting, pleasant",sorry,"We booked our round trip flight online and the people were great to work with very helpful and answered all questions repeatedly. We flew on a scheduled flight to Edna Bay Alaska and had the trip coordinated with the arrival of our flight in the morning so we did not have to sit around or spend the night in Ketchikan. I called when our flight was approaching the gate at the airport to let them know we had arrived and that they could come and pick us up from the dock below the airport. We got down to the dock immediately after getting off the plane and standing on the dock. I called again to let them know we were now on the dock and they said a boat would come pick us up. Their business is on the opposite side of the river from the airport.  We waited saw several Taquan float planes take off. I had to call again to let them know we where at the dock waiting and finally a boat came to pick us up. We we got to the desk and told them who we were we found out the plane that we were supposed to be on that was being held for us to get on after we had arrived had already left. There would be another flight in 2 hours. No one came to talk to use and explain why the plane had left, you could overhear a lady in the back state she had screwed up made a mistake. They were sorry but that was it. We waited and finally got on a Beaver float plane. The trip was pleasant. We flew out of our location two weeks later on an otter float plane. They had information about the plane printed up and it was interesting to find out about the history of the plane we were flying on. We made two stops before arriving in Ketchikan so we did get to see some sights."
3533,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,6,1,7,"great, honest, pristine, quiet, stunning, unsafe",disappoint,"We prepaid for this an excursion while on a Royal Caribbean Cruise and were notified the day before our flight that it was cancelled due ""to a lack of participation"". There actually had been an incident involving a crash landing, about 40 miles from Ketchikan, and while there were no injuries, the cruise cancelled. Not a problem-just be honest about it. Upon debarking to start the day, we found that we were able to sign up directly with the company who provided a shuttle to the office and the docks where the plane was. This was my this time to Alaska and one of the few things I hadn't done. It did not disappoint Weather was great--even a little sun---the scenery was stunning and when we did the water landing, the pilot let us climb out onto the floats ( I don't know what they're actually called) in the middle of this pristine lake and quiet wilderness. And, it was $50 less expensive than the cruise excursion with the same company. There was not one second that I felt unsafe. Of course, any activity like that comes with risk, but I didn't feel that the pilot was careless or anything like that."
3536,4.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,5,1,6,"chilly, great, picturesque, spectacular, wonderful",bad,We were bused to Taquan Air from our ship. Not long after we were soaring over the cruise ships anchored for the day and off to see the Misty Fjords. It is truly spectacular with wonderful views on every side. The trees right down to the water line and so many big and small inlet bays to take in. Very picturesque. Our float plane landed on the water beside a small docking area. The pilot was great helping everyone out of the plane as you have to be sure footed or you could end up taking a chilly bath!! One of the party decided to hold her phone as she alighted - bad move - it is now at the bottom of the fjord!!  We then boarded the Princess Bay for our return back to land  -this takes a while but you can get hot chocolate/coffee/tea etc on board (self serve) which is great. Our commentator gave us a great commentary as we cruised along. A great trip.
3540,1.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,2,2,4,"economical, relieved","bad, disappointment","It is true that it appears to be much more economical to book Shore excursions through TripAdvisor rather than though the cruise line - our booking for 2 people was several $00's cheaper directly rather than through Oceania.

However the time they gave us was too close to ship departure time to be safe particularly when Oceania advanced their departure time by one hour.... When we tried to reschedule earlier - we were told there was no availability earlier - and they offered to refund our money (which was all done very timely = Honorable!!) Later we heard on the grapevine that there had been a crash, and a Taquan Air floteplane had crashed into a mountain in bad visibility. On shore, there appeared to be still multiple floteplane trips leaving, but we had left it too late to reschedule. Understood the circumstances, and greatly relieved there were no fatalities - but this was a huge disappointment in our own plans as we probably will not be able to do such a trip again in this lifetime ...."
3547,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,8,1,9,"awesome, dream, exciting, fortunate, friendly, peaceful, ready, spectacular",scared,"If you want an Alaskan float plane tour, do this one. I gave it 5* for many reasons...we pre booked it from our cruise line, Princess Star, that way we knew time wise we would be safe. Our bus arrived on time, after a short ride we were ushered into a quick safety chat then separated into groups of 6. We met our pilot who was very friendly and informative. Once we were loaded and ready to go, we coasted out and lifted off. We were very fortunate to have spectacular weather, which can make or break any vacation side trip. The views were breathless, I wasn’t scared at all lol. Our pilot chatted about the scenery and played awesome music in between. Music optional. We landed beside a new dock in the middle of an Alaskan dream backdrop, see pics, there were some sea lions lounging about and it was so peaceful. Our pilot took loads of pics and let us take any we wanted then we climbed back in and took off. It was my husbands bucket list tour so he got to sit up front with the pilot on the way back. Take off and landings were smooth and yet exciting. I highly recommend this side trip with this company!"
3549,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,16,3,19,"awesome, comfortable, efficient, enthusiastic, excellent, exciting, expert, fantastic, friendly, great, hassles, memorable, pleasant, safely, surprise, worth","blind, disappointed, poor","Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor tidal conditions, we were not able to actually get to the trail head and take our tour.  This year, we again booked our Anan Creek tour with Taquan and we were not disappointed.  From the bus drive to their terminal, to their check-in and flight briefing process, to the flight itself, and to the tour guide - Taquan offers a safe, informative and exciting tour.

The checkin and safety briefing process was thorough, yet efficient (quick).  We met with our pilot, Eric, immediately after the safety briefing, and he walked us down the pier to our plane.  Eric got us situated on the plane, and then our tour guide arrived.  To our pleasant surprise, our guide from last year - Mark Phillips - was again our guide this year!  Within a few minutes we were skimming across the water and taking off from Ketchikan.  Eric provided some commentary on various landmarks while we were en route to Anan Creek, and Eric's 45 minute flight from Ketchikan to Anan Creek was smooth and comfortable.  At one point as we got near Anan Creek, we encountered a rain squall, and Mark and Eric communicated and made some adjustments which ultimately allowed us to safely land at the Anan Creek landing site.

For any tourists taking a float plane to Anan Creek, it is important to be aware that at low tide there can be significant logistics regarding where/how you get to the Anan Creek trailhead.  When we arrived at Anan Creek, it was low tide - and Eric brought the plane to a small dock that was far enough off shore to avoid grounding the plane.  Taquan had arranged a small boat to transport us from the dock to the shore, and that worked out very well.

If you remember any tip from this review, it is this:  if you want to avoid the potential hassles and delays of low-tide arrivals at Anan Creek by float plane, make sure ahead of time that your pilot knows to putter into the entrance of the creek where the water is deep enough (even at low tide) for any float plane to drop off passengers just below the ranger briefing station.  It is not worth your time, or the risk of grounding, to make land anywhere near the docks or the hut.

Let me say here that our guide, Mark Phillips, was awesome.  Mark was friendly, knowledgeable, and he has the experience of having flown out to Anan Creek multiple times in the past.  Mark was able to provide direct in-flight guidance to our pilot when weather conditions got a bit hairy.  And Mark takes safety seriously:  we were in bear country, and after we made land then Mark unpacked and holstered a weapon and bear spray - which made us feel safe on our hike. 

After we got on land, and after Mark made the preparations for our hike to the bear viewing area, we met with the ranger at the base of the trail and listened to a briefing.  We then set out on the approximately two-thirds of a mile hike up to the bear viewing area.  As we got underway, Mark guided us in the proper way to group ourselves in case we encountered a bear on the trail.  And Mark also provided expert commentary on plants and wildlife that we encountered on the hike.  When we arrived at the bear viewing area, Mark helped us get signed up quickly so that we could get a slot in the bear viewing blind, and Mark continued to provide awesome commentary about different bears and occurrences that we saw when we were up at the viewing platform.  I can't say enough great things about Mark; we highly recommend him if you can get him for your tour.

Taquan runs a great airline, they employ an enthusiastic and knowledgeable staff (including expert guides), and our safety was their priority from start to finish.  Taquan ultimately provided us with a fantastic and memorable tour, and we highly recommend them for anyone looking to take a flight/float plane tour out of Ketchikan."
3550,5.0,17-653-Taquan Air Tours_attraction_review_2025-02-27,1,1,2,amazing,sadly,"This was the highlight of my trip, our pilot John was amazing, he really knew the area and made several attempts to find wildlife.  Sadly no bears were out but we did spot a few eagles and the flight was very smooth."
