review_id,rating,num_sentences,v_first,v_last,v_peak,v_trough,a_first,a_last,a_peak,delta_v,arc_type,q_first,q_last,first_sentence,last_sentence
6861,5,3,0.0,0.636,0.7003,0.0,0.05333333333333334,0.38,0.38,0.636,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,Recently used K2 for our flight to Denali.,I was lucky enough to be in the co-pilots seat and watch Chris as he piloted his way throu
6862,3,7,0.0,0.1531,0.5888,-0.5362,0.06666666666666667,0.0,0.2866666666666667,0.1531,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,We chose the 1.5 hour Denali flight seeing tour.,"This is an ok experience but a bit pricey for what we got, in my opinion anyway."
6863,5,11,0.0,0.4019,0.7783,0.0,0.05333333333333334,0.03333333333333333,0.8600000000000001,0.4019,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,We had a full flight and everyone had a window.,We would definitely go again.
6864,5,10,-0.6969,0.0,0.8516,-0.6969,0.09333333333333334,0.07333333333333333,0.5,0.6969,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q2_Fear,Q3_Disappointment,So first I was worried about getting air sick on such a small plane.,This is definetly a bucket list item that must be done.
6865,5,12,0.6249,0.7351,0.7351,-0.0258,0.05333333333333334,0.08000000000000002,0.41333333333333333,0.11019999999999996,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Our flight-seeing trip was a great experience.,Thank you Daniel and K2 for a perfect end to our trip.
6866,5,7,0.5719,0.6114,0.8622,0.0,0.06666666666666667,0.20666666666666667,0.6733333333333333,0.03950000000000009,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,My husband and I had a wonderful flight over Mt.,PERFECT!
6867,5,6,0.0,0.807,0.807,0.0,0.05333333333333334,0.23333333333333334,0.23333333333333334,0.807,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,"Barry our pilot, took us to Kahiltna Glacier.","Great time, thanks so much!"
6868,5,6,0.5859,0.6369,0.796,0.0,0.04000000000000001,0.13999999999999999,0.8466666666666667,0.051000000000000045,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,This was a dream come true.,If you are doing a trip into Alaska and want to see Denali and the beautiful valley - do t
6869,5,5,0.6249,0.0,0.6901,0.0,0.45333333333333337,0.12666666666666668,0.45333333333333337,-0.6249,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,Our flight over the Alaskan range was awesome.,Probably should have paid extra to land on the glacier but not everyone in my group wanted
6870,5,5,0.6249,0.5719,0.6249,0.4404,0.16666666666666669,0.07333333333333333,0.56,-0.05300000000000005,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Great flight around Denali seeing all of the glaciers and how they have carved out the sur,He also give an excellent suggestion of were to eat lunch.
6871,5,4,0.4019,0.743,0.7717,0.3182,0.09333333333333334,0.11333333333333334,0.13333333333333333,0.3411,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Our flight-seeing over Denali was definitely one of the highlights of our trip to Alaska.,Landing on a glacier and spending a few moments to appreciate the majesty was also definit
6872,5,5,0.6115,0.5106,0.9118,0.0,0.12666666666666668,0.020000000000000004,0.5133333333333334,-0.10089999999999999,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,My brother and I booked a flight tour with glacier landing through K2 and we were extremel,with total confidence.
6873,5,11,0.0,0.3384,0.7506,0.0,0.04666666666666667,0.02666666666666667,0.43333333333333335,0.3384,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,We took our 6 year old son.,Very well run business.
6874,5,4,0.5994,0.7172,0.91,0.3612,0.16666666666666669,0.10666666666666667,0.52,0.1177999999999999,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We did the Denali experience with a landing on the Eldridge Glacier and I can confidently ,The pilot was knowledgeable and made us feel very safe and I would highly recommend this t
6875,5,9,0.6249,0.3612,0.6249,0.0,0.04000000000000001,0.07333333333333333,0.46,-0.2637,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Great experience with K-2 Aviation.,I would recommend doing it in Talkeetna rather than while in Denali.
6876,5,10,0.0,0.474,0.7263,0.0,0.12666666666666668,0.32666666666666666,0.6533333333333333,0.474,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,This was a bucket-list flight for my husband and me and the centerpiece of our trip/cruise,"As a result, we would highly recommend K-2 flights to anyone considering a flight-seeing t"
6877,5,9,-0.1779,0.9231,0.9231,-0.1779,0.19333333333333336,0.02666666666666667,0.5466666666666666,1.101,Arc 1: Fear-to-Awe Rescued Arc (Q2 -> Q1),Q2_Fear,Q1_Awe,Recent rain and lingering overcast made flight doubtful as our scheduled 3:00 pm flight ap,"Great pilot, great company, great time."
6878,5,5,0.5106,0.4754,0.5106,0.0,0.06666666666666667,0.14666666666666667,0.14666666666666667,-0.035200000000000065,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We enjoyed our flight tour and glacier landing very much.,They were very helpful in coordinating our shuttle back and forth and working with us to r
6879,5,7,0.6784,0.0,0.6784,0.0,0.21333333333333335,0.03333333333333333,0.6133333333333333,-0.6784,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,Wonderful pilot!!!,"Denali with the ""Summit Tour""."
6880,5,9,0.0,0.7621,0.7621,0.0,0.26,0.25333333333333335,0.26,0.7621,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,K2 gave us the most incredible tour of Denali!,"Very memorable, great photos, not to be missed!"
6881,5,5,0.8268,0.8126,0.8268,-0.5277,0.08666666666666667,0.13999999999999999,0.18000000000000002,-0.01419999999999999,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,The K2 Aviation management provides a very safe experience and commitment to satisfaction.,"We missed not seeing ""the mountain,"" but felt it appropriate to write a review because of "
6882,5,4,0.5994,0.8779,0.8779,0.0,0.04000000000000001,0.08666666666666667,0.09333333333333334,0.27849999999999997,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We loved landing on this glacier.,We were happy to land safely and enjoy a stroll on the glacier.
6883,5,2,0.8439,0.5106,0.8439,0.5106,0.6666666666666667,0.07333333333333333,0.6666666666666667,-0.33329999999999993,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We had a wonderful time and the pilot was awesome!,He is commemorated in our pictures and we enjoyed his company.
6884,5,8,0.5709,0.6369,0.7717,0.0,0.05333333333333334,0.16000000000000003,0.8800000000000001,0.06600000000000006,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We had an absolutely fabulous time with K2.,"Sleep in your car if you have to to make room in your budget, hands down the best thing we"
6885,5,7,0.3578,0.6696,0.6696,0.0,0.24666666666666667,0.26666666666666666,0.4733333333333334,0.31179999999999997,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Although pricey, it is worth EVERY penny!!",One of the best sightseeing tours we have ever taken!
6886,5,3,0.5719,0.0,0.7841,0.0,0.0,0.10666666666666667,0.13333333333333333,-0.5719,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,My wife and I did the full Denali circuit and had a wonderful smooth experience.,K2 has a sterling reputation in the local FAA world and we found out firsthand why.
6887,4,4,0.25,0.5563,0.836,0.25,0.11333333333333334,0.13333333333333333,0.13333333333333333,0.3063,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Originally I was scheduled for the 9:00am Grand Denali tour but mother nature had other pl,Our pilot was willing to answer any questions we had and it was a once in a lifetime exper
6888,5,5,0.8316,0.0,0.8316,0.0,0.06666666666666667,0.04666666666666667,0.31333333333333335,-0.8316,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"Breath taking, pilot was fantastic, best part of our vacation.",Did not have a room only flight.
6889,5,15,0.0,0.5256,0.9183,-0.4215,0.11333333333333334,0.03333333333333333,0.7,0.5256,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,I arranged a flight to Mt McKinley (now called Denali) with a glacier landing for 25th Jul,Very impressed with these guys.
6890,5,6,0.34,-0.2755,0.9274,-0.6249,0.06666666666666667,0.04666666666666667,0.16000000000000003,-0.6155,Arc 3: Expectation Disappointment Arc (Q1 -> Q3),Q1_Awe,Q3_Disappointment,This was the highlight of our land/sea Alaska trip.,Can't recommend this outfit highly enough.
6891,5,3,0.34,0.8266,0.8266,0.34,0.08000000000000002,0.06666666666666667,0.12,0.4866,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We spent 2 weeks in Alaska - this was the highlight of the trip.,"This was expensive, but well worth it - I highly recommend it."
6892,4,2,0.6588,0.2944,0.6588,0.2944,0.3066666666666667,0.020000000000000004,0.3066666666666667,-0.36440000000000006,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Great tour..sights never able to see any other way..highly recommend..must see when in Ala,Totally worth it...
6893,5,6,0.0,0.3612,0.5256,-0.4019,0.12666666666666668,0.1,0.12666666666666668,0.3612,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,My husband and I had contracted to take a flight for sightseeing with this company and sen,We will recommend this company to anyone we know that is going to be traveling in this are
6894,5,4,0.0,0.4576,0.4576,0.0,0.020000000000000004,0.11333333333333334,0.12,0.4576,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,Flights around Mt.,"Since K2 Aviation is the only airline with the permission to land there, this is a really "
6895,5,2,0.7351,0.0,0.7351,0.0,0.05333333333333334,0.07333333333333333,0.07333333333333333,-0.7351,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,To fly among such grandeur was awe inspiring.,And to do so in such an ancient British aircraft doubly so.
6896,4,3,0.5994,0.0,0.5994,-0.4767,0.03333333333333333,0.006666666666666667,0.09333333333333334,-0.5994,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,Loved the scenery despite the weather.,Denail.
6897,4,4,0.6679,0.5106,0.6679,0.2023,0.24666666666666667,0.013333333333333334,0.24666666666666667,-0.1573,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,definitely worth doing once in your life!!!,enjoyed this
6898,5,4,0.7964,0.0,0.7964,-0.5423,0.06,0.03333333333333333,0.11333333333333334,-0.7964,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,From start to finish this was a great attraction.,We would do this again.
6899,5,4,0.6249,0.0,0.743,0.0,0.06666666666666667,0.06,0.12,-0.6249,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,Everything from booking the flight to the actual flight itself was great.,Next time I'd go for the glacier landing.
6900,5,4,0.5093,0.0,0.7644,0.0,0.4266666666666667,0.21333333333333335,0.4266666666666667,-0.5093,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,We took the glacier landing flight w our 20+ year old kids and our 80+ year old grand folk,Priceless memories!
6901,5,2,0.8655,0.8057,0.8655,0.8057,0.24666666666666667,0.6933333333333334,0.6933333333333334,-0.059800000000000075,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We had the best pilot and the best narration!,What an amazing adventure to land on a glacier and walk out and experience it!!!!!!!
6902,5,6,0.5574,0.0,0.765,0.0,0.04000000000000001,0.02666666666666667,0.08666666666666667,-0.5574,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,The guys at K2 were fantastic.,We had a blast.
6903,4,6,0.0,0.6249,0.8271,-0.5994,0.04000000000000001,0.41333333333333333,0.41333333333333333,0.6249,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,They were there waiting for us.,Awesome experience.
6904,5,8,0.0,0.0,0.6437,0.0,0.13333333333333333,0.24666666666666667,0.24666666666666667,0.0,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,I think this is a new tour for K2 this year and they might be the only operator who offers,Just an exceptional tour and incredible experience!!
6905,4,4,-0.09,0.2023,0.5719,-0.09,0.04666666666666667,0.09333333333333334,0.09333333333333334,0.2923,Arc 1: Fear-to-Awe Rescued Arc (Q2 -> Q1),Q2_Fear,Q1_Awe,Had beautiful but cloudy day- no Denali.,Hike was all to short and may been limited by capabilities of flight party.
6906,5,5,0.0,0.34,0.5859,0.0,0.1,0.06666666666666667,0.1,0.34,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,"If your in Alaska, and do nothing else, take this flight around or above Denali.",It was the highlight of our 3 weeks in Alaska.
6907,5,3,0.6249,0.0,0.6597,0.0,0.04000000000000001,0.08666666666666667,0.08666666666666667,-0.6249,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,A great experience flying about Denali.,Would go back for a second tour on our next trip to Alaska.
6908,5,8,0.0,0.765,0.855,0.0,0.10666666666666667,0.13333333333333333,0.30000000000000004,0.765,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,"Sort of on the spur of the moment, we decided to take a Denali flight with K2 Aviation.","Lastly, I hope that this photograph is able to come through for your viewing pleasure:

ht"
6909,5,3,0.5994,0.8126,0.8126,-0.2755,0.12666666666666668,0.08000000000000002,0.12666666666666668,0.21319999999999995,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,The was my first time to Alaska and the friends I stayed recommended this experience since,The views were beautiful and I was in told amazement the entire flight.
6910,5,3,0.5994,0.0,0.5994,0.0,0.06,0.03333333333333333,0.06,-0.5994,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,Our family loved our Ruth Glacier trip with our pilot Chip.,It was an exceptional experience.
6912,5,9,0.0,0.3612,0.8271,0.0,0.08666666666666667,0.06666666666666667,0.22000000000000003,0.3612,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,My family and I flew with K2 out of Talkeetna in July 2016.,This was the crown jewel in our trip yo Alaska.
6913,5,3,0.6249,0.2023,0.6249,0.0,0.02666666666666667,0.09333333333333334,0.09333333333333334,-0.4226,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,The flight was great.,My wife rode in the copilot seat...every part of the experience was top notch.
6914,5,14,0.5719,0.5574,0.836,0.0,0.06666666666666667,0.04666666666666667,0.5266666666666667,-0.014499999999999957,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"If you have a chance to go, definitely do it.",Still definitely worth every minute of it.
6915,5,2,0.4201,0.6249,0.6249,0.4201,0.9133333333333333,0.5066666666666667,0.9133333333333333,0.20480000000000004,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Although I was skeptical (and scared) about flying in a small plane, I had the most amazin","The pilot was great and knowledgeable about the area, and of course the views were phenome"
6916,5,3,0.0,0.0,0.4753,0.0,0.24666666666666667,0.12666666666666668,0.26666666666666666,0.0,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,Overcast day with a hint of sun!,"With his expertise, I now have a new perspective of these mountains and Denali, which did "
6917,5,7,0.8176,0.3612,0.8176,0.0,0.05333333333333334,0.05333333333333334,0.42000000000000004,-0.4564,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Wow, visited the wonderful town of Talkeetna, AK.",Thank you K2 you made this an unforgettable experience.
6918,5,7,0.1139,0.5413,0.5413,0.0,0.04666666666666667,0.1,0.48000000000000004,0.4274,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,This is a tour you cannot miss.,Entire staff very friendly even though they were very busy due to the weather on the mount
6920,5,5,0.4588,0.0,0.4939,0.0,0.1,0.06666666666666667,0.1,-0.4588,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,We decided to do the glacier landing excursion at the last minute and we were glad we did.,This was an excursion we will talk about for years.
6921,5,3,0.5719,0.3284,0.7506,0.3284,0.15333333333333335,0.16666666666666669,0.16666666666666669,-0.24349999999999994,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We have never done a small plane before and were blown away by the view our Pilot brought ,"I do recommend that you take some air sickness med, it gets very warm in the plain on the "
6922,5,2,0.875,0.6361,0.875,0.6361,0.48000000000000004,0.11333333333333334,0.48000000000000004,-0.2389,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,The crew at K2 are amazing and make the whole experience easy and fun.,"If you can plan to go when the sun is out, the trip is just that much more magnificent."
6923,5,7,0.0,0.0,0.7778,0.0,0.22000000000000003,0.03333333333333333,0.31333333333333335,0.0,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,Bucket List Extreme!!,It took my breath away.
6924,5,5,0.5106,0.4201,0.6705,0.0,0.04666666666666667,0.013333333333333334,0.42000000000000004,-0.09050000000000008,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We enjoyed every minute of our tour.,Highly recommend.
6925,5,4,0.5719,0.0,0.6249,0.0,0.04666666666666667,0.23333333333333334,0.23333333333333334,-0.5719,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,The weather was perfect for mountain viewing.,He was even taking pictures!
6926,5,2,0.6486,0.8999,0.8999,0.6486,0.16000000000000003,0.33999999999999997,0.33999999999999997,0.2513000000000001,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"While we did not get yo land on a glacier because of weather conditions, this has truly be","Beautiful fly by's of the glaciers, lots of wonderful information and a terrific pilot nam"
6927,5,5,0.6249,0.4497,0.6249,0.0,0.03333333333333333,0.08000000000000002,0.22666666666666668,-0.17520000000000002,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Our pilot, Chip, was great.",We've traveled many places but this was the coolest adventure yet.
6928,5,2,0.0,0.6955,0.6955,0.0,0.08000000000000002,0.07333333333333333,0.08000000000000002,0.6955,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,"This is a ""must"" if you are going to be in Alaska.","We were hesitate to spend the money, but so glad we did."
6929,5,2,0.8743,0.4201,0.8743,0.4201,0.3066666666666667,0.013333333333333334,0.3066666666666667,-0.4542,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Our pilot was fabulous and even gave us an extra tour because the weather was so beautiful,Highly recommend.
6930,5,4,0.5574,0.2263,0.8313,0.2263,0.06,0.04000000000000001,0.4733333333333334,-0.3311,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,The flight to Denali and the glacier landing was fantastic.,The trip was worth every dollar.
6931,5,3,0.5423,0.8765,0.8765,0.5423,0.48000000000000004,0.5066666666666667,0.5066666666666667,0.33419999999999994,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Amazing, we added the glacier stop and it was worth every penny.",I had been in the park many times but seeing Denali from above was truly amazing.
6932,4,5,0.4927,0.0,0.8122,-0.7096,0.1,0.08000000000000002,0.5466666666666666,-0.4927,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,We had a very enjoyable flight-seeing tour of Denali and the surrounding mountains and gla,"I would fly with K2 Aviation again, when the mountains are out."
6933,5,5,0.0,0.474,0.92,0.0,0.40666666666666673,0.2733333333333333,0.6200000000000001,0.474,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,"My husband and I took a flight with K2 Avation from Talkeetna into, around and through the",We would highly recommend a flight with K2 and from Talkeetna!
6934,5,11,0.2732,0.0,0.872,0.0,0.12666666666666668,0.1,0.26666666666666666,-0.2732,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,We are long time Alaskans and have viewed Denali from the air as well as the road system o,K2 Aviation is professional from reservation to landing and they know how to do it right.
6935,5,5,0.7351,0.5696,0.807,-0.5423,0.5,0.22666666666666668,0.5,-0.16549999999999998,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Flying over Denali with K2 Aviation was the highlight of our amazing trip to Alaska.,Landing on glacier thrilling!!
6936,5,10,0.5574,0.3612,0.8999,0.0,0.006666666666666667,0.013333333333333334,0.12666666666666668,-0.19619999999999999,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Fantastic.,Thank you.
6938,5,5,0.6476,0.4404,0.8168,-0.1818,0.21333333333333335,0.02666666666666667,0.6866666666666668,-0.20719999999999994,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Outstanding flight!,Thanks again K2 Aviation.
6939,5,2,0.5574,0.9286,0.9286,0.5574,0.15333333333333335,0.7133333333333334,0.7133333333333334,0.3712,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"K2 Aviation was fantastic, as we had a group of 8 - 4 kids ages 7 the 12 and my parents wh","We all enjoyed the trip, the staff was super friendly, our pilot very informative and the "
6940,5,4,-0.457,0.8074,0.8313,-0.457,0.24666666666666667,0.04666666666666667,0.5,1.2644,Arc 1: Fear-to-Awe Rescued Arc (Q2 -> Q1),Q2_Fear,Q1_Awe,We couldn't have had better weather!!,Definitely recommend to our friends and family.
6941,5,9,0.0,0.4404,0.6908,-0.1027,0.08666666666666667,0.013333333333333334,0.30000000000000004,0.4404,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,Our early morning flight over Denali had been highly anticipated for many weeks.,Thanks K2.
6942,5,4,0.8316,0.4576,0.8316,0.4576,0.03333333333333333,0.06,0.10666666666666667,-0.374,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Great flight, wonderful pilot/guide.",Walking on the glacier was really a special experience.
6943,5,3,0.0,0.9233,0.9233,0.0,0.026666666666666672,0.15333333333333335,0.15333333333333335,0.9233,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,"Our pilot, Brian, gave us a smooth trip out to a lake on a float plane, and then we had a ","I could tell that everyone we met absolutely loved what they were doing, and really care a"
6944,5,24,0.0,0.0,0.9387,-0.5994,0.08666666666666667,0.013333333333333334,0.3066666666666667,0.0,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,"We drove from anchorage to Talkeetna  zi suggest the ""Train"" drive is long...","Regards 
PK"
6945,5,3,0.7424,0.8398,0.8398,0.0,0.24000000000000002,0.3066666666666667,0.3066666666666667,0.09740000000000004,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,The staff was friendly and helpful!,"Our pilot was well informed, answered all of our questions and gave us a safe and wonderfu"
6946,5,5,0.5719,0.6249,0.6486,0.0,0.08666666666666667,0.04000000000000001,0.10666666666666667,0.05300000000000005,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,I had an excellent experience flying around Denali and surrounding mountains with K2.,Our pilot was a great guide.
6947,5,4,0.0,0.6124,0.6249,0.0,0.10666666666666667,0.03333333333333333,0.10666666666666667,0.6124,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,"Having been to Alaska before, you do not get to pick your weather, especially for viewing ",We took some outstanding photos.
6948,5,11,0.9332,0.5859,0.9332,-0.128,0.16666666666666669,0.013333333333333334,0.16666666666666669,-0.34730000000000005,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,I'm older (60s) my friend is OLDER (72) and yet we really wanted to go--K2 has great staff,The beauty.
6949,5,17,0.0,0.3903,0.6884,-0.4939,0.06666666666666667,0.24000000000000002,0.24000000000000002,0.3903,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,This activity was not on our list of planned tours.,"It was a splurge, but worth it!"
6950,5,4,0.7841,0.3338,0.7841,0.3338,0.10666666666666667,0.020000000000000004,0.32,-0.45030000000000003,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Thanks to K2 and pilot Chris, our evening flight and landing could not have been more perf",Very highly recommended.
6951,5,3,0.6588,0.6114,0.9062,0.6114,0.6733333333333333,0.26666666666666666,0.6733333333333333,-0.0474,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Chris was our pilot and what an awesome job he did!,We had the perfect day for a flight around Denali!
6952,5,9,0.4926,0.6616,0.905,-0.3412,0.31333333333333335,0.3466666666666667,0.3666666666666667,0.16899999999999998,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,My husband and I participated in the glacier landing flight and it was truly a once in a l,If you are going to be in Alaska I highly recommend making this a part of your trip - you 
6953,5,7,0.6369,0.8016,0.8405,-0.2382,0.06,0.29333333333333333,0.5,0.16469999999999996,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,One of the best parts of my trip to Alaska.,"And definitely do the glacier landing, it is the best part by far of the experience!"
6954,5,6,0.4574,0.0,0.9231,0.0,0.24000000000000002,0.10666666666666667,0.3066666666666667,-0.4574,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,Definitely the pinnacle of our trip!,"Our pilot, Chris if I remember correctly, was very knowledgeable about the glaciers, the m"
6955,5,10,0.474,0.6696,0.6696,0.0,0.21333333333333335,0.22666666666666668,0.6266666666666667,0.1956,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,HIGHLY RECOMMEND!,YOU WILL LOVE IT!
6956,5,5,0.0,0.0,0.8271,0.0,0.1,0.14666666666666667,0.4866666666666667,0.0,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,This was my second time doing a flightsee of Denali and landing on the glacier.,"While the trip isn't cheap, I will continue to do it periodically in the future because I "
6957,5,6,0.6971,0.0,0.7178,0.0,0.13333333333333333,0.2733333333333333,0.2733333333333333,-0.6971,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"If you are lucky enough to flightsee Denali when the mountain is ""out"" it's an adventure y",I would do this again with K2 Aviation in a heartbeat!
6958,5,8,0.5859,0.0,0.8055,0.0,0.26666666666666666,0.22666666666666668,0.26666666666666666,-0.5859,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"How often do you get to fly around north Americas tallest mountain, with you knowledgable ",We'll be back!
