word,count,mean_rating,mean_polarity,category
prepared,142,4.774647887323944,0.934242957746479,ANTICIPATION
flexibility,43,4.8604651162790695,0.9248999999999999,CATE
confidence,110,4.954545454545454,0.9255090909090908,FEAR
inspired,20,5.0,0.9587200000000001,JOY
glory,79,4.987341772151899,0.9468708860759494,JOY
elevation,22,4.7272727272727275,0.9379090909090909,FEAR
blessed,134,4.970149253731344,0.9653126865671642,JOY
haze,15,4.666666666666667,0.8454466666666666,FEAR
break,73,4.794520547945205,0.9344342465753425,SURPRISE
perfection,20,4.95,0.9141199999999999,JOY
explain,116,4.663793103448276,0.8279568965517242,TRUST
expecting,70,4.514285714285714,0.9048357142857142,ANTICIPATION
pride,76,4.907894736842105,0.9315065789473688,JOY
capture,81,4.839506172839506,0.8979246913580247,CATE
honeymoon,181,5.0,0.9474519337016576,JOY
bang,32,4.84375,0.8418218749999999,ANGER
constantly,57,4.859649122807017,0.8995684210526316,TRUST
amazingly,65,4.969230769230769,0.9346076923076924,JOY
general,83,4.674698795180723,0.8754927710843373,TRUST
exquisite,22,5.0,0.9175545454545456,JOY
accomplished,20,4.95,0.9391450000000001,JOY
marvel,20,4.95,0.9701000000000001,SURPRISE
fleet,21,4.666666666666667,0.8667904761904762,CATE
skip,60,4.816666666666666,0.8990866666666666,CATE
mistake,28,4.142857142857143,0.6206785714285715,SADNESS
gorge,158,4.987341772151899,0.9068512658227849,DISGUST
expedition,26,4.846153846153846,0.8994615384615384,ANTICIPATION
lush,56,4.982142857142857,0.9570732142857142,DISGUST
system,56,4.517857142857143,0.8925214285714286,TRUST
lounge,15,4.8,0.8400799999999999,CATE
dangerous,25,4.12,0.7151479999999999,FEAR
rugged,50,4.94,0.9063019999999998,CATE
fellow,40,4.725,0.9488225,TRUST
heavenly,18,5.0,0.9646111111111111,JOY
angel,62,4.82258064516129,0.926291935483871,JOY
feature,21,4.9523809523809526,0.9319952380952381,CATE
dank,15,5.0,-0.7374666666666667,DISGUST
prepare,40,4.875,0.9269999999999999,ANTICIPATION
wealth,92,4.956521739130435,0.9499652173913045,JOY
attempt,38,4.421052631578948,0.7857394736842105,ANTICIPATION
march,60,4.916666666666667,0.9215216666666667,CATE
thrilling,145,4.958620689655173,0.9251910344827585,JOY
ultimately,28,4.535714285714286,0.8551821428571428,ANTICIPATION
trust,73,4.767123287671233,0.8708342465753425,TRUST
uncertain,16,5.0,0.956275,ANGER
passion,61,5.0,0.9408590163934426,JOY
promise,26,4.730769230769231,0.8837807692307691,JOY
budget,79,4.7594936708860756,0.8087620253164557,TRUST
create,24,4.916666666666667,0.8858666666666665,JOY
upset,23,3.4782608695652173,0.6669173913043478,ANGER
crazy,50,4.76,0.898538,ANGER
witness,19,5.0,0.9443,TRUST
inform,27,3.5925925925925926,0.629462962962963,TRUST
prop,30,4.933333333333334,0.9545466666666668,CATE
reason,157,4.350318471337579,0.7857248407643312,CATE
responsive,40,4.875,0.88773,ANTICIPATION
offering,78,4.717948717948718,0.9084820512820514,TRUST
gear,44,4.75,0.9220863636363634,CATE
adventurous,39,4.846153846153846,0.9487948717948718,CATE
generous,34,4.911764705882353,0.9582588235294116,JOY
excitement,60,4.983333333333333,0.9494299999999999,JOY
steady,47,4.9361702127659575,0.9488063829787236,SURPRISE
jump,28,4.964285714285714,0.9465857142857145,JOY
pop,31,4.774193548387097,0.8874709677419355,SURPRISE
superior,42,4.904761904761905,0.8888619047619047,CATE
leery,16,4.9375,0.8537,SURPRISE
warned,46,4.760869565217392,0.8769978260869565,FEAR
waterproof,15,5.0,0.9124133333333333,CATE
taught,35,5.0,0.9621914285714285,TRUST
contact,108,4.601851851851852,0.8331296296296297,CATE
questionable,19,4.842105263157895,0.8409052631578947,DISGUST
lose,18,4.611111111111111,0.7447277777777779,ANGER
disappointment,51,4.0,0.5190901960784314,DISGUST
status,16,4.75,0.681875,CATE
gun,17,4.9411764705882355,0.8395235294117648,ANGER
cash,24,4.458333333333333,0.8242750000000001,ANGER
guess,82,4.353658536585366,0.812460975609756,SURPRISE
ruin,25,4.32,0.7032160000000001,FEAR
attraction,73,4.780821917808219,0.9139849315068493,CATE
hanging,30,4.666666666666667,0.8462866666666665,ANGER
ability,77,4.805194805194805,0.8862597402597405,CATE
challenge,18,4.5,0.9546833333333333,ANGER
assistance,15,5.0,0.9239533333333335,CATE
joined,37,4.918918918918919,0.8869297297297297,CATE
dependent,28,4.5,0.8648999999999999,TRUST
bank,26,4.230769230769231,0.721426923076923,TRUST
insane,18,4.666666666666667,0.7899499999999999,ANGER
princess,72,4.722222222222222,0.8964527777777778,CATE
track,33,4.636363636363637,0.8432151515151515,ANTICIPATION
immense,21,5.0,0.9401952380952379,CATE
concerned,151,4.814569536423841,0.8628304635761589,FEAR
wise,38,4.894736842105263,0.9382447368421051,CATE
tired,20,4.5,0.712285,CATE
shopping,48,4.916666666666667,0.9288958333333334,JOY
boy,81,4.950617283950617,0.9348382716049384,DISGUST
spur,18,4.944444444444445,0.8516777777777778,FEAR
manage,22,4.363636363636363,0.8320454545454545,TRUST
celebration,30,4.833333333333333,0.8801033333333336,JOY
entertained,60,4.95,0.9515083333333334,JOY
child,48,4.833333333333333,0.8786999999999999,JOY
shape,32,4.6875,0.897809375,CATE
force,21,5.0,0.944347619047619,ANGER
hurt,15,4.933333333333334,0.7496533333333334,ANGER
splendor,31,4.967741935483871,0.9623516129032259,JOY
rear,34,4.529411764705882,0.8637029411764706,CATE
strip,72,4.680555555555555,0.8701888888888888,SADNESS
lava,37,4.918918918918919,0.8275783783783783,ANGER
aloha,128,4.953125,0.9127187499999999,JOY
praise,15,4.933333333333334,0.8951066666666667,JOY
enthusiasm,52,4.923076923076923,0.9560807692307692,JOY
unexpected,50,4.9,0.902664,FEAR
splendid,16,4.9375,0.87188125,JOY
volcano,106,4.933962264150943,0.908832075471698,FEAR
refreshing,21,4.904761904761905,0.9471619047619049,CATE
valuable,18,4.555555555555555,0.9170444444444443,CATE
accurate,29,4.517241379310345,0.803103448275862,TRUST
instructor,122,4.934426229508197,0.9408631147540983,ANTICIPATION
grandchildren,15,5.0,0.7344266666666667,JOY
lesson,77,4.896103896103896,0.9101999999999999,ANTICIPATION
agriculture,41,4.951219512195122,0.8939780487804877,CATE
breakfast,79,4.746835443037975,0.9249075949367089,CATE
celebrating,31,4.870967741935484,0.9140322580645162,JOY
celebrated,25,5.0,0.9384599999999998,JOY
stellar,29,4.793103448275862,0.8024275862068966,CATE
glare,40,4.8,0.9425474999999999,ANGER
cherry,21,4.761904761904762,0.8593000000000001,CATE
instruction,50,4.86,0.93047,TRUST
partner,63,4.809523809523809,0.8002634920634921,CATE
count,23,4.695652173913044,0.8643173913043477,TRUST
tree,28,4.714285714285714,0.896632142857143,ANGER
overwhelmed,17,5.0,0.9414235294117648,SADNESS
whim,21,5.0,0.8730380952380953,JOY
annoying,16,4.125,0.69469375,ANGER
discovery,40,4.8,0.9382550000000001,CATE
welcomed,92,4.989130434782608,0.9611086956521738,JOY
greeting,34,5.0,0.9681647058823529,SURPRISE
worthy,20,4.75,0.9215649999999999,TRUST
versus,22,4.909090909090909,0.8942545454545455,ANGER
ship,403,4.791563275434243,0.8697751861042184,ANTICIPATION
spirit,87,4.839080459770115,0.8432827586206897,CATE
cliff,40,4.95,0.8929825000000001,FEAR
pressure,30,4.933333333333334,0.8844933333333332,CATE
account,18,4.388888888888889,0.7603388888888889,TRUST
genuine,53,4.943396226415095,0.9252396226415096,TRUST
secret,19,5.0,0.9352315789473685,TRUST
degree,45,4.622222222222222,0.8218711111111111,CATE
adorable,15,5.0,0.9691333333333335,JOY
marvelous,43,4.953488372093023,0.9293488372093023,JOY
amusing,20,4.95,0.92818,JOY
success,18,4.777777777777778,0.9469,JOY
secluded,20,4.85,0.9368450000000001,SADNESS
decent,42,4.309523809523809,0.8367785714285713,CATE
shortly,34,4.470588235294118,0.8971058823529412,ANTICIPATION
assure,15,4.4,0.8383333333333335,TRUST
proper,23,4.521739130434782,0.7797217391304347,CATE
wonderfully,40,4.975,0.9380575,JOY
coach,36,4.75,0.8807916666666668,TRUST
celebrity,27,4.518518518518518,0.9544592592592592,ANGER
visitor,52,4.865384615384615,0.8804442307692307,JOY
art,23,4.869565217391305,0.4637130434782608,SADNESS
effective,19,5.0,0.9601631578947369,TRUST
ancient,17,4.882352941176471,0.9548882352941177,CATE
goodness,27,4.962962962962963,0.9392629629629629,JOY
hilarious,15,5.0,0.9217733333333332,JOY
model,15,4.066666666666666,0.7175533333333333,CATE
halfway,25,4.44,0.759084,CATE
missing,43,4.72093023255814,0.8380069767441859,FEAR
giant,21,5.0,0.937842857142857,FEAR
zip,15,4.866666666666666,0.7419,CATE
action,25,4.76,0.8577480000000002,CATE
leisurely,18,4.944444444444445,0.9603166666666666,CATE
soak,23,4.956521739130435,0.9749521739130437,CATE
dark,43,4.488372093023256,0.8564116279069767,SADNESS
monument,110,4.872727272727273,0.9005327272727272,CATE
docked,32,4.375,0.677946875,CATE
difficulty,16,4.5625,0.8075749999999999,ANGER
danger,16,4.6875,0.773325,FEAR
forecast,40,4.725,0.89451,ANTICIPATION
cove,51,4.882352941176471,0.9160156862745097,DISGUST
harry,302,4.940397350993377,0.9099019867549668,ANGER
ruined,18,2.9444444444444446,0.3212722222222222,ANGER
broken,15,4.466666666666667,0.7841999999999999,ANGER
veteran,17,4.882352941176471,0.9306882352941176,TRUST
female,18,4.777777777777778,0.9130222222222222,CATE
grab,23,4.826086956521739,0.8745608695652173,ANGER
crash,23,4.478260869565218,0.5416391304347826,FEAR
impression,38,4.526315789473684,0.794971052631579,CATE
witty,18,4.944444444444445,0.8693222222222222,JOY
smell,16,4.0625,0.6338312500000001,ANGER
discomfort,17,4.411764705882353,0.6438294117647059,SADNESS
handy,17,4.9411764705882355,0.9233235294117647,CATE
smith,25,5.0,0.824856,TRUST
balanced,15,4.8,0.8780666666666666,CATE
convinced,29,4.827586206896552,0.9670689655172414,TRUST
store,82,4.902439024390244,0.8798756097560976,ANTICIPATION
humorous,37,4.945945945945946,0.9611837837837836,JOY
shame,24,4.166666666666667,0.7135291666666667,DISGUST
silly,15,4.933333333333334,0.9200933333333334,JOY
wit,16,4.875,0.9102187500000001,CATE
tomorrow,25,4.4,0.733936,ANTICIPATION
towering,21,4.9523809523809526,0.9524523809523808,FEAR
cramped,26,4.538461538461538,0.7331615384615383,CATE
spoil,22,4.7727272727272725,0.7986272727272727,DISGUST
belt,18,4.222222222222222,0.7807444444444445,ANGER
anxious,33,4.636363636363637,0.8033151515151515,FEAR
management,16,3.8125,0.7420249999999999,TRUST
reluctant,17,4.764705882352941,0.7846588235294117,FEAR
bargain,25,5.0,0.9431479999999999,TRUST
savings,21,4.9523809523809526,0.9487523809523808,CATE
stomach,57,4.754385964912281,0.8880789473684212,DISGUST
granted,20,4.8,0.8328099999999999,CATE
unpredictable,34,4.823529411764706,0.9320235294117647,SURPRISE
spacious,40,4.875,0.9703499999999998,CATE
copy,18,4.944444444444445,0.904327777777778,CATE
confirmation,44,4.0,0.7679363636363635,TRUST
result,22,4.409090909090909,0.8386636363636364,ANTICIPATION
privileged,15,4.666666666666667,0.9582999999999998,JOY
bother,35,4.514285714285714,0.8376771428571428,CATE
suffer,17,4.9411764705882355,0.8210235294117647,CATE
tough,22,4.5,0.7239545454545454,SADNESS
comprehensive,24,4.958333333333333,0.9193124999999999,CATE
checklist,31,4.967741935483871,0.975483870967742,TRUST
shoot,23,4.869565217391305,0.9455173913043479,ANGER
sudden,15,4.933333333333334,0.8964266666666667,SURPRISE
fortune,19,4.947368421052632,0.9343789473684212,JOY
weigh,57,4.842105263157895,0.9735754385964911,ANTICIPATION
suddenly,20,4.95,0.9145099999999999,SURPRISE
eager,26,4.769230769230769,0.9567192307692308,JOY
comprehend,16,5.0,0.84175625,CATE
greater,39,4.82051282051282,0.845846153846154,CATE
cheerful,20,5.0,0.9818449999999999,JOY
depart,17,4.705882352941177,0.9624117647058824,SADNESS
caution,24,4.708333333333333,0.8556583333333334,ANGER
heartily,16,5.0,0.76444375,JOY
lesser,15,4.733333333333333,0.9052999999999999,DISGUST
luxury,17,4.470588235294118,0.7747176470588236,JOY
calf,16,4.9375,0.94513125,JOY
preparation,16,4.9375,0.9610875,ANTICIPATION
garden,114,4.956140350877193,0.922517543859649,JOY
anchor,18,4.888888888888889,0.9402111111111111,CATE
horse,20,4.65,0.92804,TRUST
hood,48,4.9375,0.9413520833333333,ANGER
