word,frequency,review_count,example_context,is_emotion,reason
shut,3,3,"review_57b73b29bbe868d4692cb554 :: Our original reservation fell during a cloudy evening, so the company advised delaying (without any fees) until the next morning.  It turned out to be the clearest day in weeks.  O...",True,sentiwordnet_score
spite,3,3,"review_d9560030ede7b0b8cadef1bc :: In spite of the seasonal fog bank over Labor Day, we had an amazing time flying over the San Francisco Bay sights in the second row seats of a spacious vintage de Havilland Beaver ...",True,wordnet_noun.feeling
struck,3,3,review_b0217b73fa2d49d7679ca1b5 :: We took the flight and I realized that I should have done this the first day of our vacation.  We waited a week for our relatives and they got the benefit of the overview that woul...,True,wordnet_verb.emotion
superbly,3,3,"review_bcedc98e43ad7edec05befa8 :: There isn't much to say here, except the experience was fantastic. Seeing the landscape from the air was breathtaking, and landing and taking off from the glacier was a hoot. Our p...",True,sentiwordnet_score
superlative,3,3,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri...",True,sentiwordnet_score
surcharge,3,3,"review_9d3eaa0a88e516a0261e52f8 :: We had originally thought about doing a helicopter trip of the Canyon, but several people who'd visited suggested the airplane tour was better. We decided to go for it and weren't ...",True,sentiwordnet_score
surface,3,3,"review_fad64ae50bf3442f53016b8f :: What better way to go view bears feeding than by float plane?!!!

Awesome experience flying in a float plane. We were all very tentative at the experience. Our pilot had a great se...",True,sentiwordnet_score
temperature,3,3,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the...",True,sentiwordnet_score
thrown,3,3,"review_ee08ab5484ab26a6606120d9 :: My family had a great time and our pilot, Makoa, did a great job of showing us the island sites with plenty of humor thrown in.  As a 30 year full time professional pilot myself I ...",True,sentiwordnet_score
treasure,3,3,"review_d9560030ede7b0b8cadef1bc :: In spite of the seasonal fog bank over Labor Day, we had an amazing time flying over the San Francisco Bay sights in the second row seats of a spacious vintage de Havilland Beaver ...",True,sentiwordnet_score
treatment,3,3,"review_1752117cc296685288d02ef3 :: Excellent pilot, great views, personal treatment, knowledgeable explanations about the area, would recommend to friends...",True,sentiwordnet_score
tune,3,3,"review_c602155441c88a5da2dca24a :: Company was referred to us by another, who could not accommodate plus size. These folks picked up up at Anchor Cove Mall (free shuttle from cruise ship), fast ride to airport. 
Eri...",True,sentiwordnet_score
wondering,3,3,"review_81b92c127ddb88bab681a2dd :: I do not have enough words to describe all the beauty and nature we saw on this flight. We were greeted with a friendly, Aloha and given the ground rules for the flight. Bruce our ...",True,sentiwordnet_score
worthy,3,3,"review_d38fb233c92c34b779e4871c :: Wow - what an experience! I had the opportunity to take two separate flights - one in their Cessna and one in their incredible cherry red biplane (the only one on the island). 

On...",True,sentiwordnet_score
accepted,2,2,"review_681ebe64c98f4b8a5b4c4097 :: Our flight last month (August 11) with Talkeetna Air Taxi was spectacular.

Starting with our making the reservation back in March, their friendly service made everything easy.  We...",True,sentiwordnet_score
action,2,2,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma...",True,sentiwordnet_score
affected,2,2,"review_0918b7cbf88b27b0eed5fe55 :: I had a very memorable flight with Ray on the stick and sights of a lifetime viewed out the window.  Both Jill & Ray were extremely friendly, informative and accommodating.  With R...",True,sentiwordnet_score
alligator,2,2,"review_322ce443ca5548046e11669c :: I met my husband in Miami at the end of his business trip and he surprised me with this excursion! The meet up for the Sea Plane is at the end of a gravel road near a marina, since...",True,sentiwordnet_score
ambassador,2,2,"review_ce49fa445a1b26840e4c46ba :: First of all, Captain Jack was a great ambassador for flying and the airline. Talked at length with him before and after the flight.  A comfortable, quiet, scenic flight that went ...",True,sentiwordnet_score
amusing,2,2,"review_c953e7d03bf994fca6d74d5d :: A helicopter trip is the best way to really appreciate the scale of the Grand Canyon and Maverick are a very professional outfit. Our pilot, Mike, was friendly, amusing, knowledgab...",True,sentiwordnet_score
apologetic,2,2,"review_8bf531e554f4eb9eb061f4ee :: We booked a Denali flight, and when we arrived in Talkeetna by Alaska Rail from Anchorage, the weather was so bad that they canceled it.  They were very professional and apologetic...",True,sentiwordnet_score
arduous,2,2,"review_92bcefde67c6a3e3f66ccd5e :: Lindsey picked me up from the Boulders.  She was enthusiastic with a wealth of information.  Meg one of the staff at Westwind was enthusiastic and accommodating.  

Brett was my pi...",True,sentiwordnet_score
asleep,2,2,review_93002c7973ba2bb5ce9edb94 :: My husband and I were desperate to take a flight over Kauai but were concerned we wouldn't be able to because of our children being so young (3yrs and 1yr). We stumbled across Wing...,True,sentiwordnet_score
astounding,2,2,review_bfd57d15a7e6de7e1824ebd8 :: The wife and I would rate this experience was one of our all time bests. Air Ventures is very professional and appreciative and treats everyone like royalty. We did a helicopter to...,True,sentiwordnet_score
awestruck,2,2,"review_f85c9d7aa58920de9855549a :: Our entire experience was fabulous!  From Austin, our shuttle driver who took great care of us and our backpacks to and from their site (and had us laughing with his jokes), to our...",True,sentiwordnet_score
band,2,2,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
banter,2,2,"review_27bb52d6d1dbe3a2faf0818b :: Of all the things we looked forward to on our Alaska trip, the floatplane tour was in the top 3, actually #1 on my husband's list.  Larry, our pilot, did not disappoint.  What a gr...",True,sentiwordnet_score
basis,2,2,review_a91649e461ea6aafe493a3fd :: Excellent tour. Beautiful and amazing scenery. Nicely organized. Great pilot who explained areas we flew over. He was very engaging and knowledgeable. Checked on how everyone was d...,True,sentiwordnet_score
benefited,2,2,"review_3c33ee8faefcf4b6e73c374c :: Flew with the owner, a PhD agronomist, and saw all of Kauai as can only be done from the air and benefited from his knowledge of the environment. Flew our adult family of four in t...",True,sentiwordnet_score
blade,2,2,"review_c503f060e1522d96b60e8dca :: In late Jan I took my wife on this tour for her BD. While I’ve spent numerous hours (military’s & law enforcement) aboard helicopters, she had never experienced it...
nor had she e...",True,sentiwordnet_score
bored,2,2,"review_4d633a6e3cc0d71124f97ed0 :: We had one day to visit the Grand Canyon with our young children (ages 4, 6, and 8).  The Adventure tour was well worth the money and was better than expected.  The plane ride, hel...",True,seed_match
boring,2,2,review_49633ea19835e23bf29d8eca :: Our round island flight was one of the highlights of our trip.  It was the perfect way to see the island and find out more about what we wanted to do and where we wanted to go.  I'...,True,seed_match
bounce,2,2,review_af6c769cd16b044c81ee438f :: My husband & I were visiting Kauai from New York.  We were extremely fortunate to fly in a comfortable but small plane to view the luscious island of Kauai.  When we arrived for ou...,True,sentiwordnet_score
breaking,2,2,"review_8bf531e554f4eb9eb061f4ee :: We booked a Denali flight, and when we arrived in Talkeetna by Alaska Rail from Anchorage, the weather was so bad that they canceled it.  They were very professional and apologetic...",True,sentiwordnet_score
breathe,2,2,review_08e50c6b29bfbf5809816875 :: This was an awesome tour! It was a cloudy afternoon when we went up. We got to see the top of Mt McKinley through the clouds.  We landed at a base camp because of the weather but i...,True,sentiwordnet_score
bummed,2,2,review_9fa767c0524e34fd96ef3ff4 :: Not a typical I loved it review. But I was very impressed with K2 and the way they run their business. We were booked for a glacier landing tour today but unfortunately the weather...,True,sentiwordnet_score
bummer,2,2,"review_f5388b1e976e59c78115bdce :: We came for a flight seeing tour of Denali but due to weather weren’t able to fly that day. I wish I had known to check my email on the morning of the trip, it would have saved me ...",True,sentiwordnet_score
calmed,2,2,review_63c95c18f52ebddff67df7b4 :: We had a wonderful experience flying with Chuck when we were in Ketchikan. He calmed our nerves and we could tell he was very experienced. His plane was absolutely perfect. He gave...,True,wordnet_verb.emotion
cap,2,2,"review_07e17837fa7e4f13eaff7217 :: If you're on a visit to San Francisco then a Seaplane Adventure is a definite must do. 
Situated about 30' minutes from central San Francisco (pre-booked Seaplane taxi pick-ups ava...",True,sentiwordnet_score
captivated,2,2,"review_53fcd6e518ab4f8fb6d54d7d :: Unforgettable!  Views stunning, excellent pilot. We were captivated by all of it...views of Denali and surrounding mountains, glaciers, moose, sheep, trumpet swans. Landing on glac...",True,wordnet_verb.emotion
captured,2,2,"review_e998df6ff2009a4d62092ba1 :: Wonderful!!  First timers and this was the trip if on a short time limit.  Pricey, but there’s a lot of logistics going on to get everything coordinated.  Perfect time of year to g...",True,wordnet_verb.emotion
careful,2,2,"review_ad3be441a07eb163529a3e97 :: My husband and I thoroughly enjoyed our flight. Kauai is a beautiful place, and Wings gave us the opportunity to see parts of the island that cannot be seen any other way. Marcus w...",True,seed_match
cautious,2,1,"review_e6e6ad5f5f25ebea48dbf0d8 :: We just got back from our Wings over Kauai tour with Captain Bruce. It was absolutely the highlight of our trip.  As an airline pilot myself, I am very cautious about safety, that ...",True,sentiwordnet_score
centre,2,2,review_1034e918af39e28f3ca778b4 :: this is a must when you are at this island we found this on this site.and were met of the ship by a very friendly young lady who drove us to the flight centre.(wok).we were very im...,True,sentiwordnet_score
challenge,2,2,"review_1a669aadab9ac6039b916058 :: This company is very well organized and its employees are professional and customer-focused. We took the 9:00 Arches-Canyonlands air tour, 50 minutes, in a beautiful Kodiak turbo-p...",True,sentiwordnet_score
champ,2,2,review_e70bb194b7931bd3577db447 :: Had an amazing time getting a closer look at Mount Hood and seeing the Columbia River Gorge from a birds eye view. I’m a travel nurse working in the Portland Oregon/Vancouver Washi...,True,sentiwordnet_score
character,2,2,"review_ccbf41fd973bf287ad08897f :: We had questionable weather with heavy clouds and some rain, Josh gave us the option to cancel but also gave us some knowledgeable insights about what to expect, noting the cloud d...",True,sentiwordnet_score
chop,2,2,review_b4cb30b33ca32dd0eb6d3276 :: Air Ventures is by far the best way to see all of Kauai. Because of the lack of road access to large portions of the island the only way to see those parts is by air or water. Forg...,True,sentiwordnet_score
clearest,2,2,"review_57b73b29bbe868d4692cb554 :: Our original reservation fell during a cloudy evening, so the company advised delaying (without any fees) until the next morning.  It turned out to be the clearest day in weeks.  O...",True,sentiwordnet_score
clinging,2,2,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven...",True,wordnet_verb.emotion
colorful,2,2,"review_a0ad9597bb79299d9b789aef :: We had a pleasant flight around the perimeter of Kauai and took lots of photos.  Due to the rain that day, there were too many clouds to fly safely into the interior.  Harry, our p...",True,affect_suffix
commended,2,2,"review_e4bf4fbe191d7bd5053d1937 :: The flight was above and beyond all that I expected. To land on a prestine lake, step out Ona small island and experience the peace and tranquility was outstanding. The staff are t...",True,sentiwordnet_score
commute,2,2,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl...",True,sentiwordnet_score
compliment,2,2,"review_6d89a83a7e6c40e34fc3fabb :: From start to finish, our flightseeing tour from Talkeetna to Mt. McKinley, landing on Ruth Glacier was jaw-droppingly wonderful. I've lived in Alaska for almost 40 years and thoug...",True,sentiwordnet_score
controlled,2,2,review_e0d4177111a512725ecee24d :: I have to share my experience this morning. I took my Very First Flight Ever a couple of hours ago and did it through RedTail Aviation in a 6 person plane. I was so nervous before ...,True,wordnet_verb.emotion
cordial,2,2,"review_a6425ff1171e21e3392aa88c :: The personnel at Air Ventures cordial, helpful and polite.  I would recommend their services to anyone wanting to get a great aerial view of the Island of Kawaii.

Our pilot, rob, ...",True,sentiwordnet_score
correspondence,2,2,review_05e32fdd6b2dc8a14a9c923d :: What an amazing experience! From correspondence with Envi before booking (super helpful!) through to the welcome on arrival and fantastic pilot skills of Davis we had an incredible...,True,sentiwordnet_score
costly,2,2,"review_b21af7683a19355888c9e3d5 :: Although a bit costly, the Glacier Landing tour of K2 is the highlight of my trip to Alaska. Professional captain and staff. Beautiful red planes!...",True,sentiwordnet_score
covering,2,2,"review_028c21bc90a0dfe1f6761d46 :: We chose plane due to size of the Grand Canyon. Very happy with the choice as plane gives better coverage. Yes you can get helicopter rides covering same distance, which are 2x the...",True,sentiwordnet_score
crazy,2,2,"review_27ee31e44dec37dd44a492ba :: Eric, the pilot, is a amazing guy doing a great job! He said we are sharing his dream, actually he was making my dream come true by letting my little girl driving a little bit! Sou...",True,sentiwordnet_score
creating,2,2,"review_33d5b1cdc1227cc5b314729d :: My wife and I had the pleasure to enjoy the highest level of flight and customer experience with Jill and Ray from AirVentures. When the weather wasn‘t great on our first flight, t...",True,sentiwordnet_score
critic,2,2,"review_1807790e191ef3fbcb5b8edc :: As you can tell, we were so thrilled and excited to be able to book our second flight with WOK!  Once we booked the cruise, the very first tour that I booked (20 months in advance)...",True,sentiwordnet_score
cry,2,2,"review_8521974e4abf03fc17012e4e :: This experience was amazing.  By far my favorite thing we did in Alaska!  Everything was great!  I felt very safe with our pilot, and he was kind and professional.  We had a clear ...",True,sentiwordnet_score
curiosity,2,2,"review_49cf9647abacf6af128bd5f4 :: Everything about Talkeetna Air Taxi oozes experience and professionalism.  From the initial decision process on which flight to take, to the actual flight itself, I could not have ...",True,sentiwordnet_score
cute,2,2,"review_57b73b29bbe868d4692cb554 :: Our original reservation fell during a cloudy evening, so the company advised delaying (without any fees) until the next morning.  It turned out to be the clearest day in weeks.  O...",True,sentiwordnet_score
damn,2,2,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
daring,2,2,review_67104453039ec9450c78910f :: I rented 2 helicopters for my family of 5. This is the only helicopter touring company in Kauai that I know offers window/door seat for every passengers. Most helicopter tours offe...,True,sentiwordnet_score
delivers,2,2,review_bf159253fba2c35375dc9ce7 :: I had a flightseeing tour with glacier landing with K2 Aviation and it was AMAZING. That was the highlight of my Alaska trip. Seeing the mountains so close as if you could touch th...,True,sentiwordnet_score
descending,2,2,"review_fd7c356f057a0f1bfefd818d :: This was such a bucket list experience!  Take off is smooth and so was our ride over to, around, and landing on the glacier at Mt. McKinley.  I am prone to motion sickness, and I h...",True,sentiwordnet_score
deserved,2,2,review_44648eb04c0d30ed464822ef :: The staff was very helpful and accommodating. The pilot was great and we had just enough clear weather to see the top of Mt. McKinley. This was the highlight of this portion of our...,True,sentiwordnet_score
discouraged,2,2,review_8fc23fecb45ba0ee94242f62 :: We are a family with 4 children ages 12 to 19 and spent a week on Kauai.  We really wanted to do an air tour with our kids but the cost of a helicopter flight would have been well ...,True,wordnet_verb.emotion
distract,2,2,"review_9cdcdffc0670f64815799563 :: Great experience, John the pilot was superb and his knowledge during the tour was exceptional. On the day the shuttle service broke diwn and we was asked to get a taxi and the cost...",True,wordnet_verb.emotion
dizziness,2,2,"review_1639755de3ddcfd10c619c0b :: We originally scheduled the flight in Talkeetna. But due to the weather, our flight got cancelled. The people in the office were very patient and tried to help us to re-schedule. T...",True,sentiwordnet_score
dress,2,2,"review_faf54ba15301f2dbfee8393d :: Great staff. Nice young pilot. A little hot up there. We would have appreciated knowing that we didn't have to dress warm. Otherwise, just awesome....",True,sentiwordnet_score
educating,2,2,"review_6452ff39710f49ed945a7407 :: You must take a tour over Denali with K2.  Excellent service, smiling friendly and helpful. Patrick was our pilot and he did a super job of pointing everything out and educating us...",True,sentiwordnet_score
element,2,2,"review_e5850680238945a96a3caa96 :: This flightseeing tour with subsequent glacier landing was one of the coolest things I have ever done in my life, and one of the few activities where the views and experience is wo...",True,sentiwordnet_score
enable,2,2,"review_4f660d3f2dd19b5d0f0ddc9a :: My husband and I went on a flight 3 days ago, and it was amazing! I took a Dramamine prior, since I get motion sickness, and had no problem! I got to be the 'co-pilot', which didn'...",True,sentiwordnet_score
enabled,2,2,review_4aa860d53c8308b82cced48b :: Had a great and personal experience with owner/pilot Bruce.  Bruce pointed out all the sights and engaged each member of the family by name in conversation.  We had a smooth and be...,True,sentiwordnet_score
equal,2,2,review_b915d738ee9879ed36acdad6 :: This was the best thing we did on our whole trip! I cannot recommend it enough. Our view was so much better than the helicopters that were below us darting in and out of canyons. W...,True,sentiwordnet_score
estimate,2,1,"review_2d3f2a00e6ef98ca5161d902 :: The pilots are excellent, friendly, knowledgeable, and skilled. 

But, don’t get your weight estimate wrong or Keith at the front desk will talk down to you as if you lied on purpo...",True,sentiwordnet_score
everyday,2,2,"review_e998df6ff2009a4d62092ba1 :: Wonderful!!  First timers and this was the trip if on a short time limit.  Pricey, but there’s a lot of logistics going on to get everything coordinated.  Perfect time of year to g...",True,sentiwordnet_score
excellence,2,1,"review_38c140061a79f5dc4b034f30 :: Well.. I suppose we were really lucky ducks. ..
Booked month in advance from downunder..flew specially over from our holiday stay on Waikiki for this trip.
On arrival our booking w...",True,sentiwordnet_score
exception,2,2,review_6a19d356b36698fdb8f6ea7f :: We decided to do this vs standing on the edge of the Grand Canyon like Clark Griswold. The cost was $159 per person vs. +$200 for a shorter helicopter flight that wasn't as extensi...,True,sentiwordnet_score
excess,2,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl...",True,sentiwordnet_score
executed,2,2,"review_38ba6174b8e46ae33a391bac :: The float plane ride over the Misty Fjords was incredible.  One amazing view after another.  Our pilot/guide, Mike Hudgins, was very informative and executed a flawless water landi...",True,sentiwordnet_score
exhausted,2,2,"review_1fe7b796395cf2ecac91e147 :: Our family of 4 booked this trip due to limited time during our vacation to see the Grand Canyon.  I thought it would the perfect solution and sounded like fun.  I have two girls, ...",True,sentiwordnet_score
exotic,2,2,"review_8141d79c3069adbfffc674a9 :: Awesome flight, really enjoyed flying with Eagles Air Tours, I did the Private Exotic Air Tour 45 Minutes, It was great no doubt....",True,sentiwordnet_score
extending,2,2,"review_26852a512277b5deece08a3f :: I had the pleasure of a late afternoon ""The Big Kahuna"" air tour this week with Air Ventures Hawaii that was a FANTASTIC full tour of Kauai.

The views from the plane were amazing ...",True,sentiwordnet_score
extinct,2,2,"review_0cf8290af6a3504f8b5f33d9 :: We had a wonderful time on our flight with Wings Over Kauai! I had looked at helicopter tours as well, but we chose a fixed-wing flight because it's far safer (check out Kauai Unde...",True,sentiwordnet_score
fancy,2,2,review_88233bbf2cf1d5676ac5babe :: Jim was our pilot.  This flight is everything you read about.. but it is the way that Jim did it that made you feel like you were experiencing what Alaskans see and do every day.  ...,True,sentiwordnet_score
faultless,2,2,"review_77341391cb13d175af149c1d :: My wife is not a good flyer, even on a 767, let alone a little Cessna or the like. There was no way I could get her on a helicopter tour, so the doors off experience wasn't going t...",True,sentiwordnet_score
fitting,2,2,"review_741d479951bf34b2a56ea896 :: They picked me up at the cruise ship, did a quick safety briefing, and after a short taxi to the waterway, we were off!  Mike is a great pilot.  He told us about the fjord and land...",True,sentiwordnet_score
flipped,2,2,"review_bd43454dd9a85ee9973f3a50 :: We were lucky to have flipped out your which we were supposed to take tomorrow. It was a perfect day and with a clear sky , our pilot landed on the Ruth glacier and made this a lif...",True,sentiwordnet_score
flowing,2,2,review_390b0e9d9b7b398b22b1ed0d :: Had a great experience with the Talkeetna Air Taxi.  We were originally scheduled for Friday and the weather wasn't looking to great.  Showed up and asked if it would be possible t...,True,sentiwordnet_score
fragrant,2,2,"review_e65c32c5e52dca46bc302655 :: Words cannot express how awesome our flight over Kauai with Bruce was. It definitely was the highlight of our vacation in Kauai. At half the price of the helicopter tours, our Wing...",True,sentiwordnet_score
fret,2,2,"review_7c917cb11f7a0f47c85727c7 :: Bottom line, don't pay $250-300 to go on a helicopter tour.  This much more personalized tour is great and Bruce is very knowledgeable of the island.  He does a good job with the p...",True,sentiwordnet_score
fuller,2,2,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the...",True,sentiwordnet_score
fullest,2,2,"review_eda1a4bce0aac45015172f03 :: We heard so much about how beautiful Kauai was, but after driving around the entire island, we weren't that impressed. Mind you, we had just seen all the major sights of Maui, so w...",True,sentiwordnet_score
gently,2,2,"review_7bbe5f17c5ccf78fd605ad3d :: From the front reception area to preparing for take off to our amazing pilot from the Arctic, this tour was astonishing. We were blessed with a beautiful sunny day with big white p...",True,sentiwordnet_score
getaway,2,2,review_da6a6c3ce61403c07bba6097 :: I was a bit hesitant on flying such a small plane but the owner-pilot made our experience truly amazing. He flew low enough so we could appreciate the beauty of the Miami Skyline a...,True,sentiwordnet_score
gimmick,2,2,"review_c2cf3a39174367dcf04b81a4 :: This was a great experience from start to finish.    Unlike other helicopter and airplane tours there were no hidden fees, no gimmicks, no up-sells, just first class service.  Book...",True,sentiwordnet_score
gladly,2,2,"review_6e3a428b75fda7d7b7b8b779 :: Visiting the Grand Canyon National Park has been a bucket list item forever, so once we knew we were going we immediately decided on taking the Canyon Spirit helicopter tour. We ar...",True,sentiwordnet_score
glowing,2,2,"review_b5268b40d3aafe7496fcb498 :: If you are visiting the Grand Canyon, the only way to take in it's full majesty is to do it by Helicopter. Maverick Helicopter were fantastic. You must take a flight with them, wel...",True,sentiwordnet_score
grace,2,2,"review_be59fcb99b0add1dc982d912 :: We booked a half hour flight with another couple that told us the gentleman was flying on the recommendation of his psychologist.  He got pretty nervous after takeoff, Pilot Fred t...",True,sentiwordnet_score
granted,2,2,"review_f8396bf7cdc9f68d44717dce :: Outstanding pilots and service!
Flying is the best way to see the Alaska Range and Mt McKinley (Denali). To top off this incredible experience only a landing at one of the glaciers...",True,sentiwordnet_score
happening,2,2,review_2ef4b1a16a693f1d47846fd5 :: Words can't describe the experience of a flight seeing trip and glacier landing with K2 Aviation!  The views are something that can only be experienced from the air.  The time spen...,True,sentiwordnet_score
happiness,2,2,review_c8c04aed9cd305332764808f :: I encouraged my husband to take the biplane flight/tour. I had no intention of going. My husband and the pilot Mark encouraged me to go along. The front seat holds two. I decided t...,True,sentiwordnet_score
harbour,2,2,"review_9049c1bcbdc4c2033d78408e :: If you are visiting San Francisco then this is a must, it is a beautiful city looking from the harbour, getting a birds eye view is even better.
Fog delayed our flight for 3 days b...",True,wordnet_verb.emotion
hesitating,2,2,"review_feb2301965baf7cd372cbd1f :: It's Alyssa Jacey, the singer/songwriter you hosted on the private helicopter tour! I have been MEANING to review this and my only excuse is that I went on tour! I've opened for Br...",True,sentiwordnet_score
hole,2,2,"review_d36f40205e70af49b1f1034e :: This was our second visit to Kauai, and had not planned on taking any special tours. However, after hearing about Air Ventures and seeing the brochure, we changed our minds, and ha...",True,sentiwordnet_score
honesty,2,2,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ...",True,sentiwordnet_score
horrible,2,2,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,seed_match
hospitable,2,2,review_1a8c661361e1a55ed4a0ed52 :: The service provided by the Wings Over Kauai tours was very well done.  Ellen was very hospitable while waiting for our scheduled flight.  Capt. Josh has a very clear passion for a...,True,sentiwordnet_score
hovering,2,2,"review_197311c9bab9bac341561841 :: We booked the helicopter ride with Maverick because it got the best reviews here, and we were not disappointed. After being warned I might get motion sick, I was a little apprehens...",True,sentiwordnet_score
hugged,2,2,"review_c707a808f642abfa36f36c84 :: Me,my wife and my 10 year old daughter booked a plane ride with Maui Plane Rides from New York for the second leg of our Hawaii trip.The plan was that my daughter could learn how t...",True,sentiwordnet_score
humility,2,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther...",True,sentiwordnet_score
imperial,2,1,"review_d3e304f726d1296b2ca6fff6 :: Both the tours left from Grand Canyon National Airport. Both I booked through Papillon, but Helicopter left from Papillon section of the airport whereas Scenic Canyon River Adventu...",True,sentiwordnet_score
improving,2,2,"review_8cbe628c5c47e65c0e97f867 :: We stayed in Talkeetna for two nights, planning on a flight seeing on our first day there. We were scheduled for the first morning flight. The morning was very overcast and the fli...",True,sentiwordnet_score
inadequate,2,2,review_32154e360a78d55bec89cb27 :: This is the one thing you have to do before you die. It is absolutely fantastic! Words cannot describe it and photos are inadequate....,True,sentiwordnet_score
incomprehensible,2,2,review_c765b5e7676ff96bb64c9185 :: We did the Denali experience with a landing on the Eldridge Glacier and I can confidently say it was in the top 5 experiences of my life. I felt like a child again soaring past she...,True,sentiwordnet_score
independent,2,2,"review_ab1406e9dd68689155761a68 :: Wings Over Kauai gets 5 stars in my 4P categories. 

We began planning our excursions for this vacation several months ago and decided to use independent third party operators in l...",True,sentiwordnet_score
indulge,2,2,"review_204946c26466eb6ee99eca6e :: I'd been hoping to rent a single engine airplane during our recent trip to Kauai.  I'm a private pilot, and my wonderful wife was looking for a way to see the island while allowing...",True,sentiwordnet_score
injured,2,2,"review_322548ca63fb6529492ff9f2 :: There was a plane crash (not a Seawind Aviation plane) on Prince of Wales Island four days before we arrived by cruise ship in Ketchikan. The pilot of that plane, which had 10 pass...",True,sentiwordnet_score
inquiry,2,2,"review_8b83a22196b388d97bad7a0a :: Bruce and Ellen run an exceptionally personal, friendly, but professional business.  Ellen was responsive to email inquiries and let us add an additional passenger last-minute.  Th...",True,sentiwordnet_score
instant,2,2,"review_4e929049b259f5b78b641807 :: This truly left me speechless today...  
First of all, the views were outstanding...
Our pilot, John was awesome & did a great job 'narrating' everything we saw!
Would do again in ...",True,sentiwordnet_score
involving,2,2,"review_4307dc4b3a2eea6bea40ce11 :: Bruce and Ellen and very personable and engaging.  What a terrific job of making you feel a part of the process!  For those who have not flown on a small plane, Bruce does an excel...",True,sentiwordnet_score
jam,2,2,"review_e0e1dd521e77a4007403c8e6 :: I took a HAL cruise in June 2010 and booked this excursion through the ship.  The bus was there to pick us up right on time but there was a bit of a traffic jam of buses, so we got...",True,sentiwordnet_score
joel,2,2,review_1dbe99f0ae2066b5cbafdd4f :: My first helicopter ride and first time seeing the Grand Canyon in one incredible experience. It was everything I hoped it would be and more. Our pilot Joel did a great job of desc...,True,sentiwordnet_score
joyful,2,2,"review_27ee31e44dec37dd44a492ba :: Eric, the pilot, is a amazing guy doing a great job! He said we are sharing his dream, actually he was making my dream come true by letting my little girl driving a little bit! Sou...",True,sentiwordnet_score
kindly,2,2,review_91b07376e836c82b2b2ff5cc :: We had the open cockpit biplane flight beginning of February after booking online from the UK.  Jill kindly offered to collect/shuttle us from the ABC Store at Anchor Cove Shopping...,True,sentiwordnet_score
latest,2,2,"review_e9c95a30f06d08eb3ed861e0 :: Eric gave us such a wonderful experience this morning on our flight seeing trip between Maui and the Big Island.  It was a gorgeous flight and we got to see Haleakala, Waipi’o Vall...",True,sentiwordnet_score
leading,2,2,"review_f6dd4624f9efc22931f8c04f :: Lesley, Steve and Dan provided top notch service as we explored Traitor's Cove Bear feeding site with their professionally run organization!

The experience is amazing, Dan's knowl...",True,sentiwordnet_score
leery,2,2,"review_2c936441bbc2f31d7558ce47 :: Words cannot describe how amazing this tour is.

From the office staff, to the ground crew, to the pilot; these people are fantastic.  The pilot went over all the emergency necessi...",True,sentiwordnet_score
lightly,2,2,"review_b6618302d170760b80e9dda9 :: The pleasantness of the staff and the pilot made the experience even more memorable. And of course no questions about the aerial views. 

Tip: eat nothing/ very lightly before the ...",True,sentiwordnet_score
