word,canonical_lemma,chinese_translation,frequency_21215,review_count_21215,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative,nrc_unmapped
mild,mild,轻微适度的（颠簸/舒适）,21,20,0,0,0,0,0,0,0,0,0,0,1
refreshing,refreshing,令人神清气爽耳目一新的,21,21,0,0,0,0,0,0,0,0,1,0,0
spoil,spoil,破坏 / 毁掉（好心情）,21,20,0,0,1,0,0,0,0,0,0,1,0
surprises,surprise,惊喜 / 意料之外,21,21,0,0,0,1,1,0,1,0,1,0,0
unbeatable,unbeatable,无可比拟的 / 无敌的,21,20,0,0,0,0,0,0,0,0,0,0,1
astonishing,astonishing,令人惊叹的,20,20,0,0,0,0,0,0,0,0,0,0,1
cheerful,cheerful,欢快愉悦的,20,20,0,0,0,0,1,0,1,0,1,0,0
amusing,amusing,风趣风趣令人发笑的,20,20,0,0,0,0,1,0,0,0,1,0,0
spiritual,spiritual,精神神圣的,20,19,0,0,0,0,0,0,0,0,0,0,1
successful,successful,成功的 / 满意的,20,20,0,1,0,0,1,0,0,1,1,0,0
mood,mood,心情 / 情绪,20,19,0,0,0,0,0,0,0,0,0,0,1
touching,touching,令人动容流泪的,19,19,0,0,0,0,0,0,0,0,0,0,1
chilly,chilly,寒冷不适的,19,19,0,0,0,0,0,0,0,0,0,1,0
comfy,comfy,舒适惬意的,19,18,0,0,0,0,0,0,0,0,0,0,1
awestruck,awestruck,充满敬畏震撼的,19,19,0,0,0,0,0,0,0,0,0,0,1
inspired,inspired,灵感大发 / 深受震撼的,19,19,0,0,0,0,1,0,1,1,1,0,0
suitable,suitable,合适的 / 满意的,19,19,0,0,0,0,0,0,0,0,1,0,0
exquisite,exquisite,精美的 / 绝妙的,19,19,0,0,0,0,1,0,0,0,1,0,0
smart,smart,聪慧的 / 明智的,18,18,0,0,0,0,0,0,0,0,0,0,1
effective,effective,有效划算的,18,18,0,0,0,0,0,0,0,1,1,0,0
astounding,astounding,令人无比震撼惊叹的,18,18,0,0,0,0,0,0,0,0,0,0,1
charm,charm,顺畅 / 令人满意,18,17,0,0,0,0,0,0,0,0,1,0,0
amazement,amazement,惊叹 / 惊奇,18,18,0,0,0,0,0,0,0,0,0,0,1
danger,danger,危险 / 威胁,18,15,0,0,0,1,0,1,0,0,0,1,0
easiest,easiest,最省心的 / 最容易的,18,18,0,0,0,0,0,0,0,0,0,0,1
haha,haha,哈哈（欢快情绪）,18,18,0,0,0,0,0,0,0,0,0,0,1
chill,chill,惬意轻松的,18,18,0,0,0,0,0,0,0,0,0,0,1
honesty,honesty,真诚 / 诚信解说,18,18,0,0,0,0,0,0,0,1,1,0,0
marvel,marvel,惊叹 / 奇迹,18,17,0,0,0,0,0,0,1,0,1,0,0
secret,secret,秘境 / 私密独享感,18,18,0,0,0,0,0,0,0,1,0,0,0
handy,handy,实用的 / 贴心的,18,17,0,0,0,0,0,0,0,0,1,0,0
soothing,soothing,舒缓抚慰人心的,18,18,0,0,0,0,1,0,0,1,1,0,0
witty,witty,风趣幽默的,18,18,0,0,0,0,1,0,0,0,1,0,0
wondered,wonder,感到惊奇惊叹 (动词变体),18,18,0,0,0,0,0,0,0,0,0,0,1
keen,keen,热情的 / 敏锐的,18,18,0,0,0,0,0,0,0,0,0,0,1
energetic,energetic,精力充沛的,17,17,0,0,0,0,0,0,0,0,1,0,0
discomfort,discomfort,身体/心理不适感,17,17,0,0,0,0,0,1,0,0,0,1,0
cordial,cordial,热情亲切礼貌的,17,17,0,0,0,0,0,0,0,0,0,0,1
valuable,valuable,珍贵的 / 有价值的,17,17,0,0,0,0,0,0,0,0,1,0,0
overwhelmed,overwhelmed,被震撼/感动深深淹没的,17,17,0,0,0,0,0,1,0,0,0,1,0
hopes,hopes,期盼 / 希望,17,17,0,0,0,0,0,0,0,0,0,0,1
claustrophobic,claustrophobic,感到幽闭恐惧压抑的,16,16,0,0,0,0,0,0,0,0,0,0,1
insane,insane,疯狂震撼的 / 极端的,16,16,1,0,0,1,0,0,0,0,0,1,0
leery,leery,提防警惕 / 顾虑重重的,16,16,0,0,0,0,0,0,1,0,0,0,0
loving,loving,热爱的 / 充满了爱的,16,16,0,0,0,0,1,0,0,1,1,0,0
sensational,sensational,绝佳轰动震撼的,16,15,0,0,0,0,1,0,0,0,1,0,0
sudden,sudden,突然的 / 猝不及防的,16,15,0,0,0,0,0,0,1,0,0,0,0
uncertain,uncertain,不确定的 / 顾虑的,16,16,1,0,1,1,0,0,1,0,0,1,0
worthy,worthy,非常值的 / 值得的,16,16,0,0,0,0,0,0,0,1,1,0,0
annoying,annoying,令人烦躁恼火的（Annoyance/Irritation Emotion）,15,15,1,0,0,0,0,0,0,0,0,1,0
bubbly,bubbly,活泼热情的,15,15,0,0,0,0,0,0,0,0,0,0,1
awed,awed,感到为之肃然起敬震撼的,15,15,0,0,0,0,0,0,0,0,0,0,1
awful,awful,极其糟糕的,15,14,1,0,1,1,0,1,0,0,0,1,0
fuss,fuss,大惊小怪 / 争吵骚动,15,15,1,0,0,0,0,1,0,0,0,1,0
hilarious,hilarious,爆笑幽默搞笑的,15,15,0,0,0,0,1,0,1,0,1,0,0
immaculate,immaculate,完美无瑕洁净的,15,15,0,0,0,0,1,0,0,1,1,0,0
unprofessional,unprofessional,不专业的,15,11,0,0,0,0,0,0,0,0,0,0,1
warmth,warmth,温暖安心感,15,15,0,0,0,0,0,0,0,0,0,0,1
respectful,respectful,充满敬意的,15,15,0,0,0,0,0,0,0,1,1,0,0
intrusive,intrusive,突兀扰人的 / 煞风景的,14,14,1,0,1,1,0,0,1,0,0,1,0
authentic,authentic,地道的 / 真实无伪的,14,14,0,0,0,0,1,0,0,1,1,0,0
bothered,bothered,困扰的 / 烦心的,14,14,0,0,0,0,0,0,0,0,0,0,1
frustrating,frustrating,令人挫败的 / 烦人的,14,13,0,0,0,0,0,0,0,0,0,0,1
glowing,glowing,极度赞赏口碑极佳的,14,14,0,0,0,0,0,0,0,0,1,0,0
marvellous,marvellous,令人叹为观止的,14,13,0,0,0,0,0,0,0,0,0,0,1
proud,proud,感到自豪骄傲的,14,14,0,1,0,0,1,0,0,1,1,0,0
ruined,ruined,毁掉行程的 / 扫兴糟心的,14,14,1,0,1,1,0,1,0,0,0,1,0
satisfaction,satisfaction,满意感,14,14,0,0,0,0,0,0,0,0,0,0,1
trustworthy,trustworthy,值得信赖靠谱的,14,14,0,0,0,0,0,0,0,0,0,0,1
praise,praise,称赞 / 高度赞扬,14,14,0,0,0,0,1,0,0,1,1,0,0
safest,safest,最安全平稳的,13,13,0,0,0,0,0,0,0,0,0,0,1
apologetic,apologetic,诚恳抱歉致歉的,13,13,0,0,0,0,0,0,0,1,1,0,0
pleasurable,pleasurable,令人愉快的,13,13,0,0,0,0,1,0,0,0,1,0,0
responsible,responsible,负责任的,13,13,0,0,0,0,0,0,0,1,1,0,0
vibrant,vibrant,生机勃勃色彩斑斓的,13,13,0,0,0,0,0,0,0,0,0,0,1
precious,precious,弥足珍贵的 memory,13,12,0,1,0,0,1,0,1,0,1,0,0
uneasy,uneasy,心神不宁感到不安的,13,13,0,0,1,1,0,0,0,0,0,1,0
worldly,worldly,超凡脱俗的,13,13,0,0,0,0,0,0,0,0,0,0,1
tricky,tricky,棘手不安的,13,12,0,0,0,0,0,0,0,0,0,0,1
bored,bored,感到无聊厌烦的,12,12,0,0,0,0,0,0,0,0,0,0,1
soaking,soaking,沉浸于（soaking in view）,12,12,0,0,0,0,0,0,0,0,0,0,1
stuffy,stuffy,闷热不适的（体感不适）,12,12,0,0,0,0,0,0,0,0,0,1,0
superbly,superbly,出类拔萃完美地,12,12,0,0,0,0,0,0,0,0,0,0,1
wondrous,wondrous,惊叹奇妙的,12,12,0,0,0,0,0,0,0,0,1,0,0
slick,slick,熟练专业/光滑的,11,11,0,0,0,0,0,0,0,0,0,0,1
admire,admire,钦佩赞赏,11,11,0,0,0,0,0,0,0,1,1,0,0
cheesy,cheesy,俗气的 / 劣质的,11,11,0,0,0,0,0,0,0,0,0,0,1
inviting,inviting,引人入胜令人愉悦的,11,11,0,1,0,0,1,0,1,1,1,0,0
mad,mad,发怒的 / 生气的,11,11,1,0,1,1,0,1,0,0,0,1,0
rewarding,rewarding,非常有成就感/物超所值的,11,11,0,0,0,0,0,0,0,0,0,0,1
nervousness,nervousness,紧张不安的情绪,11,11,0,0,0,1,0,0,0,0,0,0,0
sketchy,sketchy,令人不安可疑的,11,11,0,0,0,0,0,0,0,0,0,1,0
superlative,superlative,顶级极致赞赏的,11,11,0,0,0,0,0,0,0,0,0,0,1
surprising,surprising,令人出乎意料惊喜的,11,11,0,0,0,0,0,0,1,0,0,0,0
trepidation,trepidation,惊恐战栗 / 不安,11,10,0,1,0,1,0,0,1,0,0,1,0
wary,wary,警惕顾虑的,11,11,0,0,0,1,0,0,0,0,0,0,0
satisfying,satisfying,令人称心满意的,11,11,0,0,0,0,0,0,0,0,0,0,1
jealous,jealous,令人羡慕嫉妒的,10,9,1,0,1,0,0,0,0,0,0,1,0
conscientious,conscientious,认真负责的,10,10,0,0,0,0,0,0,0,1,1,0,0
ecstatic,ecstatic,狂喜的 / 极度兴奋的,10,10,0,1,0,0,1,0,1,0,1,0,0
emotional,emotional,情感上的 / 动情的,10,10,0,0,0,0,0,0,0,0,0,0,1
friendlier,friendlier,更加亲切友好的,10,10,0,0,0,0,0,0,0,0,0,0,1
improvement,improvement,体验改善 / 提升,10,10,0,0,0,0,1,0,0,1,1,0,0
improving,improving,不断改善令人满意的,10,10,0,0,0,0,0,0,0,0,1,0,0
badly,badly,严重地 / 糟糕地,10,9,0,0,0,0,0,1,0,0,0,1,0
wonderfull,wonderful,令人惊叹绝妙的 (错别字变体),10,10,0,0,0,0,1,0,1,1,1,0,0
quaint,quaint,古朴宜人的,10,10,0,0,0,0,1,0,0,1,1,0,0
raving,raving,赞不绝口极力推荐的,10,10,1,1,0,1,1,0,1,0,0,1,0
stability,stability,平稳安心感,10,10,0,0,0,0,0,0,0,0,0,0,1
stunned,stunned,感到目瞪口呆震撼的,10,9,0,0,0,1,0,0,1,0,0,1,0
stunningly,stunningly,令人震撼地,10,10,0,0,0,0,0,0,0,0,0,0,1
unfortunate,unfortunate,不幸遗憾的,10,10,0,0,0,0,0,1,0,0,0,1,0
mesmerized,mesmerized,被深深吸引迷住的,10,10,0,0,0,0,0,0,0,0,0,0,1
automatically,automatically,自动地 / 自然而然,9,9,0,0,0,0,0,0,0,0,0,0,1
awkward,awkward,尴尬的 / 别扭的,9,9,0,0,0,0,0,0,0,0,0,0,1
bummer,bummer,令人扫兴扫兴的事,9,9,1,0,1,0,0,0,0,0,0,1,0
cheerfully,cheerfully,欢快愉悦地,9,8,0,0,0,0,0,0,0,0,0,0,1
claustrophobia,claustrophobia,幽闭恐惧症（密闭机舱焦虑）,9,9,0,0,0,0,0,0,0,0,0,0,1
compliment,compliment,赞美 / 赞赏评价,9,9,0,1,0,0,1,0,1,1,1,0,0
effortless,effortless,轻松平稳的,9,9,0,0,0,0,0,0,0,0,0,0,1
hassles,hassles,烦心事 / 摩擦,9,9,0,0,0,0,0,0,0,0,0,0,1
miserable,miserable,极度痛苦糟糕的,9,8,1,0,1,0,0,1,0,0,0,1,0
stuffed,stuffed,塞满的 / 憋闷不适的,9,9,0,0,0,0,0,0,0,0,0,0,1
susceptible,susceptible,易受影响脆弱的,9,9,0,0,0,0,0,0,0,0,0,1,0
terribly,terribly,极度负面地 / 抱歉,9,9,0,0,0,0,0,1,0,0,0,0,0
unspoiled,unspoiled,未经破坏原始纯粹的,9,9,0,0,0,0,0,0,0,0,0,0,1
frustration,frustration,挫败感 / 烦恼,8,8,1,0,0,0,0,0,0,0,0,1,0
annoyed,annoyed,感到烦恼的 / 恼火的,8,7,0,0,0,0,0,0,0,0,0,0,1
cherished,cherish,珍视铭记的,8,8,0,1,0,0,1,0,1,1,1,0,0
dissapointed,disappointed,感到失望的（错别字变体）,8,7,1,0,1,0,0,1,0,0,0,1,0
exhausted,exhausted,精疲力竭极为疲惫的,8,8,0,0,0,0,0,1,0,0,0,1,0
exhilaration,exhilaration,极度兴奋快感,8,8,0,0,0,0,1,0,1,0,1,0,0
frightened,frightened,感到受惊吓害怕的,8,8,0,0,0,1,0,0,1,0,0,1,0
grace,grace,优雅 / 良好风度,8,8,0,0,0,0,0,0,0,0,1,0,0
nerve,nerve,紧张神经,8,8,0,0,0,0,0,0,0,0,1,0,0
poorly,poorly,糟糕地 / 差劲地,8,7,0,0,0,0,0,0,0,0,0,1,0
shocked,shocked,感到震惊惊吓的,8,8,0,0,0,0,0,0,0,0,0,0,1
spoiled,spoiled,好心情被破坏毁掉的,8,8,0,0,0,0,0,0,0,0,0,0,1
unstable,unstable,不稳定摇晃令人担心的,8,7,0,0,0,1,0,0,1,0,0,1,0
yummy,yummy,美味愉悦的,8,8,0,0,0,0,0,0,0,0,0,0,1
mindful,mindful,细心周到的,8,8,0,0,0,0,0,0,0,0,1,0,0
enthusiastically,enthusiastically,热情高涨地,7,7,0,0,0,0,0,0,0,0,0,0,1
hopeful,hopeful,怀抱希望的,7,7,0,1,0,0,1,0,1,1,1,0,0
hesitating,hesitating,犹豫顾虑（心理活动）,7,7,0,0,0,0,0,0,0,0,0,0,1
gushing,gushing,滔滔不绝赞赞称道的,7,6,0,0,0,0,0,0,0,0,0,0,1
exhilerating,exhilarating,令人兴奋刺激酣畅地（错别字变体）,7,6,0,0,0,0,0,0,0,0,0,0,1
laughter,laughter,欢笑 / 笑声,7,7,0,1,0,0,1,0,1,0,1,0,0
curious,curious,好奇求知的,7,7,0,0,0,0,0,0,0,0,0,0,1
confusion,confusion,困惑 / 混乱,7,7,1,0,0,1,0,0,0,0,0,1,0
classy,classy,高端优雅的,7,7,0,0,0,0,0,0,0,0,0,0,1
panic,panic,恐慌 / 惊恐状态,7,6,0,0,0,1,0,0,0,0,0,1,0
alas,alas,唉 / 遗憾的是,7,7,0,0,0,0,0,0,0,0,0,0,1
captivated,captivated,被深深吸引着迷的,7,7,0,0,0,0,0,0,0,0,0,0,1
weird,weird,古怪令人不安的,7,7,0,0,1,0,0,0,0,0,0,1,0
painful,painful,痛苦的 / 令人难受的,7,6,1,0,1,1,0,1,0,0,0,1,0
worrying,worry,令人担心的,7,7,0,1,0,1,0,1,0,0,0,1,0
powerful,powerful,强烈的 / 感人的,7,7,1,1,1,1,1,0,0,1,1,0,0
unpleasant,unpleasant,令人不快令人难受的,7,7,0,0,1,0,0,1,0,0,0,1,0
unhappy,unhappy,不高兴不满意的,7,7,1,0,1,0,0,1,0,0,0,1,0
suffered,suffered,遭受身体/晕眩痛苦,7,7,0,0,0,0,0,0,0,0,0,0,1
relieved,relieved,宽慰的 / 松了一口气,7,7,0,0,0,0,0,0,0,0,0,0,1
serenity,serenity,宁静 / 祥和,7,7,0,1,0,0,1,0,0,1,1,0,0
rudely,rudely,粗鲁地 / 无礼地,7,6,0,0,0,0,0,0,0,0,0,0,1
ridiculous,ridiculous,荒谬的 / 离谱的,7,7,1,0,1,0,0,0,0,0,0,1,0
reputable,reputable,信誉良好的,7,7,0,0,0,0,0,0,0,1,1,0,0
strange,strange,怪异不安的,7,7,0,0,0,0,0,0,0,0,0,0,1
broad,broad,宽广的,6,6,0,0,0,0,0,0,0,0,0,0,1
calmer,calmer,更平静安心的,6,6,0,0,0,0,0,0,0,0,0,0,1
appropriately,appropriately,恰当地 / 贴心地,6,6,0,0,0,0,0,0,0,0,0,0,1
blind,blind,盲目的 / 视线受阻的,6,6,0,0,0,0,0,0,0,0,0,1,0
amaze,amaze,使惊叹 / 惊奇,6,5,0,0,0,0,0,0,1,0,0,0,0
fascinated,fascinated,深深入迷为之倾倒的,6,6,0,0,0,0,0,0,0,0,0,0,1
casual,casual,随和轻松的,6,6,0,0,0,0,0,0,0,0,0,0,1
discouraged,discouraged,感到灰心气馁的,6,5,0,0,0,0,0,0,0,0,0,0,1
enthralled,enthralled,被深深吸引迷住的,6,6,0,0,0,0,0,0,0,0,0,0,1
frightening,frightening,令人惊恐吓人的,6,6,0,0,0,0,0,0,0,0,0,0,1
reassurance,reassurance,令人放心的安抚感,6,6,0,0,0,0,0,0,0,1,1,0,0
hug,hug,拥抱 / 温暖关怀,6,5,0,0,0,0,1,0,0,1,1,0,0
gratitude,gratitude,感激 / 感恩,6,6,0,0,0,0,1,0,0,0,1,0,0
inspirational,inspirational,鼓舞人心的,6,6,0,0,0,0,0,0,0,0,0,0,1
jovial,jovial,欢快风趣的,6,6,0,0,0,0,1,0,0,0,1,0,0
precision,precision,精准靠谱的,6,6,0,0,0,0,0,0,0,0,1,0,0
warmest,warmest,最暖心亲切的,6,6,0,0,0,0,0,0,0,0,0,0,1
relief,relief,轻松如释重负感,6,6,0,0,0,0,0,0,0,0,1,0,0
sublime,sublime,崇高壮丽绝美的（Aesthetic Emotion/Awe）,6,6,0,0,0,0,0,0,0,0,0,0,1
timid,timid,胆怯害羞的,6,6,0,0,0,1,0,1,0,0,0,1,0
pity,pity,遗憾 / 同情怜悯,5,5,0,0,0,0,0,1,0,0,0,0,0
intimidating,intimidating,令人胆怯令人畏惧的,5,5,0,0,0,0,0,0,0,0,0,0,1
apprehension,apprehension,忧虑 / 疑虑不安,5,4,0,0,0,1,0,0,0,0,0,1,0
comforted,comforted,感到安慰安心的,5,5,0,0,0,0,0,0,0,0,0,0,1
envy,envy,羡慕 / 嫉妒,5,5,0,0,0,0,0,0,0,0,0,0,1
faultless,faultless,无可挑剔完美的,5,5,0,0,0,0,0,0,0,1,1,0,0
hated,hate,讨厌 / 极为憎恶的,5,5,1,0,1,1,0,1,0,0,0,1,0
hates,hate,厌恶 / 讨厌,5,5,1,0,1,1,0,1,0,0,0,1,0
jitters,jitters,忐忑不安 / 紧张发抖感,5,5,0,0,0,0,0,0,0,0,0,0,1
gloomy,gloomy,阴沉的 / 沮丧的,5,4,0,0,0,0,0,1,0,0,0,1,0
luscious,luscious,秀美令人心旷神怡的,5,5,0,1,0,0,1,0,0,0,1,0,0
overwhelmingly,overwhelmingly,压倒性震撼地,5,5,0,0,0,0,0,0,0,0,0,0,1
scare,scare,吓人 / 引发恐慌的,5,5,1,1,0,1,0,0,1,0,0,1,0
shock,shock,震惊 / 冲击,5,5,1,0,0,1,0,0,1,0,0,1,0
stressful,stressful,令人压力重重焦虑的（Stress/Anxiety State）,5,5,0,0,0,0,0,0,0,0,0,0,1
suprise,surprise,惊喜 / 意料之外（错别字变体）,5,5,0,0,0,1,1,0,1,0,1,0,0
wowed,wowed,被深深惊叹震撼的,5,5,0,0,0,0,0,0,0,0,0,0,1
joyful,joyful,充满喜悦欢快的,5,5,0,0,0,0,1,0,0,1,1,0,0
marveled,marvel,惊叹赞赏的,5,5,0,0,0,0,0,0,1,0,1,0,0
exhilarated,exhilarated,感到无比兴奋酣畅的,4,4,0,0,0,0,0,0,0,0,0,0,1
captivating,captivating,扣人心弦引人入胜的,4,4,0,0,0,0,0,0,0,0,1,0,0
phobia,phobia,恐惧症 / 恐高心理,4,3,0,0,0,0,0,0,0,0,0,0,1
disconcerting,disconcerting,令人不安的,4,4,0,0,0,0,0,0,0,0,0,0,1
dreaded,dread,令人害怕恐惧的 / 提心吊胆,4,4,0,1,0,1,0,0,0,0,0,1,0
dreading,dread,感到十分恐惧担心的,4,4,0,1,0,1,0,0,0,0,0,1,0
emotion,emotion,情感 / 情绪,4,4,0,0,0,0,0,0,0,0,0,0,1
irritating,irritating,令人烦躁恼火的,4,4,1,0,1,0,0,0,0,0,0,1,0
embarrassed,embarrassed,感到尴尬难堪的,4,4,0,0,0,0,0,0,0,0,0,0,1
giddy,giddy,兴奋得头晕目眩欢欣的,4,4,0,0,0,0,0,0,0,0,0,0,1
hungry,hungry,贪婪的（money hungry）,4,4,0,1,0,0,0,0,0,0,0,1,0
irritated,irritated,感到恼火烦躁的,4,4,0,0,0,0,0,0,0,0,0,0,1
ominous,ominous,不详的 / 不妙的,4,3,0,1,0,1,0,0,0,0,0,1,0
peacefulness,peacefulness,宁静详和感,4,4,0,0,0,0,0,0,0,0,0,0,1
pleasing,pleasing,令人愉悦满意的,4,4,0,0,0,0,0,0,0,0,0,0,1
frustrated,frustrated,感到沮丧的 / 挫败的,4,4,1,0,0,0,0,0,0,0,0,1,0
wicked,wicked,太棒了 / 绝妙的,4,4,0,0,0,1,0,0,0,0,0,1,0
nasty,nasty,令人厌恶的 / 恶劣的,4,3,1,0,1,1,0,1,0,0,0,1,0
unnerving,unnerving,令人发慌不安吓人的,4,4,0,0,0,0,0,0,0,0,0,0,1
tranquil,tranquil,清幽宁静的（Calmness/Serenity State）,4,4,0,0,0,0,1,0,0,0,1,0,0
regretting,regret,感到后悔遗憾的,4,4,0,0,0,0,0,1,0,0,0,1,0
spellbinding,spellbinding,扣人心弦迷人的,4,4,0,0,0,0,0,0,0,0,0,0,1
spellbound,spellbound,出神为之入迷的,4,4,0,0,0,0,0,0,0,0,0,0,1
stoked,stoked,极为激动期待的,4,4,0,0,0,0,0,0,0,0,0,0,1
suprised,surprised,感到惊喜惊讶的（错别字变体）,4,4,0,0,0,0,0,0,1,0,0,0,0
thrills,thrills,刺激 / 快感,4,4,0,0,0,0,0,0,0,0,0,0,1
subtle,subtle,微妙精细的,4,4,0,0,0,0,0,0,0,0,0,0,1
tranquility,tranquility,宁静 / 平和,4,4,0,0,0,0,1,0,0,1,1,0,0
underwhelmed,underwhelmed,大失所望未达预期的,4,4,0,0,0,0,0,0,0,0,0,0,1
unfair,unfair,不公平的 / 冤枉的,4,3,1,0,1,0,0,1,0,0,0,1,0
unfriendly,unfriendly,不友善的,4,4,1,0,1,1,0,1,0,0,0,1,0
wildest,wildest,最疯狂的（狂想）,4,4,0,0,0,0,0,0,0,0,0,0,1
profound,profound,深刻震撼的,4,4,0,0,0,0,0,0,0,0,0,0,1
astounded,astounded,感到十分震惊震撼的,3,3,0,0,0,0,0,0,0,0,0,0,1
ecstasy,ecstasy,狂喜 / 极乐状态,3,3,0,1,0,0,1,0,0,0,1,0,0
aggressively,aggressively,挑衅攻击地 / 极其恶劣地,3,3,0,0,0,0,0,0,0,0,0,0,1
ambivalent,ambivalent,矛盾复杂心理的,3,3,0,0,0,0,0,0,0,0,0,0,1
apprehensions,apprehension,顾虑 / 忧虑不安,3,3,0,0,0,1,0,0,0,0,0,1,0
aprehensive,apprehensive,感到忧虑不安的（错别字变体）,3,3,0,1,0,1,0,0,0,0,0,1,0
astonished,astonished,感到十分惊异惊叹的,3,3,0,0,0,0,0,0,0,0,0,0,1
beneficial,beneficial,有益的 / 有帮助的,3,3,0,0,0,0,0,0,0,0,1,0,0
candid,candid,坦率真诚的,3,3,0,1,0,0,1,0,1,1,1,0,0
dazzled,dazzled,目眩神迷震撼的,3,3,0,0,0,0,0,0,0,0,0,0,1
cheer,cheer,振奋 / 欢呼,3,3,0,1,0,0,1,0,1,1,1,0,0
deaf,deaf,听而不闻冷漠的（fell on deaf ears）,3,3,0,0,0,0,0,0,0,0,0,1,0
dreaming,dreaming,梦寐以求 / 心驰神往,3,3,0,0,0,0,0,0,0,0,0,0,1
compassion,compassion,同理心 / 关切,3,3,0,0,0,1,0,0,0,0,1,0,0
disappointingly,disappointed,令人失望地,3,3,1,0,1,0,0,1,0,0,0,1,0
dissatisfied,dissatisfied,感到不满意的,3,3,0,0,0,0,0,0,0,0,0,0,1
daunting,daunting,令人望而生畏胆怯的,3,3,0,0,0,0,0,0,0,0,0,0,1
compassionate,compassionate,富有同理心体贴的,3,3,0,0,0,0,0,0,0,0,1,0,0
guilty,guilty,内疚内疚感,3,3,1,0,0,0,0,1,0,0,0,1,0
carefree,carefree,无忧无虑自在的,3,3,0,0,0,0,0,0,0,0,0,0,1
scaring,scare,使人害怕恐惧的,3,3,1,1,0,1,0,0,1,0,0,1,0
curiosity,curiosity,好奇心 / 探索欲,3,3,0,1,0,0,0,0,1,0,1,0,0
peacefully,peacefully,宁静和平地,3,3,0,0,0,0,0,0,0,0,0,0,1
harrowing,harrowing,令人触目惊心惊恐的,3,3,0,0,0,1,0,0,0,0,0,1,0
reassure,reassure,使人感到安心放心的,3,3,0,0,0,0,0,0,0,1,1,0,0
heartfelt,heartfelt,真挚的 / 出自内心的,3,3,0,0,0,0,1,1,0,1,1,0,0
horribly,horrible,糟糕恐怖地,3,3,1,0,1,1,0,0,0,0,0,1,0
incomprehensible,incomprehensible,难以理解令人困惑的,3,3,0,0,0,0,0,0,0,0,0,1,0
indulge,indulge,尽情享受 / 犒劳自己,3,3,0,0,0,0,0,0,0,0,0,0,1
marvelously,marvelously,奇妙极其出色地,3,3,0,0,0,0,1,0,0,0,1,0,0
overjoyed,overjoyed,欣喜若狂的,3,3,0,0,0,0,1,0,0,0,1,0,0
joking,joking,开玩笑的,3,3,0,0,0,0,0,0,0,0,1,0,0
sympathy,sympathy,同情 / 体谅,3,3,0,0,0,0,0,1,0,0,1,0,0
spoilt,spoilt,被破坏败兴的,3,3,0,0,0,0,0,0,0,0,0,0,1
happiness,happiness,幸福快乐感,3,3,0,1,0,0,1,0,0,0,1,0,0
remorse,remorse,懊悔 / 悔恨,3,3,0,0,0,0,0,1,0,0,0,1,0
uneasiness,uneasiness,不安 / 忐忑感,3,3,0,1,0,0,0,1,0,0,0,1,0
unsettled,unsettled,心神不宁忐忑的,3,3,1,0,1,1,0,0,0,0,0,1,0
sickening,sickening,令人作呕恶心的,3,3,1,0,1,1,0,1,0,0,0,1,0
securely,securely,安全平稳地,3,3,0,0,0,0,0,0,0,0,0,0,1
rickety,rickety,摇摇欲坠的,3,3,0,0,0,0,0,0,0,0,0,1,0
favourable,favourable,有利的 / 良好的,2,2,0,0,0,0,0,0,0,0,0,0,1
exhausting,exhausting,令人筋疲力尽的,2,2,0,0,0,0,0,0,0,0,0,0,1
agreeable,agreeable,宜人的 / 令人满意的,2,2,0,0,0,0,0,0,0,1,1,0,0
animated,animated,生动的 / 活力充沛的,2,2,0,0,0,0,1,0,0,0,1,0,0
bothering,bothering,打扰令人烦心的,2,2,1,0,0,0,0,1,0,0,0,1,0
clever,clever,聪明睿智的,2,2,0,0,0,0,0,0,0,0,1,0,0
darling,darling,可爱的 / 亲切的,2,2,0,0,0,0,1,0,0,1,1,0,0
desperate,desperate,感到绝望迫切的,2,2,0,0,0,0,0,0,0,0,0,1,0
compliant,compliant,顺从的 / 合规安心的,2,2,0,0,0,0,0,0,0,0,1,0,0
primo,primo,一流的 / 顶级的,2,1,0,0,0,0,0,0,0,0,0,0,1
positively,positively,积极正面地,2,2,0,0,0,0,0,0,0,0,0,0,1
pumped,pumped,兴奋激动的 / 跃跃欲试,2,2,0,0,0,0,0,0,0,0,0,0,1
rigid,rigid,刻板不近人情的,2,2,0,0,0,0,0,0,0,0,0,1,0
squeamish,squeamish,胆怯恶心体质易受惊的,2,2,0,0,1,1,0,0,0,0,0,1,0
suffering,suffering,受苦受难不适,2,2,0,0,1,1,0,1,0,0,0,1,0
threaten,threaten,受到威胁/令人不安的,2,2,1,1,0,1,0,0,0,0,0,1,0
humility,humility,谦逊贴心,2,1,0,0,0,0,0,0,0,1,1,0,0
offensive,offensive,冒犯的 / 令人不适的,2,2,1,0,1,0,0,0,0,0,0,1,0
flaky,flaky,不靠谱的 / 经常取消的,1,1,0,0,0,0,0,0,0,0,0,0,1
hazardous,hazardous,危险的 / 有隐患的,1,1,0,0,0,1,0,0,0,0,0,1,0
harsh,harsh,严酷恶劣的,1,1,0,0,0,0,0,0,0,0,0,0,1
grandest,grandest,最宏大的 / 极其壮丽的,1,1,0,0,0,0,0,0,0,0,0,0,1
gloom,gloom,阴郁忧伤,1,1,0,0,0,0,0,1,0,0,0,1,0
