user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type
maria c,"Mar del Plata, Argentina",5,May 2014 • Couples,experiencia inolvidable,"Excursión espectacular, nos pasaron a buscar por el hotel estabamos alojados en el Wynn y nos llevaron hasta la la pista, nos dieron una charla y partimos. Las vistas son soñadas volas sobre el cañon, la represa de Hoover y más. La empresa tiene todo preparado para aterrizar en una zona especial donde bajan con neveras con refrigerios, tomas fotos panorámicas. Realmente vale la pena hacer esta excursión para mi llena de adrenalina ya que nunca habíamos tomamos un vuelo en helicóptero.",Couples,0,2014-11-01,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Mar del Plata,,Argentina,0,82,489,2,0,0.012269938650306749,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Helicopter
Ded2B,"Paris, France",5,Oct 2014 • Couples,À couper le souffle ! Foncez !,"Hélicoptères ultra-modernes, pilotes chevronnés, ponctualité et professionnalisme. Ensuite, que dire.... 10 minutes de vol au-dessus de la forêt, puis LE CHOC ! Vous passez de cent mètres au-dessus du sol à 1500 mètres d.un coup et le Grand Canyon s'étale sous vos yeux... S'ils sont encore ouverts ! 
Moment inoubliable et magique que même la découverte à pieds ou la vision de films et documentaires ne peut vous faire imaginer.
Je conseille donc très fortement et même aux personnes souffrant de vertige (ce qui est mon cas).",Couples,0,2014-10-24,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Paris,,France,0,87,528,7,2,0.026515151515151516,0.6792,0.064,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
ALEXANDRE m,"Sao Paulo, SP",5,Sep 2014 • Couples,ORGANIZADOS E SEGUROS,UM dos melhores e mais seguros passeios em las Vegas. Equipe extremamente profissional e competente. Deixam as pessoas muito seguras. Passeio maravilhoso!!!,Couples,0,2014-10-09,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Spanish,0,Sao Paulo,,Sp,0,22,156,3,3,0.038461538461538464,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Matias A,"Nueve de Julio, Argentina",5,Oct 2013 • Family,Experiencia Unica e Irrepetible,"Nos habian recomendado hacer esta excursion si o si y nos dieron a elegir BUS o Helicopteros. SIN DUDAS, no nos equivocamos al elegir esta opcion (mas cara por supuesto). El precio, realmente lo vale y es algo que nunca vamos a olvidar.
Las vistas son geniales, y te llevan a recorrer alrededores y un paseo por encima de la ciudad.

Consejo: pedirle al piloto que te deje ir adelante, aumenta la adrenalina.",Family,0,2014-09-29,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,French,0,Nueve de Julio,,Argentina,0,73,408,4,0,0.0392156862745098,-0.7603,0.0,0.095,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Helicopter
GACHY59,"Buenos Aires, Argentina",5,Sep 2014 • Couples,experiencia maravillosa,"realmente ver  el cañon del colorado desde un helicóptero fue realmente una experiencia maravillosa, y volver a las vegas y verla con todas sus luces fue lo mejor. nos toco un piloto muy simpatico, lastima que eramos  6 argentinos y no teníamos manejo del idioma por lo que no pudimos entender nada de la explicación.,  es lo único que critico dado que la excursión es muy cara ( por lo menos para los argentinos ) ( 570 Dolares por persona)  que no cuenten con un piloto que maneje otro idioma. 
igual exelente.",Couples,0,2014-09-18,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Buenos Aires,,Argentina,0,92,512,2,0,0.001953125,-0.6808,0.0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
MFB R,"Bogota, Colombia",4,May 2014 • Family,Un paseo sensacional,"En Las Vegas, uno de los paseos más espectaculares que se puede hacer es volar en helicóptero sobre el Gran Cañón del Colorado. La experiencia con Mavericks Helicopter Tours fue muy agradable, desde el momento en que lo recogen a uno en el hotel. Nuestro piloto fue muy amable y tuvimos la fortuna de contar con un día despejado que nos permitió disfrutar la vista y conseguir fotografías maravillosas de la Presa Hoover y el Gran Cañón. Lo único que no es muy recomendable es comprar el video que le ofrece la compañía a uno. Esperábamos que fuera un video de nuestra excursión y resultó ser un video muy largo sobre el trayecto y algunas panorámicas aéreas desactualizadas de Las Vegas.",Family,0,2014-09-16,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Bogota,,Colombia,0,121,688,3,0,0.027616279069767442,-0.296,0.0,0.019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Gabriela96205,"Buenos Aires, Argentina",5,Jul 2014 • Friends,Imponenete,Experiencia imperdible. La mejor vista del Cañón del Colorado. Helicópteros  aptos para no perderse ni  un detalle. Pilotos experimentados.,Friends,0,2014-08-09,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Buenos Aires,,Argentina,0,19,139,1,0,0.04316546762589928,-0.296,0.0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Carlos,"Sao Paulo, SP",3,Jul 2014 • Couples,Sobrevoo + ou - de helicóptero sobre o Grand Canyon south rhim,"Fizemos o voo com a Maverick em Tusayan na borda sul do Grand Canyon. O dia estava nublado e chuvoso o que atrapalhou muito o passeio. A beleza do Grand Canyon está nas dimensões e cores das camadas no paredões. Neste dia estava tudo cinza. 
A voo com a Maverick parece bem seguro, mas o sobrevoo se dá a uma altura considerável acima do Canyon e isso tornou o passeio um tanto monótono. Somente no final o piloto desceu um pouco mais perto das montanhas. 
Se o tempo estiver nublado ou sem sol, não faça o passeio. Melhor fazer no amanhecer ou entardecer, mas com sol e visibilidade.",Couples,0,2014-07-31,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,German,0,Sao Paulo,,Sp,0,108,584,12,0,0.0273972602739726,0.1027,0.061,0.068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Pierre-Brice,"Mont-de-Marsan, France",5,Jul 2014 • Family,inoubliable !,"D'accord, c'est cher (très cher) : comptez 800 euros pour un peu moins d'une heure à trois, mais vous ne le regretterez pas. La vue est exceptionnelle, le pilote et le parcours rassurant pour ceux qui flippent, c'est un TRÈS GRAND moment.",Family,0,2014-07-30,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Mont-de-Marsan,,France,0,42,238,2,0,0.046218487394957986,0.5766,0.087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
lopes07,"London, UK",4,Nov 2013 • Friends,Muito bom,"Maverick Helicopters faz muitos passeios diferentes, partindo de Las Vegas até o Grand Canyon.
Fomos na que mostrava o entardecer.
Não decepciona. O piloto era experiente e simpático, os helicópteros modernos e seguros.
A volta, já a noite, é sobre a Strip de Las Vegas, uma atração sem a beleza natural do canyon, é claro, mas que tem seu interesse.",Friends,0,2014-06-30,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Spanish,0,London,,United Kingdom,0,60,350,2,0,0.037142857142857144,0.6705,0.105,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Mike2222p,"Paris, France",1,Apr 2014 • Family,Grosse arnaque.,"Après avoir réservé le vol, une pluie battante est tombée.nous avons voulu décalé le vol, mais impossible car tant qu'il n'y a pas d'orage, l'hélicoptère peut voler !!!! Nous n'avons pas profité du paysage car nous n'avions aucune visibilité et nous n'avons pris aucune photos. C'est une honte sachant le prix qu'il faut payer. Je déconseille fortement c'est une boîte à fric et il ne respecte pas les clients.",Family,0,2014-05-23,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Paris,,France,0,69,410,2,4,0.00975609756097561,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Irodrigu,"Bogota, Colombia",5,Mar 2014 • Friends,Impresionante!,"La experiencia de ver el Cañón del Colorado desde el aire es maravillosa, el paisaje es imponente. Vale la pena el tour, es muy seguro y la gente de Maverick muy profesional, el piloto nos tranquilizó pues era la primera vez que volábamos en helicóptero pero el viaje estuvo muy tranquilo y lo disfrutamos mucho. Estuvimos en el tour por la tarde, la hora fue perfecta, de regreso se ve el atardecer y las luces de Las Vegas, es muy bonito. Inicialmente queriamos el tour que iba al Skywalk pero me parece que lo que se puede ver desde el aire y la experiencia de bajar a una parte del cañón a la que solo se puede ir en helicóptero y hacer un pequeño picnic allí, fue lo mejor!",Friends,0,2014-05-21,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Bogota,,Colombia,0,129,678,1,1,0.014749262536873156,0.4003,0.022,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
SBiazus,"Caxias Do Sul, RS",5,Apr 2014 • Friends,Ótimo passeio,"Fizemos este passeio de helicóptero pelo Grand Canyon que foi sensacional. Visual surpreendente e um friozinho na barriga quando passamos dentro do canyon. Fizemos o circuito mais curto, 30 minutos aproximadamente, devido ao vento um pouco forte. Mas o piloto passou muita segurança. Faria novamente, com certeza.",Friends,0,2014-04-22,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Spanish,0,Caxias Do Sul,,Rs,0,47,313,2,0,0.022364217252396165,0.4588,0.065,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Gianni T,"Florence, Italy",5,Jan 2014 • Solo,Mavericks helicpoters,Un esperienza fantastica ......partenza las vegas durata volo circa 20 minuti elicottero bellissimo ritorno con sosta nel deserto a fare rifornimento.....500 dollari davvero ben spesi....,Solo,0,2014-01-15,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,Spanish,0,Florence,,Italy,0,25,187,2,0,0.0053475935828877,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Caroline L,"Marseille, France",4,,Magique,"Nous avons effectué le tour de 3/4 d'heure et ce fut un des moments les + extraordinaires de notre vie !
Génial pour découvrir le grand canyon",Unknown,0,2013-11-27,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Marseille,,France,0,27,142,1,1,0.014084507042253521,0.5093,0.121,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
tschil80,Mannheim,5,Oct 2013 • Couples,Atemberaubend,Wir hatten bei Maverick die Canyon Spirit Tour gebucht. Es hat alles reibungslos geklappt. Der Flug selber war atemberaubend. Die Erklärungen durch unseren sehr netten Piloten und die Musik machten den Flug zu einem unvergesslichen Erlebnis.,Couples,0,2013-10-24,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,German,0,Mannheim,,Unknown,0,36,241,1,0,0.058091286307053944,-0.9423,0.035,0.323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Voyageuse74,"Saint-Felix, France",5,Aug 2013 • Couples,Inoubliable!,"Accueil très sympathique, ponctualité du RDV, nous étions placés à côté du pilote qui lui était très sympa et commentait beaucoup (dommage que notre anglais soit peu développé...!) Comptez 200€ par personne pour 50 minutes inoubliables!",Couples,0,2013-09-23,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,French,0,Saint-Felix,,France,0,36,236,1,2,0.0211864406779661,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helicopter
Marcel,"Celle, Germany",5,,Miami Rundflug,War sehr gut. Brliianter Flug. Wir waren sehr zufrieden. Guter pilot und guter Flug. Sehr angenehm. Gerne wieder. Schöne sicht,Unknown,0,2023-07-14,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,German,0,Celle,,Germany,0,20,126,2,0,0.07142857142857142,-0.5994,0.0,0.17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
rachida a,,5,Jul 2023 • Family,Une journée magique,"Magnifique expérience. De beaux paysages ,exceptionnel voyage émotionnel à travers ce vol avec un pilote professionnel c était magic",Family,0,2023-07-11,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,French,0,,,Unknown,0,19,132,3,0,0.015151515151515152,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
abdelkader a,,5,Jul 2023 • Family,Excellente expérience,"Nous avons adoré notre activité.  Ce fut une excellente expérience, un bon pilote et tout en douceur",Family,0,2023-07-11,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,French,0,,,Unknown,0,17,100,2,0,0.02,-0.128,0.0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Lorine L,,5,Jun 2023 • Family,AMAZING,"Superbe accueil, le personnel est très gentil! une expérience inoubliable 
Je recommande Eagles air tours 😃",Family,0,2023-06-20,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,0,French,0,,,Unknown,0,16,107,1,1,0.028037383177570093,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Julie L,,5,Jun 2023 • Family,Amazing,"Une expérience au top, je recommande cette activité ! 
C’était génial ! Et le temps était au rendez vous",Family,0,2023-06-20,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,0,French,0,,,Unknown,0,19,104,1,2,0.028846153846153848,0.3365,0.13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Nicole A,,5,Jun 2023 • Family,ESPERIENZA FANTASTICA,"Esperienza eccezionale, qualità prezzo ottima, consiglio vivamente questa compagnia, anche più di 30 minuti!",Family,0,2023-06-20,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,Other Non-English,0,,,Unknown,0,14,108,2,1,0.009259259259259259,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Giorgia R,,5,Jun 2023 • Friends,Bellissima esperienza,"Esperienza bellissima, consigliatissimo per ogni viaggiatore sorvoli Miami beach, perfetto per una bella giornata",Friends,0,2023-06-20,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,Italian,0,,,Unknown,0,14,113,2,0,0.017699115044247787,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Erick C,,5,Jun 2023 • Friends,Great experience,"Estuvo muy genial la experiencia, yo puedo recomendar para cualquier persona ya que es algo que no se puede realizar con facilidad.",Friends,0,2023-06-19,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,French,0,,,Unknown,0,22,131,2,0,0.007633587786259542,0.1531,0.112,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Brandon L,"Bogota, Colombia",3,,Buena pero mejorable,"La experiencia es estupenda, estar en el aire en este tipo de aviones es emocionante, pero debe mejorar algunos detalles para que sea una calificación de 5 estrellas. Ya que a pesar de que logras unas bonitas vistas de Miami, la descripción del tour promete sobrevolar por South Beach y Downtown pero el avión no llega hasta allí sino que se ven estas dos zonas a unos 6-8 kilómetros de distancia. 

Aparte de esto, uno de nosotros(éramos 3 pasajeros) tuvo que estar sin audífonos o headset durante el vuelo ya que no había, por lo qué no se escucha muy bien al piloto cuando él hablaba y el ruido era ensordecedor. Igualmente se destaca que el piloto intentó remediar esto al repetir lo que decía para que todos estuviéramos al tanto de sus explicaciones, pero aún así no se entendía mucho por momentos. 

Me gustaría repetir pero con el mejoramiento por parte de la compañía de estos aspectos descritos. Sumado a que no hay una oficina de la compañía en el aeropuerto sino que son los pilotos que están a cargo de atender, brindar documentos y de volar, claramente.",Unknown,0,2023-06-14,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,French,0,Bogota,,Colombia,0,189,1067,3,0,0.00937207122774133,-0.9118,0.0,0.078,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Other/Unspecified
Teresa & Marcel,"Stuttgart, Germany",5,Jun 2023 • Friends,Great flight,War eine super Erfahrung und ist jeden Euro wert! Und fliegt über Miami und hat ein super Blick auf die Stadt!,Friends,0,2023-06-04,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,0,German,0,Stuttgart,,Germany,0,21,110,2,2,0.06363636363636363,0.0,0.239,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Neyling J,,5,Jun 2023 • Friends,Excelente servicio del recorrido de 30 minutos,"Es un lugar impresionante, súper recomendado y muy buen servicio. Lo repetiría mil veces más, las vistas impresionante, el piloto, súper atento.",Friends,0,2023-06-03,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,Spanish,0,,,Unknown,0,22,144,7,0,0.013888888888888888,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Veronika R,,5,May 2023 • Couples,Es war super,Sehr tolle Erfahrung Miami von oben zu sehen. Schöne Fotos gemacht. Super netter Pilot (Giovanni) der auch gut fliegen kann 😉,Couples,0,2023-05-24,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,0,German,0,,,Unknown,0,21,125,3,0,0.064,0.5994,0.17,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Reiner M,"Berlin, Deutschland",5,,"Eine tolle Tour, die ich auf jeden Fall empfehlen kann. Unkompliziert, fairer Preis und hat meine Erwartungen übertroffen.","Eine tolle Tour die meine Erwartungen übertroffen hat. Sehr unkompliziert, fairer Preis, nettes Personal, alles top.",Unknown,0,2023-05-07,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,German,0,Berlin,,Deutschland,0,16,116,18,0,0.05172413793103448,-0.4767,0.091,0.198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Maria Paula B,,5,Apr 2023 • Couples,Amazing!!!!!!!,"Espectacular!!! La vista increíble, Joel nuestro piloto nos explicó todo, muy amable. Súper recomendado :)",Couples,0,2023-04-22,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,1,French,0,,,Unknown,0,15,106,1,3,0.03773584905660377,0.5962,0.217,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Jérémy Q,,5,Apr 2023 • Friends,Perfect,"Perfect flight.
A very good experience. 
Comments are awsome.

Excellent vol, très bonne expérience.
Parfait",Friends,0,2023-04-21,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,0,Other Non-English,0,,,Unknown,0,15,108,1,0,0.046296296296296294,0.8908,0.491,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Adam L,,5,Jan 2023 • Couples,Highly Recommend!,"Great pilot, amazing views, accommodating staff, fair pricing, overall 10/10 would highly recommend!",Couples,0,2023-01-18,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,0,Other Non-English,0,,,Unknown,0,13,100,2,1,0.01,0.9229,0.596,0.0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,Other/Unspecified
Silvia H,,5,Dec 2022 • Couples,Gut,Es war großartig Miami von oben zu sehen. Empfehlenswert. Der Pilot hat uns viele Informationen gegeben.,Couples,0,2022-12-31,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,0,German,0,,,Unknown,0,16,104,1,0,0.057692307692307696,-0.5994,0.0,0.206,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Camelia A,,5,Jul 2023 • Family,Parfait,Trop belle expérience avec un excellent pilote et sans aucunes turbulences. Des vues à couper le souffle,Family,0,2023-07-11,12-392_Eagles AirLine_attraction_review_2025-02-27,1,French,0,,,Unknown,0,17,104,1,0,0.019230769230769232,0.5719,0.198,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Bryan C,,5,Jun 2023 • Friends,El viajar que más divertido que podido realizar en Miami y muy interactivo y muy emocionante,Me pareció súper bien el viaje y muy divertido e interactivo por el cual pudimos conocer la playa de Miami y realizar uno de mis sueños que era viajera en avioneta y poder realizar uno de nuestros sueños es súper divertido y es muy divertido realizar cosas distintas,Friends,0,2023-06-19,12-392_Eagles AirLine_attraction_review_2025-02-27,1,French,0,,,Unknown,0,48,266,16,0,0.007518796992481203,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Ezequiel Oliva I,,5,May 2023 • Couples,Great,"Excelente experiencia. Había un poco de viento, pero estuvo hermoso.
Las vistas son increíbles!!!!
Sacamos muchas fotos y estuvo bueno.",Couples,0,2023-05-07,12-392_Eagles AirLine_attraction_review_2025-02-27,1,Spanish,0,,,Unknown,0,20,135,1,4,0.02962962962962963,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Airplane
Denyer D,,5,May 2023 • Couples,Increíble experiencia,"Increíble experiencia, noche espectacular, excelente atención de omar, buenos precios, el lugar muy comodo",Couples,0,2023-05-03,12-392_Eagles AirLine_attraction_review_2025-02-27,0,Spanish,0,,,Unknown,0,14,106,2,0,0.009433962264150943,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Franciliz M,,4,Apr 2023 • Couples,Great experience,"Great experience . Beautiful view. Me gustó mucho , el piloto va explicando toda la vista . Es una experiencia para repetir",Couples,0,2023-04-23,12-392_Eagles AirLine_attraction_review_2025-02-27,1,French,0,,,Unknown,0,22,123,2,0,0.032520325203252036,0.8402,0.32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Matteo R,"Rivalta di Torino, Italy",5,,Da rifare,"Volo eccezionale, il pilota Joel è stato fantastico con le spiegazioni e col metterci a nostro agio dall’accoglienza all’atterraggio!",Unknown,0,2023-04-15,12-392_Eagles AirLine_attraction_review_2025-02-27,1,French,0,Rivalta di Torino,,Italy,0,19,133,2,1,0.015037593984962405,0.1759,0.101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Rolando R,,5,Mar 2023 • Family,Viaje al infinito,Una experiencia maravillosa y un sueño que gracias al piloto hice realidad mil gracias por esta oportunidad,Family,0,2023-03-19,12-392_Eagles AirLine_attraction_review_2025-02-27,1,Spanish,0,,,Unknown,0,17,107,3,0,0.009345794392523364,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Ronny K,,5,,Superschöner Flug,"Ein schönes Flugerlebnis über eine schöne Stadt, unkomplizierte Abwicklung und der Standpunkt leicht zu finden … eine Stunde, die sich lohnt",Unknown,0,2023-02-16,12-392_Eagles AirLine_attraction_review_2025-02-27,1,German,0,,,Unknown,0,21,140,2,0,0.04285714285714286,-0.5994,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Victor A,,5,Jan 2023 • Couples,Tour,"Una experiencia fenomenal, adicional de que nuestro piloto es una persona bastante agradable … recomendado 100",Couples,0,2023-01-30,12-392_Eagles AirLine_attraction_review_2025-02-27,0,Spanish,0,,,Unknown,0,16,110,1,0,0.00909090909090909,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Ana Luisa M,,5,,Para repetir,El piloto un encanto y muy servicial. La experiencia magnífica para repetir. Recomendaría seguro. Muy bonitas vistas,Unknown,0,2023-01-02,12-392_Eagles AirLine_attraction_review_2025-02-27,1,French,0,,,Unknown,0,17,116,2,0,0.034482758620689655,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
PAVITO,"Kaarst, Germany",5,,Absolut empfehlenswert!! Miami-Beach Rundflug,"Schnelle und einfache Abwicklung. Sehr netter Pilot, toller Rundflug und gute Erklärungen. Gerne wieder! Absolut zu empfehlen! Die Landung war 1A*!!",Unknown,0,2023-01-01,12-392_Eagles AirLine_attraction_review_2025-02-27,1,German,0,Kaarst,,Germany,0,21,148,4,4,0.07432432432432433,-0.8741,0.0,0.321,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
Yane,"Miami, FL",5,Dec 2022 • Couples,Cumple por los cielos,Muy bonita experiencia el piloto muy amable sin duda lo recomiendo gracias 🙏 a mi esposo por su cumple le encantó,Couples,0,2022-12-26,12-392_Eagles AirLine_attraction_review_2025-02-27,1,French,0,Miami,FL,United States,1,21,113,4,0,0.008849557522123894,-0.5574,0.0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Bilal G,,5,Dec 2022 • Couples,Top,"Tres belle experience avec Joel. Il
Nous a fait le tours de Miami en expliquant coin par coin, un vrai profession Merci Joël. Thanks 🙏 

Une vue panoramique de Miami à couper le souffle",Couples,0,2022-12-25,12-392_Eagles AirLine_attraction_review_2025-02-27,1,French,0,,,Unknown,0,34,185,1,0,0.05405405405405406,0.4404,0.088,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
Yaimi R,,5,Dec 2022 • Couples,Viajando por los cielos,"Una experiencia increíble, la pasamos super, una atención muy buena de parte de todos, son personas muy agradables. Los recomiendo 100% son magníficos.",Couples,0,2022-12-06,12-392_Eagles AirLine_attraction_review_2025-02-27,0,French,0,,,Unknown,0,23,151,4,0,0.013245033112582781,0.5994,0.151,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Airplane
Dulce E,,1,Nov 2022 • Family,I don’t recommend,"Entiendo sus políticas, pero no dan soluciones  ni son considerados cuando uno no puede llegar al tour por problemas que se salen de nuestras manos, más si es primera vez que uno visita Miami.",Family,0,2022-11-27,12-392_Eagles AirLine_attraction_review_2025-02-27,0,Spanish,0,,,Unknown,0,34,192,3,0,0.010416666666666666,-0.5267,0.0,0.121,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Airplane
karperina,"Bogota, Colombia",5,Feb 2022,Incredibol,"Fue una experiencia maravillosa, la vista spectacular, Sergio Bolivia nuestro piloto fue muy amable y acogedor. el administrador fue el mejor anfitrion de servicios que he encontrado en mucho tiempo. Gracias Mammuh.

esperaba tambien champan y no jugo de manzana, quiza debe ser alguna regulacion. pero estuve desapoint ya que era mi plan romantico.",Unknown,0,2022-02-28,12-392_Eagles AirLine_attraction_review_2025-02-27,0,French,0,Bogota,,Colombia,0,54,349,1,0,0.014326647564469915,-0.296,0.0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
America Denis F,"Miami, FL",5,Feb 2022 • Couples,El piloto es superb 🤍,Sergio es lo máximo! Super buen piloto y de buena onda! Tuvimos el tour de 45 minutos y fue muy bonito y bastante barato.,Couples,0,2022-02-17,12-392_Eagles AirLine_attraction_review_2025-02-27,1,Spanish,0,Miami,FL,United States,1,24,121,5,2,0.024793388429752067,0.6688,0.183,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
