user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo
Alan B,,5,,Great flight and pilot,"Jim did a great job piloting and narrating our tour. Smooth flight and landing, just the right length of time. Bonus, Jim played an excellent soundtrack from the 70, like CCR and The Band!",Unknown,0,2018-06-26,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
PSU1985,"Los Angeles, CA",5,Jun 2018 • Solo,Amazing Aerial Experience,"If you’re not afraid of flying or small planes, then you MUST take this cruise excursion or tour while in Ketchikan. It takes the full two hours allotted- no time is wasted. You get there, watch the FAA video, get on the plane and fly over the area and then get driven back. Misty Fjords is spectacular and there simply can’t be a better way to see it. (Air is superior to sea level if you really want to see mountains. Taquan has this trip down to an efficient but friendly science. I only spent 8 hours in Ketchikan, but I’m very glad that I spent two of them with these folks. Worth every penny, in exchange for which I got a lifetime of memories.",Solo,0,2018-06-25,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
larryklonowski,"Springfield, IL",5,Jun 2018 • Family,Outstanding Sea Plane Excursion!,Our pilot Mike was an excellent tour guide giving great detail behind the outstanding visual scenery.  The fjords are just unbelievably beautiful.,Family,0,2018-06-23,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
Stefani S,,5,,Good tunes and beautiful views!,Jim was our guide for our tour this morning and we had a really great time! The views were amazing and the playlist was on point. Definitely something you should do while you're here!,Unknown,0,2018-06-19,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
Collin A,"Ketchikan, AK",5,,Mountains and Hula Skirts,"A perfectly sunny day to go see the beautiful Misty Fjords with our pilot Jim. We had a great time on our day off, he was very informative and friendly. Best of all he cranked some sick tunes (CCR) and pulled out his little hula skirt girl, all fitting for the ride into the mountains. Thankful for a one of a kind experience, would do again.",Unknown,0,2018-06-19,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
abrown2567,,5,Jun 2018 • Couples,Thanks for a great Alaska excursion.  Love this trip,Chuck was our pilot and was great for info and was a lot of fun.  The Misti Fiords were fantastic.  This is a must excursion for anyone going to Ketchikan.,Couples,0,2018-06-19,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
Leigh C,"Fargo, ND",5,May 2018 • Couples,Incredibly friendly staff!,"Larry and Chuck were our pilots/tour guides on our Misty Fjords floatplane trip.  Both guys were friendly and made our experience even better.  The splurge for a flightseeing tour is worth it after taking in the scenery and landing in one of the lakes surrounded by the pristine quiet.  Our tour in May was a little early for wildlife spotting, but the geological formations of this area are truly awesome.  A great way to see wilder Alaska.",Couples,0,2018-06-07,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
AJB,"Kodiak Island, AK",5,,EXCELLENT! GO FLY WITH JAKE,"I booked a tour to Misty Fjords. We were greeted by friendly staff and smiles all around. The process was easy and organized. We watched a simple video on plane safety then walked outside to meet our Pilot. We were paired with Jake who split us based on weight and seated us quickly and we took to the sky. I was in the co-pilot seat and Jake made us all feel comfortable with an awesome music selection. He told us about sights below but respectfully left space for quiet reflection. Every moment of this flight was beautiful and we will be flying with Taquan Air the next chance we have. When in Ketchikan, don't pass this up and go with Jake. 🌟🌟🌟🌟🌟",Unknown,0,2018-06-05,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
505Green67,"Albuquerque, NM",5,,Best excursion of our life!,"Very organized excursion, got there quick via coach bus, safety video, then off for what has become my #1 excursion of my life! Chuck was our pilot and he is so knowledgeable of the area and a great pilot! We saw lakes, waterfalls, white topped mountains and even landed in a lake! Got out on the pontoon to stretch and smell the clean crisp air. Beautiful day in Ketchikan! If you only do one thing it must be this float plane ride!",Unknown,0,2018-06-02,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
royboy9801,"Phoenix, AZ",5,May 2018 • Couples,Great Flight!,"We had a great flight on our recent cruise stop in Ketchikan. Luckily, we had perfect weather and it was a smooth flight highlighted by a landing at Nooya lake to stretch our legs and a great landing back in the harbor with lots of traffic around us. Beautiful views throughout!",Couples,0,2018-05-28,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
Diana L,"Peachtree City, GA",5,May 2018 • Couples,Stunning Views,"We had a great experience on this tour of the Misty Fjords National Monument FloatPlane on May 20, 2018.  This was the first time we had flown in a floatplane and the experience was amazing.  We had excellent flying weather and was able to see many beautiful sites.  I would highly recommend this company as safety was their first priority and we felt very safe during this tour.  We even landed on the lake and was able to step out on the floats.  Love the entire experience!",Couples,0,2018-05-27,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
Juli A,"Washougal, Washington, United States",5,,Absolutely worth it!,Such an amazing experience with breathtaking views. Would definitely do again! From Sea takeoff to lake landing and takeoff the ride was incredibly smooth. We debated booking this or the flight and crab feed and are so happy we chose the linger flight to enjoy views otherwise missed.,Unknown,0,2018-05-27,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
tpbel,"Belfast, UK",5,May 2018 • Friends,Amazing Taquan Air trip to Misty Fjords,"This was my favourite of all the excursions we did on our Alaskan cruise and we only booked it while on the ship because my friend liked the look of it. So very glad we did. The beauty of this place cannot be described - its vastness and silence, with nature laid out below and in beautiful action. The ice was just starting to melt in May so the waterfalls were still running, and we had a spectacular cloud-free sky. Glaciated valleys, forests and swamps - what an amazing landscape. I could have stayed in the plane for twice as long although the trip lasted over an hour in any case. At one point we landed in a fjord which was spectacular - I had never flown in a float plane before. The commentary was superb as well. All in all, what a superb way to feed your soul. Do not miss.",Friends,0,2018-05-25,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
Vivian P,"Delray Beach, FL",5,May 2018 • Friends,Thank you Larry. This was amazing. This was the highlight of my life. I wanted to do it again.,"I never thought I could get up the courage to do this. When it was over I wanted to do it again. Larry was such a good pilot, I felt so safe and did something so spectacular I can't believe it. You can't imagine how exciting it was. I hope someday I get to do it again and Larry I will ask for you to be our pilot.  The entire excursion from beginning to end was wonderful.",Friends,0,2018-05-24,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
Fabiano F,"Fortaleza, CE",5,,Fantastico,"O passeio de hidroaviao pelos fiordes é fantastico. É bem caro, mas se tiver condicoes nao ira se arrepender. Fomos em um dia de ceu azul e da para ver muita coisa. Tem muitas montanhas, lagos, cachoeiras. O passeio inclui um pouso em um lago remoto. Bem legal.",Unknown,0,2018-01-02,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,0
Ginny D,"Chatham, MA",5,Sep 2017 • Couples,Worth Every Penny! Chuck=Amazing Flight,"Exciting adventure is what you seek? This is the one to book folks!  While on a cruise to Alaska in September, my husband and I chose the Taquan Air Misty Fjords Floatplane Tour.  Not a second of regret or fear as Chuck Perkins exudes calm confidence, exhibits expertise, and is a magnificent tour narrator.  The Misty Fjords are not to be missed--simply beautiful with so many different appeals--lakes on mountaintops, of course mist floating among the mountains, nanny goats and oh the reflections of the mountains in the lake that we landed on to climb out onto the pontoons for simply amazing views.  The music on the headphones matched perfectly to the essence of the flight.  My husband appreciated the placement of the Top Gun theme upon lake takeoff.  The pre-flight short video, Chuck's review of safety features, and magnificent untouched scenery made for a day we shall cherish--and the rainbow  was a bonus.",Couples,0,2017-10-16,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,1
AAARGH_OH,MAYFIELD HEIGHTS,5,,Great overview of the entire island,"This is a fantastic way to see much of Kauai in a 1 hour flight. The pilot, who grew up on the island and is a native Hawaiian, was very knowledgeable and interesting.

There was a lower cloud deck so we couldn't get over to Waimea Canyon, but instead saw the entire Napoli coast. So even if mother nature doesn't allow a regular flight plan, they do their best to provide good alternatives.",Unknown,0,2025-02-24,Wings Over Kauai Air Tour,1
screenname69,screenname69,2,Feb 2025 • Family,Terrible lack of communication,"The weather was cloudy and overcast so our tour was cancelled which was upsetting but completely understandable. What was unacceptable was the fact that we weren't called with this information prior to arriving at the airport 20 minutes prior to our check in time. The supervisor who I finally got to talk to on the phone was beyond rude and uncaring when I asked why we weren't notified and that we'd wasted time and money to get to the airport. Based on her attitude alone, I'd never recommend this tour to anyone.",Family,0,2025-02-24,Wings Over Kauai Air Tour,0
lesteph22,"Canton, IL",5,,Wonderful Unique experience,"We weren't sure what to expect, but the flight was amazing. From Jill's fun welcome and orientation, to our skilled  pilot, Kenaka, everything was great. The plane was cozy and we all had great views. Our pilot pointed out many things and answered any questions we had. We saw almost all of the island including the canyons, mountains, beaches, NaPali coast, and the cities and towns. 
It was a great trip from takeoff to landing.",Unknown,0,2025-02-24,Wings Over Kauai Air Tour,0
Keith W,,5,Jan 2025 • Couples,Excellent Island Tour,Great flight around the island.  Experienced pilot.  Smooth takeoff and landing and avoided clouds.  Safer than the helicopters.  Recommended.,Couples,0,2025-02-21,Wings Over Kauai Air Tour,1
beutlerr2018,"Hillsboro, OR",5,Feb 2025 • Couples,Amazing views - got to see the whole island!,Really enjoyed this trip! You can see the entire island of Kauai - Was able to see many waterfalls - the top resorts and of course all of the coastline and the amazing mountain ranges along the Napali coast! Our pilot was very friendly and professional. We all had headphones where Hawaiian music was piped through - the commentary was just enough to be informative and not too much to be annoying!,Couples,0,2025-02-21,Wings Over Kauai Air Tour,1
Armin Schmidt,"Zell am Harmersbach, Germany",1,,"Due to the failure of TripAdviser, the trip did not happen.","Flight booked and no response.
However, $290 was debited. 
The tour operator had not received any information from TripAdviser. 
This trip was the most important to us. 
Thanks TripAdvisor for nothing!",Unknown,0,2025-02-20,Wings Over Kauai Air Tour,0
Nicholas C,,5,Feb 2025 • Couples,We loved it!,Kamaka was 10/10 pilot. We had a wonderful tour over Kauai! Great experience with whale sightings and photo ops. Easy instructions and fun flight.,Couples,0,2025-02-18,Wings Over Kauai Air Tour,0
helen c,"Brisbane, Australia",5,,"Spectacular scenery, great staff.","The check-in lady/safety advice giver/filming and photographing advice giver/plane icer/snack giver/tarmac photographer,Jill was so friendly that she put us at ease immediately. Marcus our pilot told us so many facts about who owned the land we were flying over and which movies had been shot there. He also circled a whale in the water so we could all appreciate it. Just a magical trip over truely spectacular scenery.",Unknown,0,2025-02-16,Wings Over Kauai Air Tour,0
Mark H,"Frankfort, Ohio, United States",5,,Amazing experience,"This was an amazing experience, worth every dime. This was our first time in a small airplane. Our pilot, Marcus, provided a calm that set us at ease. 
Marcus’ commentary throughout the flight was enlightening and appreciated.  
I highly recommend this excursion and this tour company. 
This is definitely a a 10⭐️ experience",Unknown,0,2025-02-11,Wings Over Kauai Air Tour,0
Culture02370949236,United States,5,Feb 2025 • Solo,This is the air tour to take. PERIOD,The flight was fantastic and the pilot Marcus was very knowledgable and informative as we flew aroun different parts of the island. I would highly recommend this to everyone.,Solo,0,2025-02-07,Wings Over Kauai Air Tour,0
Laura F,,5,Feb 2025 • Couples,Kauai from 3000 feet above,You can't beat seeing Kauai's scenery from the air! Truly stunning. Our thanks to pilot Jeff for a smooth flight. The hour trip literally flew by!,Couples,0,2025-02-04,Wings Over Kauai Air Tour,0
Sherri S,,5,Feb 2025 • Couples,Great faith seeing experience,The pilot was so nice and knowledgeable and my first time flying in a little plane and he asked how I was. I would recommend this to anyone who comes to this island.,Couples,0,2025-02-04,Wings Over Kauai Air Tour,0
Lisa M,,5,Jan 2025 • Friends,Saw the Napali Coast from above,Our pilot and tour guide was very knowledgeable. The views were breathtaking. Highly recommend doing an air tour of Kauai!,Friends,0,2025-02-03,Wings Over Kauai Air Tour,0
Lisa M,,5,Jan 2025 • Family,Amazing views,Went on a family trip. Booking was easy. The views were amazing and better priced than the others. I’m glad we chose the plane option. Great customer service.,Family,0,2025-02-03,Wings Over Kauai Air Tour,0
Rick G,,5,Jan 2025 • Family,Darn fine experience that we will never forget!,"Do this!! Better than heli ride and more economical! The pilots are exceptional, as are the views. The helicopters might get closer, but in my opinion, that doesn't mean that the pictures are better.
Do this! With these folks!!
You will not regret it.",Family,0,2025-01-29,Wings Over Kauai Air Tour,1
Seaside139161,"Ada, OK",5,,Loved it!,"We had a wonderful time, wasn’t sure how it would be because we have not done sightseeing in this type of airplane, we have done a helicopter before. This was great. Our pilot was exceptional. The sights we saw were unbelievable.",Unknown,0,2025-01-24,Wings Over Kauai Air Tour,0
Tara B,,5,,Plane ride over Kauai,"My family and I did the excursion ""Wings over Kauai "". It was incredible to see Hawaii Grand Canyon,  the exquisite beach fronts, and a coffee Plantation.  We felt very safe in the plane. Our pilot Jeffrey was knowledgeable and accommodating thru out this hour long ride. I highly recommend this excursion!!",Unknown,0,2025-01-24,Wings Over Kauai Air Tour,1
Denis O,,5,Jan 2025 • Family,Friendly Skies of Kauai,Great way to see areas of Kauai that are privately owned or not easily accessible. Incredible scenery!!! Pilot Marcus friendly and informative.,Family,0,2025-01-16,Wings Over Kauai Air Tour,1
telias0n,,5,,Big treat worth the $$👍,"Had a wonderful time!! Smooth ride, relaxing and amazing views. Our pilot was dealing with strong headwinds but you would never have known. Again, nice smooth ride. Highly recommend and will do again.",Unknown,0,2025-01-15,Wings Over Kauai Air Tour,0
Simone R,"Edmonton, Canada",5,Jan 2025 • Couples,Breath Taking View!,"Breath taking views! If you want to see this gorgeous island and are pressed for time, this is the tour for you. Reasonably priced as well for an unforgettable experience. 
Our pilot, Marcus, was super, both as a pilot and tour guide. Super soft landing, thank you for that! Donna, the land crew person was also great. 
100% worth it 😍! Stunning!",Couples,0,2025-01-12,Wings Over Kauai Air Tour,0
Linda S,Fall River Mills,5,Dec 2024 • Family,Fantastic tour..a must do,"What a gorgeous tour. Our pilot, Jeff did an amazing job pointing out all the famous beaches, waterfalls, peaks and valleys.  Nicholas was very friendly and helpful at the desk.
It was a relaxing and informative tour. We highly recommend this tour. It is one I'll remember forever",Family,0,2024-12-31,Wings Over Kauai Air Tour,1
Venture619413,,5,Dec 2024 • Couples,Great flight,"We flew on December 29. Our pilot was Jeff. It was excellent, he provided us with all the info we needed, we felt very safe. We were lucky that the day before it rained so we had relatively many waterfalls.",Couples,0,2024-12-31,Wings Over Kauai Air Tour,1
Denise P,,5,Dec 2024 • Family,50th Anniversary Adventure,"This is a no frills trip around Kauai, but it was just what we wanted!  It was great, from check in until we landed.  Views were great, our pilot was great, check in was great.  Would not hesitate to recommend this plane ride around the island.",Family,0,2024-12-30,Wings Over Kauai Air Tour,0
Steve C,,5,Dec 2024 • Family,Highlight of our Hawaiian vacation!,"This activity was the highlight of our entire 10 day trip. It was amazing to see all the mountains, waterfalls and hidden canyons that you cannot see from the water or the coast. The beauty of Kauai is just breathtaking. Our pilot Marcus was a friendly and knowledgeable tour guide. He kept the plane perfectly smooth and comfortable. Highly recommended!",Family,0,2024-12-27,Wings Over Kauai Air Tour,1
Darin D,,5,Dec 2024 • Couples,Excellent experience.,"Stunning views of Kauai from the plane, Geoff our pilot was fantastic and very informative, staff were all very helpful and friendly. I would happily recommend to anyone.",Couples,0,2024-12-14,Wings Over Kauai Air Tour,1
Storyteller783285,"Renton, WA",5,,Very good views,"We were fortunate to have good weather, so we saw awesome views of the Napali coast. The seats are assigned to balance the weight, but right-side seats have the better views. There are headsets to communicate with the pilot and other members of the tour.",Unknown,0,2024-12-13,Wings Over Kauai Air Tour,1
Elliot L,,5,,Geoffrey our pilot a true legend!,"Great value! Plane is very comfy! You really get close to the  canyon and Nepali coast , an image I’ll never forget . Geoffrey our pilot a true legend  behind the controls ensuring our safety at all times . Glad I chose this tour . I did the 9 am time nice visibility.",Unknown,0,2024-12-11,Wings Over Kauai Air Tour,0
Ryan S,,5,Dec 2024 • Family,An Incredible Adventure,"Absolutely wonderful experience! The flight itself is fantastic, and we loved the sights, the employees are where this tour really shines! 

We traveled with our baby son (2.5mo), and Eldridge at the check-in desk was incredible! The check-in and safety orientation process was incredibly easy, and Eldridge was very patient as my wife needed to step away to feed our son ahead of the flight. 

We were joined by another young family with a more mobile older child, and both Eldridge and the pilot, Kamaka, were hyper aware of where she was at as well as recommending someone hold her hand as another plane was coming in while we all loaded into our plane to ensure her safety. 

As for the flight itself, Kamaka was an amazing pilot and guid! They take passenger weights and plane balancing seriously, and they also do what they can to keep groups together. We were fortunate to have a beautiful day for sightseeing, and Kamaka even helped us spot a pod of dolphins as well as a couple different whales breaching. 

For young families, this is the tour to do, and while we brought our little guy his own hearing protection, it sounded like they had some available as well. 

We were debating between a plane and helicopter, and ended up going with the plane due to general safety considerations. We were a bit worried about the view from the plane vs a helicopter, but the windows on the plane were great, and Kamaka did a great job ensuring everyone had an equal opportunity for viewing everything. 

10/10 would do again in a heartbeat when we’re back (hopefully soon!), and this will be our top recommendation to family and friends visiting Kauai going forward!

Thank you Eldridge and Kamaka!!",Family,0,2024-12-10,Wings Over Kauai Air Tour,0
Andrea S,,5,Dec 2024 • Family,One of the best experiences of my life!,"Absolutely great sightseeing flight over Kauai, breathtaking views, very good pilot and informative guide at the same time, very good value for money.",Family,0,2024-12-09,Wings Over Kauai Air Tour,0
Julia R,,5,Nov 2024 • Couples,Must do!,This tour is a must when on Kauai. 80% of the island is not accessible and you get to see it all. Highly recommend to spend the money.,Couples,0,2024-12-05,Wings Over Kauai Air Tour,0
Nikki F,,5,Dec 2024 • Couples,Must Go!,Marcus was amazing!  Very knowledgeable!  One of the best experiences ever!  Highly recommend!  I struggle with motion sickness but Marcus did fantastic and i barely felt it.  Breathtaking views.,Couples,0,2024-12-04,Wings Over Kauai Air Tour,1
Josi H,Germany,5,,Breathtaking views,"It was a great alternative for overpriced helicopter flights (even though they get way more closer to mountains) . But over all the service and guidance was great. 
The view were incredible. The flight took about an hour and covered the whole island. I’d recommend this flight to anyone who doesn’t want to spent a half day on boat tours (which I didn’t wanted to do)",Unknown,0,2024-12-03,Wings Over Kauai Air Tour,1
Curiosity48341758876,,5,Dec 2024 • Family,Breathtaking views,This experience was amazing! Great views of the island and breathtaking waterfalls. I would totally do it again..worth the money.,Family,0,2024-12-02,Wings Over Kauai Air Tour,1
Raja B,,5,Nov 2024 • Family,Wings of Kauai - A must,The one hour trip was awesome! The views from above of the Kauai island is mesmerizing! A must do thing when you are in Kauai !! Thanks to Marc and his team !,Family,0,2024-11-26,Wings Over Kauai Air Tour,0
Bettie R,,5,Nov 2024 • Family,Very happy,Perfect way to see the whole island.  Pilot knew alot of information. We felt very safe.  Would definitely do it again.!!!,Family,0,2024-11-25,Wings Over Kauai Air Tour,0
Sightsee25540726645,,5,Nov 2024 • Couples,Exceptionally wonderfully fantastic.,Exceptional flight plan. Views of the whole island and of course places not otherwise visible without this tour. Geoff was a fantastic pilot and tried to steer us away from the rocky riding as much as possible.,Couples,0,2024-11-13,Wings Over Kauai Air Tour,1
Ingrid S,,5,,Great!,This tour was such a fun & awesome way to see the Napali coast by plane! The views were truly breathtaking! I highly recommend it!,Unknown,0,2024-11-11,Wings Over Kauai Air Tour,0
BEE&CKE,,5,Nov 2024 • Family,Cool Trip!!,This  is  such a cool trip around the island. Our pilot Jeff was very  good and informative. I would highly recommend adventure this to anyone. Go! Enjoy the sights!,Family,0,2024-11-11,Wings Over Kauai Air Tour,0
Jim H,"Oakland, CA",5,Nov 2024 • Couples,Great Tour!,"Wonderful tour of Kauai by air! Captain Marcus is an excellent pilot and tour guide, providing great views and an abundance of information. 

Highly recommended,",Couples,0,2024-11-10,Wings Over Kauai Air Tour,1
William P,,5,Nov 2024 • Couples,Wow! Look at that!,Unbelievable views. Great commentary provided by our pilot. We had many questions that were answered completely by our pilot. This was our favorite excursion. Our pilot was able to dodge many clouds to get us the best views.,Couples,0,2024-11-10,Wings Over Kauai Air Tour,0
scubasteve424,"East Bridgewater, Massachusetts",5,Oct 2024 • Solo,This tour is a must do when visiting Kauai,"Leave the noisy, vibrating helicopters and book this “Cadillac in the sky” for a tour of Kauai that you will never forget. Everything from check-in to landing was amazing. Kauai has some of the most amazing scenery on planet Earth and a lot of it can only be seen from the air. There are so many waterfalls and jaw dropping scenery to view, all while listening to the pilot and a quiet soundtrack of hawaiian music. Kamaka was our pilot and he is native to Kauai. This means he has a love and respect for this land and is proud to share it with you. Nothing can prepare you for an aerial view of the Napali coast! The dramatic volcanic mountains dropping directly to the turquoise sea below was a breathtaking sight. You fly around the entire island on this tour and I (we) will definitely do it again when we return to Kauai! Thank you, Wings over Kauai for an amazing experience!",Solo,0,2024-11-03,Wings Over Kauai Air Tour,0
Seva D.,,5,Oct 2024 • Family,Beautiful landscapes,"A wonderful experience. Beautiful landscapes, diverse and more beautiful from each other. Really beautiful. Pilot at the top, safety, explanations throughout, softness, smiles. On top!",Family,0,2024-10-31,Wings Over Kauai Air Tour,0
Patricia M,,5,Oct 2024 • Couples,Of all beauty,Absolutely to do to see the coast of Napali ...and at the same time all the wonders that Kauai contains. Excellent driver!!! Merci Kamaka,Couples,0,2024-10-28,Wings Over Kauai Air Tour,1
Gloria C,,5,,Wonderful trip.,"Wonderful trip.  Our pilot was very knowledgeable, and welcomed questions.  Our gives you a nice idea of what you'd like to see in the future",Unknown,0,2024-10-23,Wings Over Kauai Air Tour,0
Yesenia C,,5,Oct 2024 • Couples,Enjoying life,Same day availability in October fantastic weather. Amazing pilot and staff. Great views we would highly recommend . Wonderful value !!!,Couples,0,2024-10-21,Wings Over Kauai Air Tour,1
Tim L,"Kuna, ID",5,,Awesome flight tour of Kauai,"Marcus is a great pilot and guide.  He managed the    flight extremely well and narrated the tour with a suttle background of hawaiin and movie titles as appropriate during the tour.
The airvan is perfect for the tour. Each seat is beside a window, no middle row seats.  
Get the video package as it lets you download the entire tour with multiple video angles, the narration, and music.
Thank you, Marcus, for the tour. It was superb!  We really enjoyed it!",Unknown,0,2024-10-16,Wings Over Kauai Air Tour,1
Maria hornoiu,Romania,5,Oct 2024 • Friends,Amazing,"The views were amazing!! I was really nervous before, but Marcus made the experience so beautiful. His voice was so calm, he was so professional and talked about every spot. The flight was really smooth and pleasant.
Thank you, Marcus, you are the best!!",Friends,0,2024-10-11,Wings Over Kauai Air Tour,1
Rick F,"Nelson, New Zealand",5,Oct 2024 • Friends,A must do,We took the flight option of seeing the Nepali coast as one of our team gets motion sickness. Turned out to be a fantastic decision and fantastic experience. Check in was easy as . Meet the pilot ( sorry can’t remember his name Marcus ?) we had a fabulous trip with a great chat as we went. It really was a great experience. I would highly recommend these guys 😎👍,Friends,0,2024-10-05,Wings Over Kauai Air Tour,1
epperp2022,"Hot Springs, AR",5,Oct 2024 • Couples,It’s a must-do!,What an amazing experience! Even with some cloud cover in places we were able to see so much of this beautiful island. Marcus was an excellent pilot and guide and very knowledgeable of all the sights around us. He made sure we got the best views and gave great recommendations. This is a must for anyone coming to Kauai.,Couples,0,2024-10-02,Wings Over Kauai Air Tour,0
Veronica B,,5,Sep 2024 • Solo,Wow,"Recommended. It was a unique experience, especially since you see that part of the island that you would otherwise lose. The very Expert Guide with many interesting notions. Worth every penny",Solo,0,2024-09-29,Wings Over Kauai Air Tour,0
frugal,"Bronx, NY",5,,Excellent airplane tour around Kauai.,"The airplane tour around Kauai was excellent.  The pilot was very safe, friendly and informative.  The cost is much cheaper than helicopter tours.  I would do it again.",Unknown,0,2024-09-28,Wings Over Kauai Air Tour,0
Explore05391129683,,5,Sep 2024 • Family,Incredible experience,"We had a wonderful tour! Our pilot (Marcus) was so fantastic! He was super friendly and he pointed out so many amazing parts of the island.  Absolutely breathtaking and so fun!
This tour was the highlight of our week! Recommend it highly!",Family,0,2024-09-22,Wings Over Kauai Air Tour,1
Kate A,"Bow, WA",5,Sep 2024 • Couples,Excellent trip...Totally worth the cost of the trip.,"Kamaka was an amazing pilot. We absoulutely loved our flight. He was professional, had personal experiences with the island being a native, and was very insightful. The trip was so worth it. We would say it is an must do when on Kauai.",Couples,0,2024-09-21,Wings Over Kauai Air Tour,1
SWPBeast,"Columbia, MD",5,Sep 2024 • Family,Great way to see Hawaii,"Jeff was an excellent pilot. The ride was very smooth, especially the landing.  The views were spectacular. We decided at the last minute to take a plane ride because the Napali coast trail was closed. It was a great way to see the island and cost so much less than a helicopter ride.",Family,0,2024-09-16,Wings Over Kauai Air Tour,0
mgrak,"New Fairfield, CT",5,Sep 2024 • Couples,An amazing way to see Kauai,The tour was a beautiful view of the island.  Our pilot was knowledgable and friendly.  The flight was smooth and an amazing way to see the Napali coast.  Bonus for not contributing to the noisy onslaught of the never-ending helicopters.,Couples,0,2024-09-15,Wings Over Kauai Air Tour,0
carolynd759,,5,,Kauai air sightseeing tour,Marcus was very informative. It was a beautiful and smooth flight. We were able to see the whole island. Highly recommend and more affordable than the helicopter tours by far.,Unknown,0,2024-09-13,Wings Over Kauai Air Tour,0
Ted H,"Bend, OR",5,,Wonderful trip,Great trip and awesome experience top notch company they moved us to a different day at our request hoping to get the best weather thank you for a great trip,Unknown,0,2024-08-29,Wings Over Kauai Air Tour,0
Gerald M,,5,Aug 2024 • Solo,Deluxe flight over Kauai,Iif you really want to appreciate the islands this is it. Excellent staff well knowledgeable of island. Would rate this a 10++.,Solo,0,2024-08-24,Wings Over Kauai Air Tour,1
Jignesh S,"Milpitas, CA",5,Jul 2024 • Family,Hawaii Vacation,"My family, Parents & Two kids took the 4 pm tour (the last of the day's flights). Marcus (Nakaka, Hawaiian name) was our pilot. He is extremely knowledgeable and shared many amazing facts throught the 65 minute tour. The flight was incredibly smooth and absolutely breathtaking. Jill who checked us in, shared tips to avoid motion sickness and to best enjoy the ride.",Family,0,2024-08-16,Wings Over Kauai Air Tour,0
Melissa T,,5,Jul 2024 • Family,"Beaut day, amazing views!","Kamaka was an amazing pilot! The views were amazing. The day was beautiful and we got to see the entire island. Our travel was delayed by two days due to the Crowdstrike attack so we only had one full day. This trip was worth it for this reason alone and we otherwise wouldn’t have seen the whole island. It was a great flight, a great excursion to choose and memories to last a lifetime!!!",Family,0,2024-07-22,Wings Over Kauai Air Tour,1
Steven B,,5,Jul 2024 • Family,Kauai Deluxe Sightseeing was the best!!,Worth every penny.  The weather was amazing.  Views spectacular.  Our pilot was top notch.  Lots of good info while taking in the scenery.,Family,0,2024-07-20,Wings Over Kauai Air Tour,1
Jeff A,,5,,Excellent island tour,The flight was excellent and the pilot provided great site seeing information during our tour. The tour has a great price and everybody has window seats. I highly recommend this tour.,Unknown,0,2024-07-19,Wings Over Kauai Air Tour,1
michaelg999969,"Pittsburgh, PA",5,Jul 2024 • Family,Excellent Tour,"This experience was fantastic.  You don't get a close to the mountains and waterfalls as you do with a helicopter, but the value for the cost can't be beat.  Aunt Jill and our pilot Kamaka were fantastic, and made the experience completely stress-free.  I highly recommend using Wings Over Kauai if you have a choice!",Family,0,2024-07-19,Wings Over Kauai Air Tour,0
Sajia B,,5,Jul 2024 • Solo,10/10 experience!!,Why haven’t you booked this yet?! Easily one of my favorite excursions I’ve done. It’s such a fun way to explore the island and see Kauai from a different view. Kamaka was our pilot & he was so sweet and knowledgeable and made us feel comfortable. Stop reading reviews now and go book it :),Solo,0,2024-07-18,Wings Over Kauai Air Tour,1
mrjohn_crawford,"Liverpool, UK",5,Jul 2024 • Family,Wonderful time,An awesome adventure out. The whole experiance was exilarating. The Tour showed us all the amazing features of the island. Expertly explaned and narrated by the pilot.,Family,0,2024-07-18,Wings Over Kauai Air Tour,0
Sarah N,,5,Jul 2024 • Couples,Amazing experience!!,Loved this so much!! My Husband and I went for our honeymoon! Our pilot Jeff was amazing. Such great views and perfect weather for flying! Thank you so much!,Couples,0,2024-07-16,Wings Over Kauai Air Tour,1
mhinchmn,"San Diego, CA",5,Jul 2024 • Family,Wings over Kauai,"Absolutely amazing trip, the pilot was a local with intimate knowledge of the island. The views were breathtaking and priceless.  For those concerned about a small plane the takeoff and landing were some of the best I have ever been part of so smooth.",Family,0,2024-07-05,Wings Over Kauai Air Tour,1
