user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_assurance,fear_anxiety,thrill_arousal,flow_experience,fear_trans,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,sentiment_pre_but,sentiment_post_but,has_adversative_conjunction,discourse_shift_pos2neg,discourse_shift_neg2pos,pilot_sentiment,pilot_pos,pilot_neg,weather_sentiment,weather_pos,weather_neg,ground_staff_sentiment,ground_staff_pos,ground_staff_neg,price_value_sentiment,price_value_pos,price_value_neg,scenery_sentiment,scenery_pos,scenery_neg,special_occasion,aircraft_type
John T,"Victoria Capital Regional District, Canada",5,Jan 2015 • Couples,Not to be missed!,"We have visited Kauai for a number of years but this was our first flight around the island - why did we wait so long! This was without a doubt one of the best tours that we have taken anywhere in the world. From the initial booking through check-in, the flight itself and the end of the tour everyone from the owners, Ellen and Bruce, through to our pilot Josh was friendly, informative and professional. The plane with individual headsets and communication between the passengers and with Josh was quiet and comfortable, and the views, including the Canyon, Hanalei Bay,  the whales and sharks below, and much more were spectacular. Josh was a great pilot, very informative and had a great sense of humour. As others have mentioned, the plane is equipped with multiple go-pro cameras and the extra $50 for the video of the flight enabled me to focus on the views without having to worry all the time about taking pictures - it was available for download when we arrived home 2 days later and was well worth it. The whole experience was great value for money!",Couples,0,2015-01-27,Wings Over Kauai Air Tour,0,English,1,Victoria Capital Regional District,,Canada,0,189,1060,4,2,0.014150943396226415,0.9949,0.233,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0.0772,0.9949,1,0,0,0.7000500000000001,1,0,0.0,0,0,0.4939,1,0,0.70915,1,0,0.40323333333333333,1,0,0,Airplane
BrownsburgBoiler,"Brownsburg, IN",5,May 2019 • Couples,Great way to see the parks,"We took the morning flight to see Canyonland and Arches National Parks.  It was great    We we’re saying “wow” the whole trip.   Our pilot was James and he was courteous and even with a windy day kept the flight very smooth.  He showed us great views of Needles, Maze, and the river confluence.  He would tip the wings so we would get a perfect view. I would highly recommend and ask for James to be your pilot.",Couples,0,2019-05-09,44_470_Retail Air Adventures_2025-03-06,1,English,1,Brownsburg,IN,United States,1,77,411,6,0,0.0364963503649635,0.9583,0.207,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.9583,0.9583,0,0,0,0.46535000000000004,1,0,0.5106,1,0,0.0,0,0,0.0,0,0,0.5984,1,0,0,Airplane
Brucer1011,"Miami, FL",5,Oct 2018 • Couples,Fabulous Excursion,"So I'm not a fan of small airplanes, and had some trepidation about doing this.  But Eric, our pilot, was terrific.  Never took us into bumpy air, and kept up a dialog laced with humor and sightseeing facts.  It was easy making (email) arrangements and appointments, all the staff were friendly, they picked us up near our cruise ship, and returned us when the tour was over.  I was really happy I did this.  Also, I know helicopters are popular, and each to his own, but this fixed wing airplane was way smoother than bouncing around in a helicopter.  I felt safe, and enjoyed the entire flight, in no small part because of Eric.",Couples,0,2018-10-23,TripadvisorReviewScraper,0,English,1,Miami,FL,United States,1,114,630,2,0,0.01904761904761905,0.9849,0.242,0.033,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,-0.3017,0.9857,1,0,1,0.631,1,0,0.0,0,0,0.7269,1,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
Dwayne R,,5,Jan 2022 • Couples,Must do trip!,The entire staff was incredible! Aaron made the flight alot of fun. Got good pictures of whales on the Hana side of the island. The scenery was amazing on a beautiful day. What a way to wrap up a trip to Maui. Will definitely do this again,Couples,0,2022-01-28,13-98_attraction_product_review_2025-02-27,0,English,1,,,Unknown,0,47,239,3,1,0.03347280334728033,0.9508,0.302,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.9508,0.9508,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.63375,1,0,0,Other/Unspecified
Carol  S,"Port Orchard, WA",5,,So Worth The $$$,"We did this halfway through our vacation and it was great. Husband keeps commenting about seeing some of the sights we'd already been to but from a different angle, just incredible. Eric, the pilot, was quite entertaining.",Unknown,0,2018-05-27,TripadvisorReviewScraper,0,English,1,Port Orchard,WA,United States,1,37,222,4,0,0.013513513513513514,0.7808,0.167,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0.6249,0.6474,1,0,0,0.4927,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
Shirley R,,5,Sep 2019 • Couples,Something different!,We have done helicopter tours before and chose the biplane as something different. Really enjoyed the smooth ride and open air cockpit.,Couples,0,2019-09-22, TripadvisorReviewScraper,0,English,1,,,Unknown,0,22,135,2,0,0.014814814814814815,0.5563,0.146,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5563,0.5563,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
Andrea R,,5,Dec 2023 • Couples,INCREDIBLE TOUR,"WOW! I wish I could give this tour more stars! Our pilot Josh was outstanding! Between the incredible views, smooth flying and knowledge of the island, this is easily one of the best tours on the island. They fly over sights and views which are not accessible any other way. Staff were really accommodating and the grounds staff did an excellent job. HIGHLY RECOMMEND this tour AND requesting Josh as your pilot!",Couples,0,2023-12-06,TripadvisorReviewScraper,1,English,1,,,Unknown,0,72,412,2,4,0.0703883495145631,0.9817,0.3,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.9817,0.9817,0,0,0,0.51625,1,0,0.0,0,0,0.5719,1,0,0.0,0,0,0.3825,1,0,0,Other/Unspecified
Karen R,"Austin, TX",5,Aug 2020 • Solo,Amazing experience,"I was lucky to fly with only two others in a small plane piloted by Doug. He gave us an excellent description of what to expect at each point in the flight. There were some clouds in front of Denali, but we got a partial view. We saw glaciers, canyons and stunning rock formations. The pilot enjoyed it as much as we did. I worked with the staff for several days off rescheduling for weather and always appreciated having the option of a full refund. I recommend K2 flights.",Solo,0,2020-08-09,K2 Aviation,0,English,1,Austin,TX,United States,1,89,474,2,0,0.02109704641350211,0.9628,0.205,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0.7579,0.9481,1,0,0,0.5106,1,0,0.2553,1,0,0.5106,1,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
Bob K,Winterset,5,Oct 2012 • Friends,Spectacular Trip,"This trip was everything that I expected. At the start, the welcoming "" ground crew"" was very informative courteous and efficient.  The flight was beautiful.  We saw things so much more clearly than we could have from the ground, especially the Waiimea Canyon.  The pilot eas very informative and entertaining ( flew well too)",Friends,0,2012-11-04, TripadvisorReviewScraper,0,English,1,Winterset,,Unknown,0,54,326,2,0,0.024539877300613498,0.967,0.33,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.967,0.967,0,0,0,0.6444,1,0,0.0,0,0,0.6772499999999999,1,0,0.0,0,0,0.5034,1,0,0,Other/Unspecified
lhamilt77,"Philadelphia, PA",5,,Grand Canyon Deluxe South Rim Tour was amaaaaazing!!,"Short review: 
DO IT!!!!  Westwind Air Service ROCKS!

Long review:
Why did we take this tour - We opted to do this tour because we were staying in Phoenix, and didn't want to spend 8 hours alone just driving to/from the Canyon.  So chose to cut our travel time down by 75% and fly!  We also wanted the experience of walking in the Canyon, as well as flying over it and getting in some other sights along the way.

Transport - We were picked up and dropped off at our hotel in downtown Phoenix in a timely manner.  Vehicle was a big and roomy Yukon.

Airport office - Westwind makes sure you're good to go on snacks.  Pretty much anything you could want they have.  And even their bathroom is fully stocked for the ladies.  

Staff - Pleasant, knowledgable, and incredibly friendly!!  

Plane - Roomy, safe, well appointed.  I believe we were in one of their Cessna 207's.  Prior to boarding, each of the couples (there were 3 of us, so a group of 6 total) were able to take our own photos in front of the plane.  The tour company takes a pic, and also took cell phone pics for us too.

Departure Flight - Flight comes with a pre-recorded (but nice!) narrated tour you listen to both to/from the Canyon.  Every now and then the pilot would voiceover and ask how we all were doing.

Tour - Landed in Grand Canyon Airport and were transported by Pink Jeep Tours.  Made three photo stops throughout the Canyon.  Driver was very knowledgeable and friendly as well.  The views were breathtaking and well worth the trip.  We stopped at a hotel/cottage that had another viewpoint of the Canyon and ate our box lunches. Sandwiches, chips, cookies, granola bar, apple, water.  Could have got other nibbles and visited gift shops but opted to eat box lunch and relax.  A surprise, we got a Grand Canyon DVD from Pink Jeep, wasn't expecting that!

Return flight - We took an aerial tour of the Canyon (note, I think this would have happened on the departure, but was a bit cloudy so we did it on the return).  The aerial tour was the money shot in my opinion. Once in a lifetime, truly.  How many ppl do you know that have gone to the Canyon?  Now...how many do you know that have flown over it for  20+min?  

Like I said DO IT!!! :-)",Unknown,0,2015-01-02,34_566_attraction_review_2025-03-04,1,English,1,Philadelphia,PA,United States,1,408,2224,8,13,0.0368705035971223,0.9897,0.12,0.02,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0.9562,0.9923,1,0,0,0.0,0,0,0.0,0,0,0.70735,1,0,0.3592,1,0,0.1395,1,0,0,Other/Unspecified
KTTRAVELS1,"Cincinnati, OH",5,Aug 2019,Awesome trip Denali,"We took the grand tour around Denali and it was totally awesome as heck!!!  Very cool!!  Tour was very in depth and we got to circle around Denali.  We were not able to land on the Glacier, but that was ok.  The views were phenomenal.",Unknown,0,2019-10-29,K2 Aviation,0,English,1,Cincinnati,OH,United States,1,45,234,3,5,0.03418803418803419,0.8577,0.203,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9033,0.4215,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.21075,1,0,0,Other/Unspecified
Megi P,,5,Apr 2019 • Couples,Maui plane ride,This was an amazing experience! Eric made sure we were comfortable and made the “co-pilot” experience a lot of fun. He made sure he saw all the sights through the ride and had good picture moments. Would highly recommend it!,Couples,0,2019-04-06,32_2137_Maui Plane Rides_2025-03-04,1,English,1,,,Unknown,0,40,224,3,2,0.017857142857142856,0.9651,0.399,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.9651,0.9651,0,0,0,0.836,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
Laura W,"Minneapolis, MN",5,Jun 2024 • Family,Great views of Denali,"My husband and I took the Mountain Voyager with Glacier landing. Daniel, pilot, was extremely knowledgeable about the area, identifying the various mountains and geography.  We were there on a perfect blue bird day and were able to clearly see Mount Denali. Adding the glacier landing made this an exceptional experience. We had a limited amount of time so we wouldn't have gotten to Denali National Park without the  glacier landing. We got so close to the mountain and were able to check the box on another National Park. Highly recommend!",Family,0,2024-07-12,29_110_Mountain Voyager Flightseeing tour from Talkeetna_attraction_product_review_2025-03-01,1,English,1,Minneapolis,MN,United States,1,91,541,4,1,0.033271719038817,0.8217,0.099,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.8217,0.8217,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,-0.04526,0,0,0,Airplane
Hank V,,5,Apr 2018 • Family,Spectacular way to see the Grand Canyon,"How do you beat your 12 year old expressing his thoughts,"" This was the best vacation of my entire life. It was amazing."" That was all of our thoughts after taking the helicopter ride with Nate over the Grand Canyon on the Maverick helicopter. Top notch people at the counter, great pilot who was knowledgeable but gave us time to talk with each other and just take in the incredible view, and feeling very safe while in the air. I would recommend the Maverick helicopter tours to everyone.",Family,0,2018-04-16,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",0,English,1,,,Unknown,0,88,490,7,0,0.022448979591836733,0.9417,0.182,0.0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0.9201,0.8515,1,0,0,0.8397,1,0,0.0,0,0,0.8397,1,0,0.0,0,0,0.64925,1,0,0,Helicopter
Ben C,Roseville,5,Apr 2015 • Family,The views!,"Thanks Capt Josh for a wonderful flight.  We had a private charter for 4.  Weather was perfect for a 230pm flight.  Saw the island from a completely different perspective.  We felt much safer in a plane than in a helicopter, and more affordable.  We have so many awesome photos and a video too.  Staff and service is excellent and personable.  Must do!!!",Family,0,2015-04-07,Wings Over Kauai Air Tour,0,English,1,Roseville,,Unknown,0,62,354,2,3,0.02824858757062147,0.9721,0.31,0.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0.9721,0.9721,0,0,0,0.0,0,0,0.5719,1,0,0.5719,1,0,0.4215,1,0,0.0,0,0,0,Airplane
svwispern2015,"San Carlos, CA",5,May 2015 • Couples,Highlight of our Trip !,"We took the Bi-Plane tour on May 24 and could not recommend it more. The staff was all great, and since I am a  Flight Instructor in California I can say our pilot Harry was outstanding. Informative, safe, and very knowledgeable of his plane and the the tour. Great commentary during the flight about all that you would never see by road. The plane was built in 2002 as a copy of the original ones and is very well cared for. You can tell that Harry loves his job and his plane. Fly with them anytime and enjoy the experience.",Couples,0,2015-05-26, TripadvisorReviewScraper,0,English,1,San Carlos,CA,United States,1,100,526,5,0,0.03231939163498099,0.9811,0.253,0.018,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.9811,0.9811,0,0,0,0.8442,1,0,0.0,0,0,0.8442,1,0,0.0,0,0,0.0,0,0,1,Other/Unspecified
Jessica B,,5,May 2015 • Family,Loved it,"This is a bucket lister for sure. We called one day ahead and made the reservation with ease. I must say the young men who answered the phone had some of the nicest manners I have heard in a while.  The reservation was easy, and although they couldn't provide transport to the airport, we got a cab through the front desk at the Maswik. It was 27 bucks each way for 4 adults to be driven out of the park and into the little town of Tusayan where the airport was located.  The office is very nice with comfortable seating, gift shop, snack bar, clean restrooms.  They weigh you, and then you wait til your pilot comes and calls your group. We were a family of four, plus 2 singles, and the pilot, with one empty seat. They tell you where to sit according to weight distribution, so no fights about getting the front or back row.  Our pilot was BJ. and he was very clean cut and personable and prfessional. He also cracked a few jokes and posed for a pre flight pic. He tells you all the rules, is very calm and reassuring. This was my second heli flight so I knew what to expect, but nothing can prepare you for the moment the craft flies over the edge of the canyon. What a freakin thrill. We flew over the canyon for about half an hour before heading back over the rim and back to the airport. The whole time B.J. pointed out landmarks and answered questions and cracked jokes.  This trip provides you with unparalleled views. They also video tape the whole flight so you can enjoy it later without having to worry about a viewfinder. Highly recommend it if you can swing it moneywise, you will not be sorry.",Family,0,2015-06-02,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,English,1,,,Unknown,0,303,1609,2,0,0.01678060907395898,0.9822,0.131,0.022,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0.872,0.9745,1,0,0,-0.06743333333333333,0,1,0.0,0,0,0.67285,1,0,0.0,0,0,0.0,0,0,0,Helicopter
Anjl R,"Seattle, WA",5,Mar 2022,Invest your Grand Canyon dollars here!!,"PLEASE do yourself a favor and book this experience. I'm traveling solo, but you may not get seated w your partner on the helicopter, as everyone is distributed by weight. I took the advice of other reviews and booked a time earlier in the day, for the clearest views. I was inspired and excited and not gonna lie, a bit weepy but in the best of ways and I held it together on the outside. 
Everyone at Maverick was professional and friendly and made this whole experience a joy. Our pilot was Forrest, and he was an amazing host and guide.",Unknown,0,2022-03-29,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",0,English,1,Seattle,WA,United States,1,101,540,6,0,0.025925925925925925,0.9846,0.268,0.025,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.694,0.9817,1,0,0,0.5859,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Helicopter
Stephen W,"Vancouver, Canada",5,Feb 2013 • Couples,Air Ventures Kauai Tour,"The flight was an excellent way to see all parts of the island, especially the NaPali coast. Our pilot (Paul) made sure everyone could see the sites regardless on which side of the plane you were on.  He was funny and seemed very knowledgeable about the island. The flight was smooth and fun. We liked that it's an eco-friendly way to see the island as well! Would definitely recommend this tour.",Couples,0,2013-02-11, TripadvisorReviewScraper,0,English,1,Vancouver,,Canada,0,71,396,4,1,0.022727272727272728,0.9665,0.264,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.9665,0.9665,0,0,0,0.3182,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5372333333333333,1,0,0,Other/Unspecified
PS60Treks,"Yorktown, VA",5,Sep 2021,Best Glacier Adventure,Must Do. Add to your bucket list. It was the most memorable adventure on our trip and we had many to choose from.,Unknown,0,2021-09-15,K2 Aviation,0,English,1,Yorktown,VA,United States,1,23,113,3,0,0.035398230088495575,0.3774,0.105,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3774,0.3774,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,Other/Unspecified
Kent E,"Walnut Creek, CA",5,Dec 2019,Must-Do Hana Experience!!,"My wife and I recently went on this tour, and we were blown away by how amazing it was! From the moment we arrived we knew we made the right choice with Maverick. The check-in process was quick and easy, and we were on our way in no time. Of all of the stops we made driving on the Road to Hana, this helicopter trip was the most memorable by far. Our pilot Felix was incredible and expertly put down the helicopter in the middle of the jungle. Once landed, he provided us with fresh fruit and champagne as we explored the lush environment. This moment itself made the trip worthwhile, let alone the incredible views and insightful commentary he provided. We will definitely be going on this trip again!!",Unknown,0,2019-12-11,13-98_attraction_product_review_2025-02-27,1,English,1,Walnut Creek,CA,United States,1,130,704,3,3,0.018465909090909092,0.9077,0.12,0.041,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0.9077,0.9077,0,0,0,0.0,0,0,0.0,0,0,0.1779,1,0,0.0,0,0,0.1027,1,0,0,Other/Unspecified
Paige,,5,May 2022 • Couples,Amazing!!,Was an amazing tour!! We live in the city and it was such a fun way to see it from another angle!! The captain was great and informative and the plane was so so cool. Would definitely recommend this!,Couples,0,2022-05-22,36_854_Seaplane Adventures_2025-03-04,0,English,1,,,Unknown,0,39,199,1,5,0.020100502512562814,0.9689,0.398,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.9689,0.9689,0,0,0,0.8146,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
Nusrat P,,2,,"Right side rewards, left side regrets.","This sightseeing flight offered some beautiful views, but I found the experience heavily favored passengers on the right side of the aircraft. As a left-side passenger, my view was primarily of the shoreline, and I missed out on many of the central island's key attractions like the mountains, canyons, and waterfalls. To maximize your experience, I'd strongly recommend requesting a right-side seat. Additionally, strategically maneuvering the aircraft to provide brief, alternating views of key landmarks for both sides of the plane could help ensure a more equitable experience for all passengers.",Unknown,0,2025-02-24,TripadvisorReviewScraper,0,English,1,,,Unknown,0,91,600,6,0,0.011666666666666667,0.9724,0.245,0.026,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5994,0.967,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6187999999999999,1,0,0,Other/Unspecified
Joanne S,"Manhattan Beach, CA",5,Aug 2019 • Couples,Worth the money,A colleague said it was worth the money to do a flight-seeing tour around Denali and he was right. Staff was friendly and knowledgeable. Beautiful views of the mountain that you cannot get from the ground.,Couples,0,2019-09-08,Talkeetna Air Taxi,0,English,1,Manhattan Beach,CA,United States,1,36,205,3,0,0.01951219512195122,0.8402,0.225,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.8402,0.8402,0,0,0,0.0,0,0,0.0,0,0,0.5466500000000001,1,0,0.2263,1,0,0.5994,1,0,0,Airplane
HulaHula80,New Jersey,5,,Breathtaking Experience!,"Bruce and Ellen are warm and welcoming!  Bruce begins the plane ride with an interesting check-off list for the plane which simply educates the passengers about the plane and sets the stage for an amazing ride over the island of Kauai.  My 10 year old daughter and I had a fabulous experience and felt very safe, and Bruce's commentary on the island was enlightening.  The plane ride was quiet (Bruce has top-of-the-line headsets which we used to communicate with) and the plane ride was very smooth.  Mahalo to Wings over Kauai for adding to our love of this island!  Gina and Sophia, Aloha from the Garden State to the Garden Island!",Unknown,0,2008-08-22,Wings Over Kauai Air Tour,0,English,1,,NJ,United States,1,111,635,2,3,0.029921259842519685,0.9783,0.206,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.9783,0.9783,0,0,0,0.5539,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5666500000000001,1,0,0,Airplane
HombreAzul,"Toledo, Spain",5,Aug 2019,Extraordinario,No sé cuál será tu presupuesto de viaje al cañón del ColorDo pero la experiencia de ver el Parque Nacional desde el aire no tiene comparación con cualquier otra vista del cañón . Te recomiendo esta compañía para esta experiencia pues son muy atentos y profesionales. El piloto será quien te reciba en el hall y será también quien te dé todas las explicaciones en el aire. Hay cuatro asientos detrás y dos delante. Obviamente la experiencia no tiene nada que es si vas en el centro o delante por lo que nosotros pedimos los de delante para nuestras parejas y nos los concedieron aunque la colocación la hacen por peso. Cuando termines el tour el piloto te hace fotos si se lo pides. Una gran experiencia!,Unknown,0,2019-08-27,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,Spanish,0,Toledo,,Spain,0,127,703,1,1,0.015647226173541962,-0.7088,0.0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.7088,-0.7088,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Helicopter
Wynnermath,Texas,4,Aug 2022,BREATHTAKING!!,"This was supposed to be the ""cherry on top"" for our family Alaska trip, since our daughter is a mountain girl and pilot. Due to weather, we weren't able to fly as high as planned, and fresh snow prevented landing/walking on glacier. (Sad!) 
Regardless, it was INCREDIBLE!!!! THE FOOTHILLS ALONE WERE MAGNIFICENT!! 
Pilot let our pilot girl be ""co-pilot"" (no controls, of course!) 
Great experience! Courteous, helpful staff. Half refund since couldn't do what booked. Great communication from 6 months out til trip.",Unknown,0,2022-09-25,K2 Aviation,0,English,1,,TX,United States,1,83,515,1,9,0.10097087378640776,0.9704,0.253,0.027,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.9704,0.9704,0,0,0,0.10115,1,0,0.34,1,0,0.7269,1,0,0.0,0,0,0.27115,1,0,0,Other/Unspecified
Sandra D,Columbus,5,Jun 2012 • Family,Great service...knowledgeable,"Absolutely magnificent tour.  Wonderful staff.  Helpful pilots.  When you have a snowball fight on a glacier, what's not to like?",Family,0,2012-06-12,Talkeetna Air Taxi,0,English,1,Columbus,,Unknown,0,20,129,2,0,0.031007751937984496,0.8045,0.382,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.8045,0.8045,0,0,0,0.4215,1,0,0.0,0,0,0.5719,1,0,0.0,0,0,-0.5733,0,1,0,Airplane
Brooke L,,5,Apr 2023 • Couples,A must,Hands down a must. I surprised my bf on our vay cay to Seattle was def worth the 3 hr drive. Davis was so amazing! He took some great photos of us before the flight. The views were amazing and he was so informative. I’ve never seen my bf so happy!! Daniel was amazing as well.,Couples,0,2023-04-25,20-459_Envi Adventures_2025-02-27,1,English,1,,,Unknown,0,56,276,2,3,0.028985507246376812,0.9851,0.402,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9851,0.9851,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.4215,1,0,0.5859,1,0,0,Other/Unspecified
Perky5050,Spokane,5,Oct 2011 • Family,Breathtaking Views!!!,"Our Family's Experience With Air Ventures Hawaii, Was Completely ""Breathtaking"", As Well As ""Unforgettable"".... My husband and two daughters were completely captivated by all the Beauty that was experienced from the air...  Paul, was an ""Amazing"" pilot and he took us on quite an Adventure!!!  The Island is so beautiful by land travel, but it's absolutely ""Exquisite"" by air...  If you get the chance to take this Air Adventure, Take It....!!!!  We'll be back next year as well, and the year after that, and the year after that and........etc.!!!",Family,0,2012-06-11, TripadvisorReviewScraper,0,English,1,Spokane,,Unknown,0,89,547,2,10,0.051188299817184646,0.9552,0.202,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.9552,0.8507,1,0,0,0.3774,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.458,1,0,0,Other/Unspecified
george r,"Richboro, PA",5,Jun 2011,fantastic airplane tour of Kaua'i Very reasonable rates and friendly people.,"Highy recommend this trip.Tthe pilot Dr. Bruce was also most informative about the sites, anecdotes and history. Knew good places to visit or to eat at. Great time! Don't miss it.",Unknown,0,2011-06-12,Wings Over Kauai Air Tour,0,English,1,Richboro,PA,United States,1,31,179,11,1,0.03910614525139665,0.8817,0.294,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.8817,0.8817,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
Gilbert and Gaston,"Nassau, New Providence Island",5,,Perfect family adventure,We can’t say enough about Miami Seaplane.  It was wonderful from start to finish. We felt safe and more than that our pilot Tony and boat captain Yanni were both delightful. They were incredibly sweet with our young children as well. We would definitely do this again and it was a memorable adventure !!,Unknown,0,2024-11-13,45_15_Seaplane Flight From Miami with Lunch in the florida keys _2025-03-06,0,English,1,Nassau,,New Providence Island,0,54,303,3,2,0.0297029702970297,0.9656,0.317,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.9656,0.9656,0,0,0,0.7717,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
Kathy H,"Livingston, LA",5,Sep 2014 • Friends,Glacier landing and fly over,"This was a most rewarding experience, of course, the weather was perfect. Our pilot was very knowledgeable and pointed out the sights we were seeing as well as informative on the Alaskan weather, the climate, the rights of the people on settling there and etc. A great flight, smooth on takeoff and landing. The plane performed wonderfully. I would recommend this adventure to anyone visiting the Talkeetna area.",Friends,0,2014-09-17,Talkeetna Air Taxi,0,English,1,Livingston,LA,United States,1,68,412,5,0,0.01699029126213592,0.9706,0.281,0.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.9706,0.9706,0,0,0,0.2732,1,0,0.5427,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
Edward L,"Anchorage, AK",5,Jun 2022,Reliable Air Taxi,"Talkeetna Air Taxi is highly recommended - i have flow the Denali trip with Glacier landing several times and my confidence in TAT improves with each trip - - they very professional, personal and extremely knowledgeable about the area in which they fly.",Unknown,0,2022-07-16,Talkeetna Air Taxi,0,English,1,Anchorage,AK,United States,1,43,253,3,0,0.03162055335968379,0.8016,0.185,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8016,0.8016,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.8016,1,0,0,Airplane
