user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_assurance,fear_anxiety,thrill_arousal,flow_experience,fear_trans,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,sentiment_pre_but,sentiment_post_but,has_adversative_conjunction,discourse_shift_pos2neg,discourse_shift_neg2pos,pilot_sentiment,pilot_pos,pilot_neg,weather_sentiment,weather_pos,weather_neg,ground_staff_sentiment,ground_staff_pos,ground_staff_neg,price_value_sentiment,price_value_pos,price_value_neg,scenery_sentiment,scenery_pos,scenery_neg,special_occasion,aircraft_type
davidsongt,"Guatemala City, Guatemala",5,Jun 2014 • Couples,Great glacier landing and view of Mt McKinley and surroundings,"K-2 Aviation and their staff and pilots really love their jobs which makes our travels all that much better. For me the highlight of our 8 passenger single engine flight was the upclose view of the snow covered mountains and landing on a 13,000ft high glacier. A view of 20,237ft Mt McKinley up close was the best because frankly, we had the best clear skies you could want. Loved it. Recommend highly...",Couples,0,2014-06-12,K2 Aviation,1,English,1,Guatemala City,,Guatemala,0,72,404,10,0,0.022277227722772276,0.9808,0.322,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.9808,0.9808,0,0,0,0.8122,1,0,0.9062,1,0,0.8122,1,0,0.0,0,0,0.6231,1,0,1,Other/Unspecified
Alyssa,,5,Aug 2020 • Family,Phenomenal,"All I can say is WOW. This was truly a once in a lifetime experience. Our pilot, Carla, was so knowledgeable and amazing. I can’t recommend this tour enough and I felt like my money was well spent. We even got to see wild bison! If you only have one day to see the Canyon then this is a great value.",Family,0,2020-09-03,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,1,English,1,,,Unknown,0,61,299,1,1,0.043478260869565216,0.9761,0.351,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.9761,0.9761,0,0,0,0.6204,1,0,0.0,0,0,0.0,0,0,0.7424,1,0,0.7579,1,0,0,Other/Unspecified
Lance T,,5,Dec 2017,Amazing Experience!,"This sight seeing flight was truly amazing.  We circled the entire island, overflew the “Grand Canyon of the Pacific” and saw several incredible waterfalls, all with exceptional narration from our wonderful pilot, Kevin.  A not to miss experience when you are on Kauai.  It will be the highlight of your visit!",Unknown,0,2017-12-10, TripadvisorReviewScraper,0,English,1,,,Unknown,0,51,310,2,1,0.02903225806451613,0.9265,0.244,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0.9265,0.9265,0,0,0,0.5719,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5719,1,0,1,Other/Unspecified
Peggy247,"Arcata, CA",5,Apr 2013 • Couples,Slice of heaven,"A gift for my 68th b-day. What a treat. My husband is an experienced fixed wing airplane pilot so our flight with the owner/pilot, Bruce, was designed to view Kauai from above AND to share with a fellow pilot, the joys of such an experience. Bruce and his Cessna 172 were more than up to the task. It was a very informative opportunity to learn about Kauai wonders with a career islander who loves what he does. The staff was very professional and the flight a highlight of our time on Kauai.",Couples,0,2013-05-11,Wings Over Kauai Air Tour,0,English,1,Arcata,CA,United States,1,92,492,3,0,0.028455284552845527,0.9594,0.203,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.9594,0.9594,0,0,0,0.32985,1,0,0.0,0,0,0.34,1,0,0.0,0,0,0.6597,1,0,1,Airplane
rashellehartley16,"Draper, UT",5,Jul 2018 • Couples,Perfect!,Personal and perfect plane ride! Customized to what we wanted. Highly recommend!! Excellent experience. Highlight of our trip. We will be back to take another flight.,Couples,0,2018-07-26,32_2137_Maui Plane Rides_2025-03-04,0,English,1,Draper,UT,United States,1,26,166,1,3,0.03614457831325301,0.9293,0.385,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9293,0.9293,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,Airplane
Col D,Gold Coast,5,Oct 2013 • Couples,Scenic Highlights tour,"We were initially a bit disappointed when the helicopter tours were booked out and opted for a fixed-wing Highlights tour instead. Good move! We saw much more of the canyon when we did a helicopter tour a few years ago, and loved every minute of it. The staff - both on the phone, at the counter and the aircrew - are fantastic. Without exception, they are courteous, friendly and very helpful.  I would have no hesitation whatsoever in recommending this tour - well done Scenic!!",Couples,0,2013-10-20,8 -690_Grand Canyon Scenic Airlines_2025-02-27,0,English,1,Gold Coast,,Unknown,0,85,480,3,3,0.016666666666666666,0.9483,0.236,0.076,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.9483,0.9483,0,0,0,0.0,0,0,0.0,0,0,0.5574,1,0,0.0,0,0,0.15170000000000003,1,0,0,Airplane
Michael S,,5,Oct 2017 • Couples,2 day get away,Great time. Pilot was friendly knowledgeable  greatest his job. Flight was comfortable. Office staff was spot on with the pilot.  Highly recommended.,Couples,0,2017-10-21,K2 Aviation,0,English,1,,,Unknown,0,22,149,4,0,0.03355704697986577,0.9509,0.498,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.9509,0.9509,0,0,0,0.4063,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
shaun m,,5,Jan 2024 • Couples,Exciting and beautiful,"Everything was great. Totally recommend this tour if you’re looking for a cheaper option compared to the helicopter tour. Saw so many amazing things, the Na poli coast is breathtaking. Pilot was calm and very informative.",Couples,0,2024-01-10, TripadvisorReviewScraper,1,English,1,,,Unknown,0,36,221,3,0,0.02262443438914027,0.9457,0.352,0.0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.9457,0.9457,0,0,0,0.3182,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.7951,1,0,0,Other/Unspecified
FitzSB,,5,Oct 2024 • Couples,One of a kind tour,The views were amazing and our pilot Nick did an excellent job giving us the highlights and adding his personal touch since he grew up in Kauai.,Couples,0,2024-11-04, TripadvisorReviewScraper,0,English,1,,,Unknown,0,27,144,5,0,0.020833333333333332,0.872,0.292,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.872,0.872,0,0,0,0.872,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.872,1,0,0,Other/Unspecified
travellover1213,"Port Richey, FL",5,Jul 2011,A wonderful way to see Kauai,"My wife and I went on AIr ventures the 2nd day of our cruise time in Kauai. We had wanted to do a helicopter ride, but the price of air ventures made the decision for us. It was a great way to see beautiful Kauai. The pilot was very knowledgeable. The flight was a little bumpy but well worth it. It gave you a look at a lot of the area that you can't get to by car. We loved this trip and would recommend it to anyone.",Unknown,0,2011-07-21, TripadvisorReviewScraper,0,English,1,Port Richey,FL,United States,1,88,419,6,0,0.028639618138424822,0.9781,0.242,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0.0,0.9781,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.279,1,0,0.0,0,0,0,Other/Unspecified
Compass37N122W,"Munich, Germany",4,Aug 2019,Toller Rundflug über den Grand Canyon,"Ein tolles Erlebnis. Der Blick von oben in den Canyon und auf den Colorado River ist echt beeindruckend. Wir waren zu viert (2 Erw., 2 Kinder), insgesamt waren 6 Passagiere und der Pilot an Bord. Wir sind von Tusayan aus gestartet. Der Pilot gibt während des Flugs noch ein paar hilfreiche Infos zum GC und der Umgebung. Auch wenn man vom hinteren Sitz (Mitte) nicht den perfekten Blick nach vorne hat (zur Seite ist ohnehin wichtiger), hat sich der Flug auf alle Fälle gelohnt. 
Sehr zu empfehlen!!!",Unknown,0,2019-09-01,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",1,German,0,Munich,,Germany,0,87,500,6,3,0.06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Helicopter
Laurel J,,5,Dec 2021,What a view!,"We did a winter explorer tour, the only one available in winter. Since it is just my husband and I, we upgraded our ride to a helicopter. Paul, our pilot is experienced and very knowledge about the area. We did hit a bit of turbulence so be aware if you have motion sickness.
Staff is very friendly and the drive to the location is actually en route to the drive from Anchorage to Fairbanks. So if you are planning to drive from Anchorage to Fairbanks, you can squeeze the trip along the way!",Unknown,0,2021-12-22,Talkeetna Air Taxi,0,English,1,,,Unknown,0,93,492,3,1,0.022357723577235773,0.5838,0.041,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0.5838,0.5838,0,0,0,0.0,0,0,0.0,0,0,0.5413,1,0,0.0,0,0,0.0,0,0,0,Airplane
Kirstie,,5,Jun 2022 • Couples,Highlight of trip,"Absolutely worth every penny!  The pilot was extremely knowledgeable and pointed out points of interest as well as history of the canyon.   Views were spectacular,  highly recommend!",Couples,0,2022-07-16,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",1,English,1,,,Unknown,0,27,182,3,2,0.016483516483516484,0.8648,0.317,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.8648,0.8648,0,0,0,0.6249,1,0,0.0,0,0,0.0,0,0,0.2944,1,0,0.5225,1,0,1,Helicopter
ellenp746,"Aurora, CO",5,Nov 2012 • Family,Wow!,Thanks it was a wonderful experience!!  I saw things that I would not have had the opportunity to see otherwise; it was fantabulous!!  Ellen,Family,0,2012-11-21, TripadvisorReviewScraper,0,English,1,Aurora,CO,United States,1,24,140,1,4,0.02857142857142857,0.8902,0.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8902,0.8902,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
geli123,miami,5,Mar 2021,We LOVED it!,"Everything about this was perfect.  We were scheduled for 3pm and we received a call asking if we could arrive earlier due to changing weather.  
Upon arriving they explained that glacier landing would not be likely since the clouds were moving quickly and snow approaching.
Pilot was amazing and skies cleared making landing posible.
Highly recommend this tour.",Unknown,0,2021-04-09,K2 Aviation,0,English,1,miami,,Unknown,0,58,362,3,0,0.013812154696132596,0.8932,0.181,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.8932,0.8932,0,0,0,0.6369,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
Marion T,,5,Jul 2023 • Family,Fly high over Kauai,"Amazing views from 3000 feet up. With the ship not doing the NA Pali coast it is a must, and reasonable.",Family,0,2023-07-29,TripadvisorReviewScraper,1,English,1,,,Unknown,0,21,104,4,0,0.04807692307692308,0.5859,0.167,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.5859,0.5859,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.29295,1,0,0,Other/Unspecified
Peter0715,,5,Jul 2019 • Solo,Highlight of my Alaska vacation,"This was the first stop on my Alaskan vacation and it was by far the most memorable.  A Talkeetna Air driver picked me up in this picturesque town (think Northern Exposure) and dropped me off at the airport a mile away.  There I was greeted by a friendly representative who cautioned that the questionable weather could impact the views of Denali and the possibility of a glacier landing.  Lucky for me, Leanne (the pilot) assured me that we were going in the opposite direction of the the thunder and lightning.  Having donned the headphones hanging on the strap, Leann explained what we were seeing and the gave us an unforgettable tour. We flew around the Denali summit and came in for a smooth landing on a glacier where we took lots of pictures and videos.  I highly recommend doing this if you are anywhere near Denali.",Solo,0,2019-08-02,Talkeetna Air Taxi,0,English,1,,,Unknown,0,146,825,5,0,0.02181818181818182,0.8999,0.109,0.029,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.8999,0.8999,0,0,0,0.6486,1,0,0.4767,1,0,0.0,0,0,0.0,0,0,0.23835,1,0,1,Airplane
William B,"Portland, OR",5,Apr 2013 • Couples,Incredible Way to See the Whole Kauai,"We love this air charter tour company and have taken their tours several times while on Kauai. Most of Kauai is not viewable because of the terrain, so seeing the island by air is a must at least once while on the island. Wings Over Kauai offers a comfortable air tour of the entire island with spectacular views of the most popular and breathtaking sites the island has to offer, including: waterfalls, coastlines, Waimea Canyon, the inner island, sugar plantations, resort areas, and open sea.

On our last trip, we were thrilled to see several pods of whales swimming in the open sea from the air. Incredible! Throughout the ride, you'll hear about the island (including some history) from the friendly pilot through noise-cancelling headphones. The plane is small, carrying only about 8 passengers and they are always on time with their flights. Be aware that harsh weather will sometimes interrupt the tours, so it's a good idea to call ahead if the weather looks ominous. The flight leaves from the Lihue airport - very easy to find their hanger, just past the main terminal. 

The plane tours offer a much more affordable way to see the island, as opposed to the helicopter ventures. Wings Over Kauai also gifts you with a lovely DVD as a thank you gift for taking their flight. My spouse and I will be watching our videos (both theirs and those that we took in flight) many times to remember this special trip. Highly recommended.",Couples,0,2013-05-03,Wings Over Kauai Air Tour,0,English,1,Portland,OR,United States,1,250,1438,7,1,0.01808066759388039,0.9865,0.15,0.028,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0.9865,0.9865,0,0,0,0.4939,1,0,-0.5456,0,1,0.0,0,0,0.0,0,0,0.35972,1,0,0,Airplane
Windy S,,5,May 2024 • Couples,Best experience of our Alaskan cruise!,"This was the highlight of our Alaska cruise! The pictures can't even do it justice. Steven, the pilot, shared lots of great info and took us over the most amazing sights. When we passed over a whale, he circled once so everyone could see it. Same thing when he spotted a black bear eating dandelions! Leanne, the shuttle driver, was sweet as can be. And their dog was so friendly and adorable. If you can only afford one shore excursion during your cruise, do this one!!!",Couples,0,2024-05-15,SeaWind Aviation,1,English,1,,,Unknown,0,86,471,6,5,0.01910828025477707,0.982,0.27,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0.982,0.982,0,0,0,0.8908,1,0,0.0,0,0,0.4588,1,0,0.0,0,0,0.0,0,0,1,Other/Unspecified
pnevans,"Rancho Palos Verdes, CA",5,Jun 2014 • Couples,Denali Flightseeing,"The Denali flightseeing adventure was oustanding. Beautiful day, 10 passenger plane, smooth flight, great pilot and the most unbelievable views of the mountain and glaciers. In 40 + years of traveling I think this was the most outstanding excursion I have ever experienced. Some of our travel group was ambivalent about the flight but everybody came away from the experience in awe. You have to do this.",Couples,0,2014-07-04,K2 Aviation,0,English,1,Rancho Palos Verdes,CA,United States,1,67,403,2,0,0.019851116625310174,0.8439,0.173,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.953,0.0,1,0,0,0.8777,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.8777,1,0,0,Other/Unspecified
mkswan618,"Boise, ID",5,Jun 2022,Fantastic trip,We had a wonderful air tour of Kauai and would highly recommend! Makoa was an excellent pilot and guide.,Unknown,0,2022-07-05, TripadvisorReviewScraper,0,English,1,Boise,ID,United States,1,19,104,2,1,0.028846153846153848,0.8881,0.411,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.8881,0.8881,0,0,0,0.5719,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
alexglen2016,"Charleston, SC",5,Jun 2024 • Family,Amazing trip!,"Best part of our family Alaskan cruise.  The views were astounding!  Our pilot, Rick , was very experienced and informative. The staff was great. An amazing adventure.",Family,0,2024-06-28,SeaWind Aviation,1,English,1,Charleston,SC,United States,1,27,167,2,1,0.041916167664670656,0.9551,0.454,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.9551,0.9551,0,0,0,0.0,0,0,0.0,0,0,0.6249,1,0,0.0,0,0,0.4215,1,0,0,Other/Unspecified
Antje S,,5,,The Seaplane Adventure,"Our pilot was very nice and did a great flight, around San Francisco, Sausalito , golden Gate Bridge and Alkatraz…. Thank you so much",Unknown,0,2024-11-02,36_854_Seaplane Adventures_2025-03-04,1,English,1,,,Unknown,0,24,133,3,0,0.06015037593984962,0.8655,0.338,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.8655,0.8655,0,0,0,0.8016,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
cramya80,"San Jose, CA",5,Oct 2012 • Family,Memorable experience and the best air tour for family with kids,"I strongly recommend Wings over Kauai, it was a 65 min tour and the pilot ( I forget his name), was so friendly and gave us a thorough commentary of all the spots we saw. The plane ride itself was smooth. Me ( pregnant) with our 3 yr old son and my husband enjoyed it very much. Our son was a champ, he saw the mountains for a while and then fell asleep. The ride was not bumpy or nauseating for me. The headsets keep the noise off the engines... it was quite windy and it was nice that they had blankets. The airplane was small enough to hold 6 of us comfortably. We saw waterfalls, beautiful waimea canyon, sacred pool, Napali coast and the entire island covered with rocky and sandy beaches. This is a must do event, if you are planning to relax and not do anything else. We also recieved complimentary kukui shells lei and a very nice family photo infront of their plane. Thank you WOK for a memorable experience.",Family,0,2012-10-17,Wings Over Kauai Air Tour,1,English,1,San Jose,CA,United States,1,174,917,11,0,0.019629225736095966,0.9859,0.192,0.01,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0.9859,0.9859,0,0,0,0.7793,1,0,0.4215,1,0,0.0,0,0,0.0,0,0,0.53805,1,0,0,Airplane
Sue L,"Los Angeles, CA",3,Jun 2015 • Family,Taquan Air Great Tour but don't appreciate the dishonesty,"When we arrived in Ketchikan on Tuesday, June 23, 2015, it was a beautiful day so we decided to book a seaplane excursion of the Misty Fjords.  We ended up at Taquan Air and everyone was friendly and they showed us a safety video and told us that Taquan Air had a 100% safety rating.  This eased my nerves. Due to the company overbooking, our group of 7 people had to go on the Cessna Caravan, a very nice plane, a little bigger than the DeHavilland Beaver (my husband was disappointed we didn't fly the Beaver but loved the Caravan), and our pilot, Kevin, was wonderful and gave us an amazing tour of the Misty Fjords and landed on a beautiful lake where we were able to get out on the pontoons.  This excursion was a highlight of our trip to Alaska until two days later when we heard about the tragic crash of a seaplane doing the exact same excursion where all 9 people on board perished.  I reassured myself that Taquan Air had a better safety record than ProMech Air, until I came across the below article.

The article made me feel betrayed by Taquan Air, and stupid for not doing more of my own research. The Cruise Lines and the tour companies seem to be too driven by profits that they may not cancel flights when necessary due to bad weather and are enticed into telling customers lies about their safety records so people won't back out of excursions.  I still would've taken the flight had Taquan told me about the 2007 incident, but now I'll never fly with them again.

I'm giving a rating of 3 (wish it could be 2 1/2) because the Pilot, Kevin, was amazing and he seemed like an excellent pilot and made everyone feel very comfortable and deserves 5 stars, but the companies dishonestly about the crash in 2007 deserves ZERO stars.

Alaska News
As Southeast Alaska plane crash victims' life stories emerge, so do echoes of 2007 accident
Nathaniel Herz
June 27, 2015
He cited the 2007 crash that also happened during a tour of Misty Fjords, which an NTSB report a year later blamed on pilot error and inadequate supervision of the Southeast Alaska tour industry by the Federal Aviation Administration. Subsequent recommendations by the NTSB included the installation of webcams in the area and special weather training for tour pilots. 

2007 Misty Fjords crash

Weather in Ketchikan the day of the crash was unsettled, with scattered showers and wind gusts hitting 26 mph.

“Equally impressive are the flight challenges posed by such dramatic terrain and volatile weather conditions,” the filing said.

In the 2007 crash, Ketchikan’s Taquan Air Service had sent three planes on Misty Fjords flight tours.

All three planes were flying through a shallow mountain pass known as “the cut.” The first plane made it through and the third plane’s pilot turned around and took a different route after running into what he described as a “wall of weather” — rain, fog and low clouds — according to news reports.

The second plane, a de Havilland Beaver, crashed in a box canyon and slid 250 feet down an embankment. All five people aboard were killed.

The pilot, 56-year-old Joseph Campbell, had 25 years of commercial aviation experience, but only seven hours of flying experience in Alaska when he was hired by Taquan to fly that summer.",Family,0,2015-06-30,17-653-Taquan Air Tours_attraction_review_2025-02-27,0,English,1,Los Angeles,CA,United States,1,570,3246,9,0,0.029574861367837338,0.7224,0.134,0.122,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0.9259,-0.178,1,1,0,0.13806666666666664,1,0,0.02195999999999999,0,0,0.0,0,0,0.0,0,0,-0.1366,0,1,1,Airplane
Angela W,"Newland, NC",5,Jun 2024 • Family,Amazing summit tour,"This was an experience of a lifetime.  We chose the summit tour with glacier landing. This tour brought us up close and personal with Mt. Denali, as well as many of the other peaks of the Alaskan range. Our pilot, Clay, was knowledgeable and funny, while making us comfortable on our first small plane flight.  We took hundreds of photos on the flight and glacier landing.  The glacier landing was a highlight of the trip. Words aren't sufficient to describe this trip.",Family,0,2024-07-01,Talkeetna Air Taxi,1,English,1,Newland,NC,United States,1,82,469,3,0,0.023454157782515993,0.8658,0.123,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.8658,0.8658,0,0,0,0.7351,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.11333333333333334,1,0,1,Airplane
Michael D,"Tucson, Arizona, United States",5,Dec 2012 • Friends,Virgin Experience,"My wife and I were looking for a way to see all of Kauai without the leg work of hiking a network of trails.  Air Ventures offered us exactly what we wanted and tossed in an added bonus as Paul, our pilot, happened to see a couple of humpback whales shortly after our take-off from Lihue.  He circled the whales giving folks on both sides of the plane a chance to see the wonder of nature.  The trip gave us the opportunity to see the Napali coast, Waimea canyon and all the untouched parts that make up the island of Kauai without having to deal with blisters, muddy clothing and sore muscles.  Thanks Air Ventures for the view of a lifetime; we'll be back to see you again on our next visit!",Friends,0,2012-12-14, TripadvisorReviewScraper,1,English,1,Tucson,AZ,United States,1,132,693,2,1,0.021645021645021644,0.8858,0.102,0.018,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0.8858,0.8858,0,0,0,0.5423,1,0,0.0,0,0,0.0,0,0,0.0772,1,0,0.25880000000000003,1,0,0,Other/Unspecified
Aidan11182,,3,Jul 2014,Amazing except food problems.,Amazing sights. Did helicopter tour and went to all the spots. Amazing. Ask for Chris Wiley as he is the best and most informed helicopter and plane pilot. Problem was that with the ticket you get free lunch and get to choose off an entire menu. But when you order you are only allowed a hotdog or nachos... Not the entire menu even though it's printed on the wall.,Unknown,0,2014-07-05,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,English,1,,,Unknown,0,69,365,4,0,0.024657534246575342,0.7717,0.128,0.025,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.9246,0.0,1,0,0,0.6369,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Helicopter
David H,"Seattle, WA",5,Oct 2021,"Great tour, beautiful views, best value","My sister-in-law is visiting Kauai for a week, and it is her first time here.  Although we are taking her to many of the beaches and beautiful spots on Kauai; to put it all in perspective, I thought about taking her on a helicopter ride.  It had been a few years since I last toured Kauai by helicopter and had not realized how much more expensive, they now are then I remember.  My wife found online Wings Over Kauai Air Tour, and suggested I research.  I reviewed how much they cost for how much time in the air, and I think Wings Over Kauai is half the cost of a comparable helicopter air tour.   So, we booked an afternoon tour in their Air Van.  Huge windows, comfortable seats, and so much quieter than the helicopter tour my wife and I had earlier this year over the Big Island.  I got to sit in the co-pilot seat, my wife and sister-in law were in the row directly behind the pilot and me; there was a 4th passenger directly behind my wife.  Turns out the 4th passenger works for the Hawaii State Parks on Kauai, and he was treating himself to seeing some of what he can never see from the ground.  We lucked out with the weather, and had perfect visibility, and saw so much of the beauty of Kauai, many canyons and waterfalls that can only be seen by air.  The pilot was great, he was also very informative.  Our check-in process was flawless, and I was surprised that there were no upcharges for everyone getting a great view (seat) and perfect opportunities to take lots of pictures.  It was a super blast to sit in the co-pilot’s seat, I just had to remember that I had front and left windows to look through in addition to the large right window at my side.  I highly recommend Wings Over Kauai as a top activity to book while visiting Kauai and for residents too; you will love this.",Unknown,0,2021-10-30,Wings Over Kauai Air Tour,0,English,1,Seattle,WA,United States,1,337,1797,6,0,0.02615470228158041,0.994,0.148,0.006,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0.0,0.994,1,0,0,0.40809999999999996,1,0,0.886,1,0,0.4623,1,0,0.0,0,0,0.8027,1,0,0,Airplane
Mbeene,"Hixson, TN",5,Oct 2016 • Couples,The best!,"Super friendly and informative staff. Our favorite excursion. Great ride and beautiful scenic views. Was really impressed with, Doug, our pilot. Informative and experienced!",Couples,0,2016-11-03,Wings Over Kauai Air Tour,0,English,1,Hixson,TN,United States,1,24,173,2,1,0.03468208092485549,0.9712,0.548,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.9712,0.9712,0,0,0,0.5256,1,0,0.0,0,0,0.7964,1,0,0.0,0,0,0.8402,1,0,0,Airplane
Camille31270,"Pechbonnieu, France",5,Oct 2017 • Family,Impressionnant,"45min impressionnante!!
Après des avis mitigés sur le concurrent Papillon on a sélectionné Maverick et on regrette pas!!!
Service client top, très pro et agréable en même temps.
Boutique sympa pour patienter
Vol super sympa
Un super souvenir.",Family,0,2017-12-18,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",0,Spanish,0,Pechbonnieu,,France,0,38,242,1,5,0.028925619834710745,0.8949,0.241,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8949,0.8949,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Helicopter
pdroz,"Oak Ridge,TN",5,,"Great people, great trip!",We were orignally supposed to do a tour on Christmas Eve. Bruce came back from the flight before ours and said that the Napali Coast was covered by clouds.  He gave us the option to reschedule which we did for a flight a few days later.  The rescheduled flight was super! The weather was excellent and the commentary about the island was excellent. WE got some great photos!  It is a BEAUTIFUL island and Bruce & Ellen are really nice people.  You felt like you were with friends you had known for years. I highly recommend there flight!,Unknown,0,2009-12-31,Wings Over Kauai Air Tour,0,English,1,Oak Ridge,TN,United States,1,98,537,4,3,0.04655493482309125,0.9866,0.281,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0.9866,0.9866,0,0,0,0.3951,1,0,0.4063,1,0,0.0,0,0,0.0,0,0,0.5342666666666667,1,0,0,Airplane
KMes,,5,Aug 2019,Awesome Experience!!,"I have never flown in such a small plane, especially one that takes off from the water. This was such a cool experience and gave such a different view of the islands! The pilot was also super knowledgeable in pointing out specifics of the islands and giving the history of the island as well! This is something I will always remember and would definitely do again, if we revisit the islands!",Unknown,0,2019-08-09,42_260_Northwest Seaplanes_2025-03-06,1,English,1,,,Unknown,0,71,391,2,3,0.01278772378516624,0.9228,0.19,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.9228,0.9228,0,0,0,0.8126,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5654,1,0,0,Airplane
LocalBethel,Bethel,5,Oct 2016 • Couples,Awesome Trip,This was certainly the highlight of our trip to Alaska. The guide was extremely friendly and knowledgeable. We enjoyed every single minute!,Couples,0,2016-12-06,K2 Aviation,0,English,1,Bethel,,Unknown,0,22,139,2,1,0.02877697841726619,0.8976,0.398,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.8976,0.8976,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,Other/Unspecified
